x-tsne,y-tsne,num_fire_incd,num_prop_sales,num_streets,num_walk_scores,num_reports,num_near_misses,median_sale_price.imputed,max_sale_price.imputed,mean_walk_score.imputed,min_walk_score.imputed,max_walk_score.imputed,sum_lane_cnt.imputed,sum_width.imputed,sum_area.imputed,Name_Avondale,Name_Bond Hill,Name_CUF,Name_California,Name_Camp Washington,Name_Carthage,Name_Central Business District,Name_Clifton,Name_College Hill,Name_Columbia-Tusculum,Name_Corryville,Name_East End,Name_East Price Hill,Name_East Westwood,Name_Evanston,Name_Hartwell,Name_Hyde Park,Name_Kennedy Heights,Name_Linwood,Name_Lower Price Hill,Name_Madisonville,Name_Mt. Adams,Name_Mt. Airy,Name_Mt. Auburn,Name_Mt. Lookout,Name_Mt. Washington,Name_North Avondale,Name_North Fairmount,Name_Northside,Name_Oakley,Name_Over-The-Rhine,Name_Paddock Hills,Name_Pendleton,Name_Pleasant Ridge,Name_Riverside,Name_Roselawn,Name_Sayler Park,Name_Sedamsville,Name_South Cumminsville,Name_South Fairmount,Name_Walnut Hills,Name_West End,Name_West Price HIll,Name_Westwood,Name_Winton Hills,Name_Winton Place,categoryagricultural_0.0,categoryagricultural_1.0,categorycommercial_0.0,categorycommercial_1.0,categoryindustrial_0.0,categoryindustrial_1.0,categorypublicly.owned_0.0,categorypublicly.owned_1.0,categorypublic.utilities_0.0,categorypublic.utilities_1.0,categoryresidential_0.0,categoryresidential_1.0,kmeans_2,kmeans_3,kmeans_4,kmeans_5,kmeans_6,kmeans_7,kmeans_8,kmeans_9,cell_id,lat,long
-3.490800376582359,-7.2762777688067874,0.0,6.0,0.0,1.0,0.0,0.0,48500.0,100000.0,40.0,40.0,40.0,53.0,563.0,284640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,2,0,5,950040.0,39.13899349,-84.58219542
2.2155496238091588,3.159924878216452,0.0,13.0,4.0,1.0,0.0,0.0,64444.0,299000.0,12.0,12.0,12.0,8.0,88.0,79568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2,0,2,2,5,5,1,590047.0,39.15474429,-84.50086375
7.526734329465965,6.370908117295388,0.0,0.0,1.0,0.0,0.0,0.0,82700.0,323000.0,46.0,44.0,48.0,3.0,34.0,39957.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,2,4,0,0,2,3,450062.0,39.18847935,-84.46923478
2.3846336127471184,-2.414558679986952,0.0,60.0,30.0,2.0,0.0,0.0,55500.0,20000000.0,72.5,70.0,75.0,83.0,827.0,144985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2,3,3,3,1,1,2,570033.0,39.12324265,-84.49634533
3.4703845686646124,-0.9540840439476224,0.0,0.0,35.0,0.0,0.0,0.0,82700.0,323000.0,46.0,44.0,48.0,105.0,945.0,610439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,2,3,3,3,1,1,2,460066.0,39.19748071,-84.47149399
2.092020627244017,-2.2429770799135818,0.0,39.0,11.0,1.0,0.0,0.0,29900.0,700000.0,58.0,58.0,58.0,30.0,287.0,197934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2,3,3,3,1,1,2,770065.0,39.195251,-84.54152959
0.045143806491469374,-9.935118703230641,0.0,2.0,49.0,0.0,0.0,0.0,25600.0,44000.0,46.0,44.0,48.0,245.0,2646.0,13067761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,2,0,5,590064.0,39.19299432,-84.50086375
1.4431423206221454,0.9552508912748467,0.0,10.0,197.0,0.0,0.0,0.0,35000.0,1000000.0,46.0,44.0,48.0,788.0,7340.0,16672169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,2,3,3,3,1,1,2,790033.0,39.123250799999994,-84.54604802
6.210124827471229,1.7110905253356976,0.0,0.0,27.0,0.0,0.0,0.0,82700.0,323000.0,46.0,44.0,48.0,131.0,1192.0,747871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,2,0,4,4,6,6,690024.0,39.10299969,-84.52345588
11.453649920377176,3.6533651340636393,0.0,23.0,27.0,0.0,0.0,0.0,56000.0,510000.0,46.0,44.0,48.0,54.0,648.0,760636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,2,4,0,0,2,8,410070.0,39.20647352,-84.46019793
