"cell_id","lat_cell","long_cell","sum_cost","event_count","sum_num"
670028,39.1119989597858,-84.5189374567992,0.608,2,6
670029,39.1142489618151,-84.5189374567953,3.118,5,13
670030,39.1164989638437,-84.5189374567914,0.304,1,3
670031,39.1187489658714,-84.5189374567876,1.407,2,5
670033,39.1232489699246,-84.5189374567798,1.103,1,2
670035,39.1277489739748,-84.518937456772,9.473,17,48
670036,39.1299989759988,-84.5189374567681,1.244,2,6
670037,39.132248978022,-84.5189374567643,0.304,1,3
670038,39.1344989800444,-84.5189374567604,0.608,2,6
670039,39.136748982066,-84.5189374567565,0.282,2,8
670040,39.1389989840869,-84.5189374567526,1.103,1,2
670041,39.141248986107,-84.5189374567488,0.608,2,6
670042,39.1434989881264,-84.5189374567449,3.309,3,6
670043,39.145748990145,-84.518937456741,11.98,6,18
670052,39.1659990082778,-84.5189374567061,0.304,1,3
670057,39.1772490183249,-84.5189374566867,0.304,1,3
670058,39.179499020332,-84.5189374566828,0.141,1,4
670063,39.1907490303561,-84.5189374566634,1.103,1,2
680023,39.1007493420291,-84.5211966699216,0.046,1,5
680024,39.1029993440687,-84.521196669918,1.407,2,5
680025,39.1052493461075,-84.5211966699144,3.164,6,18
680026,39.1074993481455,-84.5211966699107,1.407,2,5
680027,39.1097493501827,-84.5211966699071,1.548,3,9
680028,39.1119993522192,-84.5211966699035,10.386,2,4
680029,39.1142493542549,-84.5211966698999,1.689,4,13
680033,39.1232493623901,-84.5211966698853,0.141,1,4
680035,39.1277493664531,-84.5211966698781,6.377,11,30
680036,39.1299993684835,-84.5211966698744,6.872,10,26
680037,39.1322493705131,-84.5211966698708,0.445,2,7
680038,39.1344993725419,-84.5211966698672,1.711,3,8
680041,39.1412493786237,-84.5211966698563,4.553,5,12
680042,39.1434993806495,-84.5211966698527,4.998,7,19
680043,39.1457493826744,-84.521196669849,0.304,1,3
680045,39.1502493867221,-84.5211966698418,0.141,1,4
680067,39.1997494310437,-84.5211966697619,1.103,1,2
690021,39.0962496867373,-84.5234558830552,11.63,4,10
690024,39.1029996928754,-84.5234558830451,0.141,1,4
690027,39.1097496990067,-84.5234558830349,1.407,2,5
690028,39.1119997010489,-84.5234558830315,0.304,1,3
690029,39.1142497030903,-84.5234558830282,2.51,3,7
690030,39.1164997051309,-84.5234558830248,1.548,3,9
690031,39.1187497071708,-84.5234558830214,3.613,4,9
690032,39.12099970921,-84.523455883018,1.407,2,5
690034,39.1254997132859,-84.5234558830113,10.082,1,1
690035,39.1277497153227,-84.5234558830079,0.749,3,10
690036,39.1299997173588,-84.5234558830045,10.386,2,4
690041,39.1412497275274,-84.5234558829876,0.141,1,4
690042,39.1434997295589,-84.5234558829843,0.912,3,9
690063,39.1907497720411,-84.5234558829133,0.304,1,3
690067,39.1997497800945,-84.5234558828997,0.304,1,3
700023,39.1007499960311,-84.5257150961962,10.082,1,1
700026,39.1075000021796,-84.5257150961868,11.185,2,3
700027,39.1097500042276,-84.5257150961837,1.244,2,6
700028,39.1120000062748,-84.5257150961806,1.548,3,9
700029,39.1142500083212,-84.5257150961775,1.244,2,6
700030,39.1165000103669,-84.5257150961743,10.386,2,4
700031,39.1187500124118,-84.5257150961712,0.608,2,6
700032,39.1210000144559,-84.5257150961681,0.187,2,9
700033,39.1232500164992,-84.525715096165,0.608,2,6
700034,39.1255000185418,-84.5257150961618,0.141,1,4
700035,39.1277500205836,-84.5257150961587,11.185,2,3
700041,39.1412500328182,-84.52571509614,0.141,1,4
700042,39.1435000348546,-84.5257150961368,0.141,1,4
710026,39.1075002637932,-84.5279743093535,1.216,4,12
710027,39.1097502658455,-84.5279743093507,0.608,2,6
710028,39.112000267897,-84.5279743093478,0.445,2,7
710029,39.1142502699477,-84.5279743093449,13.673,6,15
710030,39.1165002719976,-84.5279743093421,23.423,8,19
710032,39.1210002760952,-84.5279743093363,0.304,1,3
710039,39.1367502904123,-84.5279743093162,0.141,1,4
710043,39.1457502985765,-84.5279743093047,0.304,1,3
720023,39.1007504756324,-84.5302335225434,1.103,1,2
720024,39.1030004776906,-84.5302335225408,20.468,3,5
720025,39.105250479748,-84.5302335225382,0.304,1,3
720026,39.1075004818046,-84.5302335225356,0.304,1,3
720028,39.1120004859154,-84.5302335225304,0.304,1,3
720032,39.1210004941279,-84.5302335225199,0.304,1,3
720037,39.1322505043761,-84.5302335225069,1.407,2,5
720038,39.1345005064234,-84.5302335225042,0.304,1,3
720043,39.1457505166483,-84.5302335224912,1.103,1,2
730025,39.1052506541541,-84.5324927357326,0.141,1,4
730027,39.1097506582723,-84.5324927357279,1.244,2,6
730029,39.1142506623873,-84.5324927357232,0.304,1,3
730031,39.1187506664993,-84.5324927357185,0.304,1,3
730032,39.1210006685541,-84.5324927357161,0.282,2,8
730033,39.1232506706081,-84.5324927357138,0.141,1,4
730035,39.1277506747138,-84.5324927357091,0.141,1,4
730038,39.1345006808666,-84.532492735702,0.423,3,12
730045,39.150250695196,-84.5324927356855,1.103,1,2
730046,39.15250069724,-84.5324927356831,10.082,1,1
730074,39.2155007541559,-84.5324927356171,13.313,9,24
740023,39.1007507808332,-84.534751948941,0.304,1,3
740029,39.1142507932005,-84.5347519489284,2.206,2,4
740031,39.1187507973167,-84.5347519489242,10.082,1,1
740033,39.1232508014298,-84.53475194892,0.35,2,8
740034,39.1255008034852,-84.5347519489179,0.328,3,13
740035,39.1277508055398,-84.5347519489158,0.141,1,4
740037,39.1322508096467,-84.5347519489116,0.304,1,3
740039,39.1367508137505,-84.5347519489074,1.103,1,2
740042,39.1435008199004,-84.5347519489011,0.304,1,3
740043,39.1457508219488,-84.534751948899,0.141,1,4
740044,39.1480008239965,-84.5347519488969,0.608,2,6
740067,39.1997508708778,-84.5347519488487,1.103,1,2
740068,39.2020008729068,-84.5347519488466,10.736,4,12
750025,39.1052508721617,-84.5370111621479,0.141,1,4
750028,39.1120008783485,-84.5370111621424,0.304,1,3
750029,39.1142508804092,-84.5370111621406,1.103,1,2
750039,39.1367509009735,-84.5370111621222,12.733,5,12
750040,39.1390009030257,-84.5370111621204,2.206,2,4
750043,39.1457509091775,-84.5370111621149,10.082,1,1
750046,39.1525009153223,-84.5370111621094,0.608,2,6
760029,39.1142509240135,-84.539270375357,0.304,1,3
760030,39.1165009260741,-84.5392703753554,0.304,1,3
760043,39.1457509527917,-84.5392703753349,1.103,1,2
760045,39.1502509568905,-84.5392703753318,0.304,1,3
760049,39.1592509650786,-84.5392703753254,13.341,7,18
760050,39.1615009671237,-84.5392703753239,1.548,3,9
760051,39.1637509691681,-84.5392703753223,2.51,3,7
760068,39.2020010038027,-84.5392703752954,2.51,3,7
760069,39.204251005833,-84.5392703752938,1.407,2,5
770047,39.1547509609859,-84.5415295885511,0.304,1,3
770050,39.1615009671236,-84.5415295885471,0.187,2,9
770052,39.1660009712114,-84.5415295885445,2.015,4,11
770053,39.1682509732542,-84.5415295885432,1.407,2,5
770054,39.1705009752962,-84.5415295885418,0.304,1,3
770067,39.1997510017714,-84.5415295885247,0.304,1,3
770068,39.2020010038025,-84.5415295885234,0.141,1,4
770069,39.2042510058329,-84.541529588522,1.103,1,2
780034,39.1255008907005,-84.5437888017859,0.608,2,6
780048,39.1570009194145,-84.5437888017711,1.103,1,2
780049,39.1592509214596,-84.54378880177,0.304,1,3
780054,39.1705009316738,-84.5437888017647,0.141,1,4
780058,39.1795009398312,-84.5437888017605,0.141,1,4
780059,39.1817509418686,-84.5437888017594,11.185,2,3
780067,39.1997509581399,-84.5437888017509,0.304,1,3
790027,39.1097507890803,-84.546048015005,0.7,4,16
790054,39.1705008444293,-84.5460480149834,0.141,1,4
790058,39.179500852581,-84.5460480149802,0.141,1,4
790061,39.1862508586866,-84.5460480149778,0.304,1,3
790063,39.1907508627532,-84.5460480149762,1.103,1,2
790065,39.1952508668166,-84.5460480149746,0.304,1,3
790066,39.1975008688472,-84.5460480149738,1.407,2,5
790068,39.202000872906,-84.5460480149722,2.206,2,4
790069,39.2042508749342,-84.5460480149714,0.304,1,3
800024,39.1030006520926,-84.5483072282113,0.046,1,5
800025,39.1052506541529,-84.5483072282107,0.187,2,9
800034,39.1255006726601,-84.5483072282059,0.912,3,9
800039,39.1367506829148,-84.5483072282032,1.103,1,2
800040,39.1390006849634,-84.5483072282026,0.304,1,3
800047,39.1547506992819,-84.5483072281989,0.304,1,3
800049,39.159250703366,-84.5483072281978,0.304,1,3
800051,39.1637507074469,-84.5483072281967,0.304,1,3
800052,39.1660007094862,-84.5483072281962,0.304,1,3
800053,39.1682507115247,-84.5483072281956,0.141,1,4
800063,39.1907507318673,-84.5483072281902,0.304,1,3
800066,39.197500737955,-84.5483072281886,0.304,1,3
800067,39.1997507399827,-84.5483072281881,1.711,3,8
800068,39.2020007420096,-84.5483072281875,1.711,3,8
800069,39.2042507440357,-84.548307228187,0.187,2,9
810023,39.1007504756308,-84.5505664414057,1.103,1,2
810029,39.1142504879681,-84.550566441404,0.304,1,3
810034,39.1255004982279,-84.5505664414026,1.407,2,5
810035,39.1277505002775,-84.5505664414023,1.244,2,6
810038,39.1345005064218,-84.5505664414015,0.445,2,7
810039,39.1367505084683,-84.5505664414012,0.304,1,3
810040,39.1390005105141,-84.5505664414009,0.304,1,3
810045,39.1502505207313,-84.5505664413995,0.304,1,3
810051,39.1637505329664,-84.5505664413978,0.141,1,4
810052,39.1660005350029,-84.5505664413975,1.548,3,9
810053,39.1682505370386,-84.5505664413972,0.304,1,3
810064,39.1930005593801,-84.5505664413941,1.103,1,2
810065,39.1952505614065,-84.5505664413938,1.103,1,2
820023,39.1007502576299,-84.552825654587,0.304,1,3
820024,39.1030002596844,-84.5528256545869,0.304,1,3
820025,39.1052502617382,-84.5528256545869,2.319,5,14
820026,39.1075002637913,-84.5528256545869,0.654,3,11
820027,39.1097502658435,-84.5528256545869,1.103,1,2
820028,39.112000267895,-84.5528256545869,1.103,1,2
820033,39.1232502781408,-84.5528256545867,0.141,1,4
820034,39.1255002801877,-84.5528256545867,1.103,1,2
820038,39.1345002883673,-84.5528256545866,0.304,1,3
820042,39.1435002965346,-84.5528256545865,0.304,1,3
820044,39.1480003006136,-84.5528256545865,0.141,1,4
820051,39.1637503148658,-84.5528256545863,11.185,2,3
820052,39.1660003168988,-84.5528256545863,0.586,3,11
830026,39.1075000021773,-84.5550848677536,0.282,2,8
830036,39.1300000226223,-84.5550848677559,1.103,1,2
830038,39.134500026702,-84.5550848677564,1.103,1,2
830040,39.1390000307787,-84.5550848677568,0.141,1,4
830042,39.1435000348523,-84.5550848677573,0.608,2,6
830047,39.1547500450227,-84.5550848677585,0.304,1,3
830053,39.1682500572018,-84.5550848677598,0.304,1,3
830057,39.1772500653057,-84.5550848677607,0.304,1,3
830068,39.202000087528,-84.5550848677632,0.304,1,3
830069,39.2042500895435,-84.5550848677635,0.445,2,7
830071,39.2087500935723,-84.5550848677639,0.304,1,3
840025,39.1052496949173,-84.5573440809016,10.082,1,1
840026,39.107499696961,-84.5573440809021,1.103,1,2
840028,39.1119997010462,-84.5573440809031,1.244,2,6
840029,39.1142497030876,-84.5573440809036,10.082,1,1
840038,39.1344997214259,-84.5573440809079,0.304,1,3
840041,39.1412497275248,-84.5573440809094,0.304,1,3
850026,39.1074993481424,-84.5596032940297,1.103,1,2
850027,39.1097493501797,-84.5596032940304,0.304,1,3
850029,39.1142493542519,-84.5596032940319,20.913,5,12
850035,39.1277493664501,-84.5596032940363,0.282,2,8
850039,39.1367493745669,-84.5596032940393,0.304,1,3
850042,39.1434993806465,-84.5596032940415,11.489,3,6
850045,39.1502493867191,-84.5596032940437,0.304,1,3
850046,39.1524993887418,-84.5596032940444,0.304,1,3
850047,39.1547493907637,-84.5596032940451,1.103,1,2
850067,39.1997494310407,-84.5596032940598,0.304,1,3
860019,39.0917489414844,-84.5618625071266,0.304,1,3
860025,39.10524895369,-84.5618625071325,0.304,1,3
860026,39.1074989557216,-84.5618625071335,1.407,2,5
860027,39.1097489577524,-84.5618625071345,1.689,4,13
860028,39.1119989597824,-84.5618625071355,10.082,1,1
860029,39.1142489618117,-84.5618625071365,0.141,1,4
860034,39.1254989719467,-84.5618625071414,1.244,2,6
860036,39.1299989759954,-84.5618625071434,1.852,4,12
860045,39.1502489941765,-84.5618625071522,1.407,2,5
860047,39.1547489982083,-84.5618625071542,1.407,2,5
860048,39.156999000223,-84.5618625071552,0.304,1,3
860057,39.1772490183215,-84.561862507164,0.141,1,4
860060,39.1839990243406,-84.5618625071669,0.304,1,3
860061,39.1862490263454,-84.5618625071679,0.304,1,3
860068,39.2019990403577,-84.5618625071748,1.852,4,12
870018,39.0894985034815,-84.5641217202009,1.103,1,2
870023,39.1007485136228,-84.5641217202071,0.304,1,3
870027,39.1097485217221,-84.564121720212,16.088,9,23
870028,39.111998523745,-84.5641217202132,10.386,2,4
870029,39.1142485257671,-84.5641217202144,1.407,2,5
870036,39.1299985399009,-84.5641217202231,0.304,1,3
870037,39.132248541917,-84.5641217202243,0.304,1,3
870043,39.1457485539973,-84.5641217202317,0.304,1,3
870045,39.150248558018,-84.5641217202341,0.141,1,4
870058,39.1794985840782,-84.5641217202501,0.304,1,3
870060,39.183998588076,-84.5641217202526,0.608,2,6
870061,39.1862485900738,-84.5641217202538,0.304,1,3
870067,39.1997486020444,-84.5641217202612,0.141,1,4
870068,39.2019986040368,-84.5641217202624,0.304,1,3
880021,39.0962480299824,-84.5663809332513,0.608,2,6
880022,39.098498032002,-84.5663809332528,1.711,3,8
880023,39.1007480340209,-84.5663809332542,3.754,5,13
880024,39.102998036039,-84.5663809332557,0.141,1,4
880025,39.1052480380563,-84.5663809332572,1.103,1,2
880026,39.1074980400729,-84.5663809332587,0.608,2,6
880027,39.1097480420887,-84.5663809332601,12.143,6,17
880028,39.1119980441038,-84.5663809332616,2.51,3,7
880032,39.1209980521565,-84.5663809332675,0.304,1,3
880038,39.1344980642127,-84.5663809332764,1.103,1,2
880045,39.1502480782438,-84.5663809332867,0.304,1,3
880046,39.1524980802452,-84.5663809332881,10.082,1,1
880060,39.183998108185,-84.5663809333088,0.141,1,4
880062,39.1884981121643,-84.5663809333117,10.386,2,4
890018,39.08949750076,-84.5686401462607,1.407,2,5
890022,39.0984975088086,-84.5686401462676,0.445,2,7
890023,39.1007475108189,-84.5686401462693,0.141,1,4
890025,39.1052475148372,-84.5686401462727,0.304,1,3
890027,39.1097475188524,-84.5686401462761,3.209,9,28
890029,39.1142475228646,-84.5686401462796,0.141,1,4
890034,39.125497532882,-84.5686401462881,1.103,1,2
890037,39.1322475388834,-84.5686401462933,0.141,1,4
890038,39.1344975408823,-84.568640146295,0.046,1,5
890047,39.1547475588387,-84.5686401463104,0.608,2,6
890061,39.1862475866492,-84.5686401463344,0.141,1,4
890063,39.19074759061,-84.5686401463379,1.548,3,9
890064,39.1929975925893,-84.5686401463396,0.304,1,3
900016,39.0849969299941,-84.5708993592357,1.103,1,2
900018,39.0894969340043,-84.5708993592396,0.304,1,3
900019,39.0917469360083,-84.5708993592416,1.711,3,8
900026,39.1074969500151,-84.5708993592553,10.082,1,1
900027,39.1097469520131,-84.5708993592572,1.103,1,2
900028,39.1119969540103,-84.5708993592591,2.955,5,14
900029,39.1142469560067,-84.5708993592611,0.304,1,3
900032,39.1209969619916,-84.5708993592669,0.304,1,3
900035,39.1277469679697,-84.5708993592728,0.445,2,7
900038,39.134496973941,-84.5708993592786,1.407,2,5
900043,39.1457469838782,-84.5708993592884,0.304,1,3
900044,39.1479969858634,-84.5708993592904,1.244,2,6
900048,39.1569969937965,-84.5708993592982,0.282,2,8
900062,39.1884970214678,-84.5708993593255,1.103,1,2
900063,39.1907470234387,-84.5708993593275,2.156,5,15
900064,39.1929970254088,-84.5708993593294,1.244,2,6
910019,39.0917463256461,-84.573158572183,0.304,1,3
910027,39.1097463415707,-84.5731585722005,12.896,5,11
910028,39.1119963435579,-84.5731585722027,2.51,3,7
910032,39.1209963514993,-84.5731585722115,0.304,1,3
910034,39.1254963554655,-84.5731585722158,0.445,2,7
910035,39.1277463574475,-84.573158572218,11.326,3,7
910038,39.1344963633889,-84.5731585722245,1.407,2,5
910043,39.1457463732763,-84.5731585722355,1.711,3,8
910062,39.1884964106778,-84.573158572277,0.912,3,9
910064,39.1929964145991,-84.5731585722813,0.654,3,11
920027,39.1097456875254,-84.5754177851033,1.711,3,8
920029,39.1142456914777,-84.5754177851081,2.365,6,19
920030,39.1164956934527,-84.5754177851105,1.103,1,2
920032,39.1209956974004,-84.5754177851154,0.141,1,4
920033,39.1232456993732,-84.5754177851178,0.304,1,3
920034,39.1254957013453,-84.5754177851202,0.304,1,3
920037,39.1322457072569,-84.5754177851274,1.103,1,2
920038,39.134495709226,-84.5754177851299,0.608,2,6
920039,39.1367457111943,-84.5754177851323,2.206,2,4
920041,39.1412457151287,-84.5754177851371,0.304,1,3
920042,39.1434957170948,-84.5754177851395,10.831,4,11
920043,39.1457457190601,-84.5754177851419,0.328,3,13
920062,39.18849575626,-84.5754177851878,0.141,1,4
920065,39.1952457621091,-84.575417785195,0.304,1,3
930025,39.1052449859447,-84.5776769979574,1.407,2,5
930028,39.1119949918421,-84.5776769979654,1.103,1,2
930029,39.1142449938065,-84.577676997968,13.645,8,21
930030,39.1164949957701,-84.5776769979707,0.304,1,3
930032,39.120994999695,-84.5776769979759,0.304,1,3
930034,39.125495003617,-84.5776769979812,0.304,1,3
930039,39.1367450134091,-84.5776769979944,0.35,2,8
930040,39.1389950153653,-84.5776769979971,0.304,1,3
930042,39.1434950192755,-84.5776769980024,0.141,1,4
930047,39.154745029038,-84.5776769980155,1.103,1,2
930048,39.1569950309882,-84.5776769980182,1.103,1,2
930062,39.1884950582143,-84.5776769980552,1.103,1,2
930065,39.1952450640296,-84.5776769980631,0.304,1,3
930066,39.1974950659665,-84.5776769980657,1.407,2,5
930068,39.2019950698382,-84.577676998071,0.304,1,3
930069,39.2042450717729,-84.5776769980736,1.407,2,5
940025,39.1052442447176,-84.5799362107703,0.304,1,3
940029,39.1142442525308,-84.5799362107818,21.054,6,16
940030,39.1164942544823,-84.5799362107847,1.244,2,6
940031,39.118744256433,-84.5799362107875,0.304,1,3
940032,39.120994258383,-84.5799362107904,1.103,1,2
940040,39.1389942739565,-84.5799362108133,1.385,3,10
940041,39.1412442758999,-84.5799362108161,13.341,7,18
940042,39.1434942778425,-84.579936210819,0.304,1,3
940047,39.1547442875447,-84.5799362108333,1.244,2,6
940048,39.1569942894829,-84.5799362108362,0.141,1,4
940062,39.1884943165408,-84.5799362108762,1.244,2,6
940067,39.1997443261694,-84.5799362108905,2.015,4,11
950027,39.1097434637713,-84.5821954235405,1.103,1,2
950028,39.1119934657114,-84.5821954235436,1.103,1,2
950029,39.1142434676508,-84.5821954235466,3.118,5,13
950030,39.1164934695894,-84.5821954235497,1.103,1,2
950031,39.1187434715273,-84.5821954235528,1.103,1,2
950032,39.1209934734645,-84.5821954235559,2.206,2,4
950040,39.1389934889355,-84.5821954235805,1.103,1,2
950041,39.141243490866,-84.5821954235836,0.608,2,6
950042,39.1434934927959,-84.5821954235866,0.304,1,3
950044,39.1479934966534,-84.5821954235928,0.304,1,3
960025,39.1052426314588,-84.5844546362466,10.082,1,1
960026,39.1074926333868,-84.5844546362499,2.651,4,11
960027,39.109742635314,-84.5844546362532,0.141,1,4
960028,39.1119926372405,-84.5844546362565,1.711,3,8
960029,39.1142426391663,-84.5844546362597,5.415,11,32
960030,39.1164926410914,-84.584454636263,0.304,1,3
960041,39.1412426622192,-84.5844546362992,11.326,3,7
960043,39.1457426660512,-84.5844546363058,1.103,1,2
970014,39.0804917383291,-84.5867138488659,1.103,1,2
970025,39.105241759427,-84.5867138489044,1.103,1,2
970026,39.1074917613407,-84.5867138489078,0.304,1,3
970028,39.1119917651659,-84.5867138489149,0.608,2,6
970029,39.1142417670774,-84.5867138489183,0.304,1,3
970036,39.1299917804379,-84.5867138489428,0.141,1,4
970037,39.1322417823436,-84.5867138489463,1.103,1,2
970045,39.1502417975637,-84.5867138489743,1.407,2,5
970046,39.152491799463,-84.5867138489778,1.103,1,2
980025,39.1052408437937,-84.5889730615048,0.304,1,3
980026,39.1074908456924,-84.5889730615085,2.206,2,4
980028,39.1119908494876,-84.5889730615159,2.206,2,4
980029,39.1142408513841,-84.5889730615196,1.103,1,2
980036,39.1299908646398,-84.5889730615455,1.103,1,2
980041,39.1412408740867,-84.5889730615639,1.407,2,5
980045,39.1502408816313,-84.5889730615788,0.141,1,4
990026,39.1074898864418,-84.5912322740491,0.141,1,4
990028,39.1119898902056,-84.5912322740569,0.304,1,3
990029,39.1142398920864,-84.5912322740608,1.711,3,8
990036,39.1299899052323,-84.591232274088,12.429,4,9
990041,39.141239914601,-84.5912322741075,0.141,1,4
990042,39.1434899164726,-84.5912322741113,0.141,1,4
990043,39.1457399183435,-84.5912322741153,1.103,1,2
990044,39.1479899202137,-84.5912322741191,0.304,1,3
1000027,39.1097388854548,-84.5934914865309,0.304,1,3
1000030,39.116488891048,-84.5934914865431,1.103,1,2
1000036,39.1299889022154,-84.5934914865676,0.304,1,3
1000037,39.1322389040742,-84.5934914865717,1.407,2,5
1000042,39.1434889133576,-84.593491486592,0.304,1,3
1000043,39.1457389152122,-84.5934914865961,0.304,1,3
1000045,39.1502389189192,-84.5934914866043,0.304,1,3
1000047,39.1547389226234,-84.5934914866125,0.608,2,6
1010027,39.1097378389825,-84.5957506989431,0.141,1,4
1010028,39.1119878408304,-84.5957506989473,0.304,1,3
1010033,39.1232378500599,-84.5957506989686,11.185,2,3
1010035,39.1277378537467,-84.5957506989771,1.103,1,2
1010036,39.1299878555891,-84.5957506989814,1.103,1,2
1010044,39.1479878703033,-84.5957506990155,0.304,1,3
1020026,39.1074867470764,-84.5980099112823,0.912,3,9
1020027,39.1097367489072,-84.5980099112868,1.407,2,5
1020030,39.1164867543955,-84.5980099113001,0.304,1,3
1020031,39.1187367562236,-84.5980099113045,0.304,1,3
1020032,39.1209867580509,-84.5980099113089,2.206,2,4
1020035,39.1277367635288,-84.5980099113223,11.793,4,9
1020038,39.1344867690006,-84.5980099113356,1.103,1,2
1020040,39.138986772645,-84.5980099113444,1.103,1,2
1020043,39.1457367781064,-84.5980099113577,0.304,1,3
1020044,39.1479867799255,-84.5980099113622,12.401,6,15
1020045,39.1502367817438,-84.5980099113666,0.304,1,3
1020049,39.1592367890105,-84.5980099113844,1.103,1,2
1030028,39.1119856170405,-84.6002691235638,1.407,2,5
1030030,39.1164856206616,-84.600269123573,0.304,1,3
1030031,39.1187356224711,-84.6002691235776,14.444,8,20
1030032,39.1209856242799,-84.6002691235822,13.391,4,7
1030033,39.1232356260881,-84.6002691235868,2.651,4,11
1030034,39.1254856278955,-84.6002691235914,2.206,2,4
1030035,39.1277356297023,-84.600269123596,1.711,3,8
1030036,39.1299856315084,-84.6002691236006,0.304,1,3
1030037,39.1322356333138,-84.6002691236052,0.304,1,3
1030038,39.1344856351185,-84.6002691236098,2.814,4,10
1030039,39.1367356369226,-84.6002691236144,0.912,3,9
1030040,39.1389856387259,-84.600269123619,0.304,1,3
1030041,39.1412356405286,-84.6002691236236,0.304,1,3
1030045,39.1502356477325,-84.6002691236421,0.374,4,18
1030046,39.1524856495317,-84.6002691236467,0.608,2,6
1030049,39.1592356549255,-84.6002691236605,0.141,1,4
1030050,39.161485656722,-84.6002691236651,1.103,1,2
1040032,39.1209844469024,-84.6025283357813,1.103,1,2
1040033,39.1232344486913,-84.6025283357861,15.823,12,31
1040034,39.1254844504795,-84.6025283357909,13.2,6,14
1040035,39.127734452267,-84.6025283357956,1.103,1,2
1040038,39.1344844576256,-84.6025283358099,3.613,4,9
1040044,39.1479844683246,-84.6025283358385,1.244,2,6
1040045,39.1502344701054,-84.6025283358433,1.407,2,5
1040046,39.1524844718855,-84.602528335848,0.445,2,7
1040047,39.1547344736649,-84.6025283358528,4.199,7,20
1040050,39.1614844789992,-84.6025283358671,0.304,1,3
1050032,39.1209832259183,-84.6047875479036,0.141,1,4
1050034,39.1254832294555,-84.6047875479134,0.304,1,3
1050035,39.1277332312231,-84.6047875479183,0.304,1,3
1050036,39.1299832329901,-84.6047875479233,1.103,1,2
1050037,39.1322332347563,-84.6047875479282,1.103,1,2
1050039,39.1367332382869,-84.604787547938,1.194,5,17
1050040,39.1389832400511,-84.6047875479429,1.407,2,5
1050041,39.1412332418147,-84.6047875479478,0.445,2,7
1050046,39.1524832506227,-84.6047875479724,10.69,3,7
1060025,39.1052319490714,-84.6070467599106,1.103,1,2
1060032,39.1209819613277,-84.6070467599461,1.103,1,2
1060035,39.1277319665705,-84.6070467599613,0.141,1,4
1060041,39.1412319770384,-84.6070467599917,0.304,1,3
1060046,39.1524819857434,-84.607046760017,0.304,1,3
1070012,39.075980618456,-84.609305971802,0.141,1,4
1070036,39.1299806600342,-84.6093059719269,3.613,4,9
1070037,39.1322306617585,-84.6093059719321,2.206,2,4
1070041,39.1412306686491,-84.6093059719529,1.407,2,5
1080036,39.1299793081422,-84.6115651838021,0.304,1,3
1080038,39.134479311546,-84.6115651838128,0.141,1,4
1080039,39.1367293132469,-84.6115651838182,0.304,1,3
1080040,39.1389793149472,-84.6115651838235,1.407,2,5
1080041,39.1412293166469,-84.6115651838288,1.103,1,2
1080042,39.1434793183459,-84.6115651838342,1.103,1,2
1080044,39.1479793217419,-84.6115651838448,1.711,3,8
1090039,39.1367279176773,-84.6138243956056,1.689,4,13
1090041,39.1412279210317,-84.6138243956165,1.407,2,5
1090042,39.143477922708,-84.613824395622,0.141,1,4
1090043,39.1457279243836,-84.6138243956274,1.103,1,2
1090044,39.1479779260586,-84.6138243956329,13.836,6,14
1100040,39.1389764801502,-84.6160836073077,1.244,2,6
1100041,39.1412264818037,-84.6160836073133,10.082,1,1
1100043,39.1457264851087,-84.6160836073244,0.304,1,3
1110040,39.1389749973334,-84.6183428189105,0.304,1,3
1110041,39.1412249989627,-84.6183428189162,0.491,3,12
1110042,39.1434750005913,-84.6183428189219,10.386,2,4
1110043,39.1457250022194,-84.6183428189276,2.206,2,4
1120042,39.1434734741126,-84.6206020304284,1.103,1,2
1120043,39.1457234757158,-84.6206020304342,1.407,2,5
1130041,39.141221902442,-84.6228612418296,0.304,1,3
1130042,39.1434719040202,-84.6228612418355,0.304,1,3
1130043,39.1457219055978,-84.6228612418413,1.103,1,2
1140013,39.0782202450687,-84.6251204529685,1.103,1,2
1220017,39.0872057775235,-84.6431941394117,0.141,1,4
1390026,39.1074157625985,-84.681600694305,0.304,1,3
1400026,39.1074130156584,-84.683859901975,0.304,1,3
1480033,39.123139472122,-84.7019335567154,0.304,1,3
