incident_date,incident_number,cad_number,alarm_date_time,unit_clear_date_time,street_address,apt_suite_number,neighborhood,incident_type_id,incident_type_desc,alarms,suppression_app_count,suppression_per_count,ems_app_count,ems_per_count,other_app_count,other_per_count,incident_closed,Location
02/26/2013,176,13057176,02/26/2013 07:15:00 PM,02/26/2013 07:38:00 PM,3333 BURNET AV,,AVONDALE  ,730,"System malfunction, other",0,2,8,0,0,0,0,1,"CINC 45229
(39.150087400000075, -84.48900682499999)"
09/09/2013,150,13252150,09/09/2013 06:00:00 PM,09/09/2013 06:11:00 PM,1125 BANK ST,,WEST  END ,331,"Lock-in (if lock out , use 511 )",0,1,4,0,,0,0,1,"CINC 45214
(39.12068909300007, -84.53739715099994)"
03/29/2013,252,13088252,03/29/2013 06:49:00 PM,03/29/2013 07:11:00 PM,3768 PAXTON AV,,OAKLEY    ,445,"Arcing, shorted electrical equipment",0,10,32,1,2,0,0,1,"CINC 45209
(39.15225990300007, -84.42664730599995)"
12/09/2013,163,13343163,12/09/2013 06:57:00 PM,12/09/2013 07:16:00 PM,0 I71 ,,WALNUT HIL,911,Citizen complaint,0,3,12,0,0,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
03/03/2013,133,13062133,03/03/2013 05:16:00 PM,03/03/2013 05:25:00 PM,2631 GILBERT AV,,WALNUT HIL,710,"Malicious, mischievous false call, other",0,3,9,0,,0,0,1,"CINC 45206
(39.126315875000046, -84.48624774699994)"
07/08/2013,222,13189222,07/08/2013 10:47:00 PM,07/08/2013 11:11:00 PM,4829 PROSPERITY PL,,WEST PRICE,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45205
(39.11065647500004, -84.57425583299994)"
02/27/2013,88,13058088,02/27/2013 11:56:00 AM,02/27/2013 12:05:00 PM,4790 RIVER RD,,RIVERSIDE ,700,"False alarm or false call, other",0,3,9,0,,0,0,1,"CINC 45204
(39.09223799700004, -84.56303702899999)"
01/26/2013,148,13026148,01/26/2013 06:14:00 PM,01/26/2013 06:31:00 PM,233 MCGREGOR AV,2292,MOUNT  AUB,651,"Smoke scare, odor of smoke",0,3,9,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
04/15/2013,171,13105171,04/15/2013 02:42:00 PM,04/15/2013 02:52:00 PM,1525 ELM ST,,OVER-THE-R,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45205
(39.11065647500004, -84.57425583299994)"
02/19/2013,170,13050170,02/19/2013 03:36:00 PM,02/19/2013 03:57:00 PM,4530 READING RD,,PADDOCK  H,331,"Lock-in (if lock out , use 511 )",0,1,4,0,0,0,0,1,"CINC 45229
(39.150087400000075, -84.48900682499999)"
11/15/2013,9,13319009,11/15/2013 01:01:00 AM,11/15/2013 01:34:00 AM,3508 BELDARE AV,4,AVONDALE  ,410,"Combustible/flammable gas/liquid condition, other",0,3,9,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
01/16/2013,206,13016206,01/16/2013 05:09:00 PM,01/16/2013 05:18:00 PM,3760 EDWARDS RD,,OAKLEY    ,600,"Good intent call, other",0,1,4,0,,0,0,1,"CINC 45209
(39.15225990300007, -84.42664730599995)"
06/14/2013,188,13165188,06/14/2013 07:59:00 PM,06/14/2013 08:20:00 PM,5343 HAMILTON AV,,COLLEGE  H,700,"False alarm or false call, other",0,1,4,0,0,0,0,1,"CINC 45224
(39.202557686000034, -84.53928722899997)"
11/18/2013,140,13322140,11/18/2013 04:04:00 PM,11/18/2013 04:21:00 PM,8000 EVERGREEN RIDGE DR,,HARTWELL  ,700,"False alarm or false call, other",0,1,4,0,,0,0,1,"CINC 45216
(39.19856897100004, -84.47975630799993)"
12/24/2013,52,13358052,12/24/2013 10:16:00 AM,12/24/2013 10:26:00 AM,1127 CARNEY ST,,MOUNT  ADA,550,"Public service assistance, other",0,1,4,0,,0,0,1,"CINC 45210
(39.58986157800007, -89.65489696199995)"
09/01/2013,3,13244003,09/01/2013 12:19:00 AM,09/01/2013 12:23:00 AM,1663 ILIFF AV,,WEST PRICE,733,Smoke detector activation due to malfunction,0,2,8,0,,0,0,1,"CINC 45205
(39.11065647500004, -84.57425583299994)"
09/23/2013,188,13266188,09/23/2013 11:05:00 PM,09/23/2013 11:23:00 PM,99 2ND ST,GAR,C. B. D. /,353,Removal of victim(s) from stalled elevator,0,2,8,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
09/17/2013,121,13260121,09/17/2013 03:50:00 PM,09/17/2013 04:07:00 PM,352 NORTHERN AV,,AVONDALE  ,441,"Heat from short circuit (wiring), defective/worn",0,15,49,1,2,0,0,1,"CINC 45229
(39.150087400000075, -84.48900682499999)"
05/18/2013,33,13138033,05/18/2013 03:43:00 AM,05/18/2013 05:22:00 AM,4620 CRESAP AV,,NORTHSIDE ,131,Passenger vehicle fire,0,2,5,0,,0,0,1,"CINC 45223
(39.167489147000026, -84.54787730499999)"
08/15/2013,80,13227080,08/15/2013 11:11:00 AM,08/15/2013 12:00:00 PM,3522 GLENWAY AV,4,EAST PRICE,531,Smoke or odor removal,0,13,42,1,2,0,0,1,"CINC 45205
(39.11065647500004, -84.57425583299994)"
07/29/2013,144,13210144,07/29/2013 08:03:00 PM,07/29/2013 09:35:00 PM,5055 PADDOCK RD,,BONDHILL  ,412,Gas leak (natural gas or LPG),0,4,13,0,,0,0,1,"CINC 45237
(39.19171689800004, -84.45486811699999)"
12/06/2013,4,13340004,12/06/2013 12:29:00 AM,12/06/2013 12:51:00 AM,1441 MAYLAND DR,,MT.  WASHI,746,"Carbon monoxide detector activation, no CO",0,1,4,0,,0,0,1,"CINC 45226
(39.11761717400003, -84.43167882299997)"
01/14/2013,186,13014186,01/14/2013 09:00:00 PM,01/14/2013 09:07:00 PM,151 5TH ST,,C. B. D. /,730,"System malfunction, other",0,2,8,0,0,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
05/05/2013,132,13125132,05/05/2013 05:17:00 PM,05/05/2013 09:18:00 PM,659 DELHI AV,,SEDAMSVILL,111,Fire - Building,0,14,43,1,2,0,0,1,"CINC 45204
(39.09223799700004, -84.56303702899999)"
11/30/2013,140,13334140,11/30/2013 05:15:00 PM,11/30/2013 05:25:00 PM,5300 WINNESTE AV,,Winton Hil,651,"Smoke scare, odor of smoke",0,2,5,0,0,0,0,1,"CINC 45220
(39.143209256000034, -84.52157698599996)"
06/21/2013,3,13172003,06/21/2013 12:37:00 AM,06/21/2013 12:56:00 AM,1515 JONES ST,A,WEST  END ,600,"Good intent call, other",0,1,4,0,,0,0,1,"CINC 45210
(39.58986157800007, -89.65489696199995)"
10/30/2013,182,13303182,10/30/2013 07:04:00 PM,10/30/2013 07:30:00 PM,1990 WESTWOOD NORTHERN BV,132,ENGLISH  W,113,"Cooking fire, confined to container",0,5,15,0,,0,0,1,"CINC 45225
(39.14027637700008, -84.54955882199994)"
12/24/2013,153,13358153,12/24/2013 07:45:00 PM,12/24/2013 07:52:00 PM,234 73RD ST,,CARTHAGE  ,700,"False alarm or false call, other",0,2,8,0,,0,0,1,"CINC 45216
(39.19856897100004, -84.47975630799993)"
05/02/2013,54,13122054,05/02/2013 08:36:00 AM,05/02/2013 08:48:00 AM,6308 CORBLY ST,J,MT.  WASHI,412,Gas leak (natural gas or LPG),0,3,9,0,,0,0,1,"CINC 45230
(39.08154928300007, -84.38464848299998)"
04/16/2013,19,13106019,04/16/2013 03:00:00 AM,04/16/2013 04:37:00 AM,518 HALE ,6,AVONDALE  ,150,"Outside rubbish fire, other",0,7,22,1,2,0,0,1,"CINC 45229
(39.150087400000075, -84.48900682499999)"
10/13/2013,127,13286127,10/13/2013 04:50:00 PM,10/13/2013 05:04:00 PM,6000 ESTE AV,,Winton Hil,150,"Outside rubbish fire, other",0,1,4,0,,0,0,1,"CINC 45232
(39.17969861200004, -84.51558956899999)"
08/06/2013,135,13218135,08/06/2013 08:10:00 PM,08/06/2013 08:14:00 PM,5910 DESMOND ST,,MADISONVIL,740,"Unintentional transmission of alarm, other",0,2,8,0,,0,0,1,"CINC 45227
(39.15418908500004, -84.38997980499994)"
03/15/2013,113,13074113,03/15/2013 03:02:00 PM,03/15/2013 03:25:00 PM,5615 MADISON RD,,MADISONVIL,730,"System malfunction, other",0,10,32,1,2,0,0,1,"CINC 45227
(39.15418908500004, -84.38997980499994)"
07/03/2013,197,13184197,07/03/2013 09:36:00 PM,07/03/2013 09:58:00 PM,5123 HAWAIIAN TE,9,MOUNT AIRY,440,"Electrical  wiring/equipment problem, other",0,1,4,0,,0,0,1,"CINC 45223
(39.167489147000026, -84.54787730499999)"
02/19/2013,142,13050142,02/19/2013 02:46:00 PM,02/19/2013 02:52:00 PM,5435 KENWOOD RD,,MADISONVIL,745,"Alarm system activation, no fire - unintentional",0,3,9,0,,0,0,1,"CINC 45227
(39.15418908500004, -84.38997980499994)"
10/06/2013,164,13279164,10/06/2013 08:40:00 PM,10/06/2013 08:53:00 PM,4 INTERWOOD PL,,CLIFTON   ,733,Smoke detector activation due to malfunction,0,2,8,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
02/19/2013,90,13050090,02/19/2013 12:10:00 PM,02/19/2013 12:21:00 PM,510 OAK ST,,AVONDALE  ,745,"Alarm system activation, no fire - unintentional",0,3,9,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
01/25/2013,76,13025076,01/25/2013 09:35:00 AM,01/25/2013 09:46:00 AM,432 WALNUT ST,,,555,"Defective elevator, no occupants",0,2,8,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
02/25/2013,83,13056083,02/25/2013 12:28:00 PM,02/25/2013 12:40:00 PM,7160 READING RD,,ROSELAWN  ,353,Removal of victim(s) from stalled elevator,0,2,8,0,,0,0,1,"CINC 45245
(39.07135590000007, -84.27451997399999)"
08/02/2013,91,13214091,08/02/2013 12:30:00 PM,08/02/2013 12:56:00 PM,3632 IDLEWILD AV,,EVANSTON  ,911,Citizen complaint,0,2,8,0,0,0,0,1,"CINC 45206
(39.126315875000046, -84.48624774699994)"
05/16/2013,206,13136206,05/16/2013 10:04:00 PM,05/16/2013 10:19:00 PM,2626 CORA AV,,WESTWOOD  ,600,"Good intent call, other",0,1,4,0,,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
04/30/2013,159,13120159,04/30/2013 05:27:00 PM,04/30/2013 05:47:00 PM,3215 STANHOPE AV,,WESTWOOD  ,600,"Good intent call, other",0,2,8,0,0,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
04/10/2013,263,13100263,04/10/2013 10:47:00 PM,04/10/2013 10:51:00 PM,55 MCMICKEN AV,,OVER-THE-R,551,Assist police or other governmental agency,0,0,,0,,0,0,1,"CINC 45210
(39.58986157800007, -89.65489696199995)"
07/18/2013,187,13199187,07/18/2013 04:40:00 PM,07/18/2013 04:51:00 PM,2401 INGLESIDE AV,,EAST WALNU,353,Removal of victim(s) from stalled elevator,0,1,4,0,,0,0,1,"CINC 45206
(39.126315875000046, -84.48624774699994)"
11/10/2013,99,13314099,11/10/2013 04:17:00 PM,11/10/2013 04:33:00 PM,99 2ND ST,GAR,C. B. D. /,353,Removal of victim(s) from stalled elevator,0,2,8,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
07/14/2013,20,13195020,07/14/2013 02:04:00 AM,07/14/2013 02:17:00 AM,2538 HACKBERRY ST,601,EAST WALNU,551,Assist police or other governmental agency,0,1,4,0,,0,0,1,"CINC 45206
(39.126315875000046, -84.48624774699994)"
07/03/2013,82,13184082,07/03/2013 12:18:00 PM,07/03/2013 12:27:00 PM,5642 BRAMBLE AV,,MADISONVIL,600,"Good intent call, other",0,1,4,0,,0,0,1,"CINC 45227
(39.15418908500004, -84.38997980499994)"
07/01/2013,147,13182147,07/01/2013 05:12:00 PM,07/01/2013 05:22:00 PM,3524 TELFORD ST,4,CLIFTON   ,113,"Cooking fire, confined to container",0,1,4,0,0,0,0,1,"CINC 45220
(39.143209256000034, -84.52157698599996)"
11/16/2013,110,13320110,11/16/2013 02:48:00 PM,11/16/2013 02:56:00 PM,4929 WINNESTE AV,,Winton Hil,743,"Smoke detector activation, no fire - unintentional",0,10,32,1,2,0,0,1,"CINC 45232
(39.17969861200004, -84.51558956899999)"
09/02/2013,131,13245131,09/02/2013 05:56:00 PM,09/02/2013 06:08:00 PM,2700 GLENWAY AV,,EAST PRICE,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45204
(39.09223799700004, -84.56303702899999)"
08/05/2013,112,13217112,08/05/2013 03:15:00 PM,08/05/2013 03:32:00 PM,2001 DALTON AV,,QUEENSGATE,730,"System malfunction, other",0,1,4,0,0,0,0,1,"CINC 45214
(39.12068909300007, -84.53739715099994)"
07/20/2013,55,13201055,07/20/2013 09:04:00 AM,07/20/2013 11:03:00 AM,5941 RIVER RD,,SAYLER  PA,142,Brush or brush-and-grass mixture fire,0,2,8,0,,0,0,1,"CINC 45233
(39.117439029000025, -84.66619614899997)"
11/17/2013,167,13321167,11/17/2013 08:51:00 PM,11/17/2013 09:05:00 PM,1920 EMMA PL,,MILLVALE  ,424,Carbon monoxide incident,0,1,4,0,,0,0,1,"CINC 45223
(39.167489147000026, -84.54787730499999)"
11/12/2013,191,13316191,11/12/2013 11:38:00 PM,11/12/2013 11:57:00 PM,3837 LEDGEWOOD DR,,EVANSTON  ,651,"Smoke scare, odor of smoke",0,2,8,0,,0,0,1,"CINC 45229
(39.150087400000075, -84.48900682499999)"
07/23/2013,16,13204016,07/23/2013 01:27:00 AM,07/23/2013 01:43:00 AM,3009 WESTKNOLLS LN,,WESTWOOD  ,412,Gas leak (natural gas or LPG),0,1,4,0,0,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
03/09/2013,175,13068175,03/09/2013 09:00:00 PM,03/09/2013 09:24:00 PM,3924 YEARLING CT,,WESTWOOD  ,715,"Local alarm system, malicious false alarm",0,2,8,0,0,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
05/08/2013,164,13128164,05/08/2013 07:21:00 PM,05/08/2013 07:42:00 PM,5800 BRYSON ST,,CALIFORNIA,440,"Electrical  wiring/equipment problem, other",0,1,4,0,,0,0,1,"CINC 45227
(39.15418908500004, -84.38997980499994)"
11/29/2013,46,13333046,11/29/2013 08:18:00 AM,11/29/2013 08:36:00 AM,3131 QUEEN CITY AV,,WESTWOOD  ,733,Smoke detector activation due to malfunction,0,2,8,0,,0,0,1,"CINC 45238
(39.11445835500007, -84.60720835499995)"
04/05/2013,174,13095174,04/05/2013 01:05:00 PM,04/05/2013 01:10:00 PM,4217 KIRBY AV,,NORTHSIDE ,411,Gasoline or other flammable liquid spill,0,1,1,0,0,0,0,1,"CINC 45223
(39.167489147000026, -84.54787730499999)"
11/29/2013,113,13333113,11/29/2013 05:14:00 PM,11/29/2013 05:41:00 PM,99 2ND ST,,C. B. D. /,741,"Sprinkler activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
07/16/2013,252,13197252,07/16/2013 10:56:00 PM,07/16/2013 11:07:00 PM,625 PROBASCO ST,,CLIFTON/UN,740,"Unintentional transmission of alarm, other",0,2,8,0,,0,0,1,"CINC 45220
(39.143209256000034, -84.52157698599996)"
01/19/2013,211,13019211,01/19/2013 08:32:00 PM,01/19/2013 08:42:00 PM,5366 ESTE AV,,Winton Hil,600,"Good intent call, other",0,3,9,0,,0,0,1,"CINC 45232
(39.17969861200004, -84.51558956899999)"
10/01/2013,48,13274048,10/01/2013 09:09:00 AM,10/01/2013 09:23:00 AM,3006 VERNON PL,,AVONDALE  ,745,"Alarm system activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
05/07/2013,88,13127088,05/07/2013 11:58:00 AM,05/07/2013 12:14:00 PM,6265 STURDY AV,,MT.  WASHI,350,"Extrication, rescue, other",0,1,4,0,,0,0,1,"CINC 45230
(39.08154928300007, -84.38464848299998)"
01/20/2013,32,13020032,01/20/2013 06:17:00 AM,01/20/2013 06:29:00 AM,3418 READING RD,,AVONDALE  ,651,"Smoke scare, odor of smoke",0,1,4,0,0,0,0,1,"CINC 45229
(39.150087400000075, -84.48900682499999)"
02/15/2013,72,13046072,02/15/2013 10:50:00 AM,02/15/2013 11:01:00 AM,375 DIXMYTH AV,,CLIFTON/UN,711,"Municipal alarm system, malicious false alarm",0,1,4,0,0,0,0,1,"CINC 45220
(39.143209256000034, -84.52157698599996)"
01/13/2013,56,13013056,01/13/2013 08:24:00 AM,01/13/2013 08:28:00 AM,2055 READING RD,,MOUNT  AUB,740,"Unintentional transmission of alarm, other",0,1,4,0,0,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
10/13/2013,173,13286173,10/13/2013 08:40:00 PM,10/13/2013 09:56:00 PM,1626 DENHAM ,2,NORTH FAIR,131,Passenger vehicle fire,0,2,5,0,,0,0,1,"CINC 45225
(39.14027637700008, -84.54955882199994)"
12/11/2013,49,13345049,12/11/2013 08:03:00 AM,12/11/2013 08:40:00 AM,3687 WARSAW AV,,EAST PRICE,412,Gas leak (natural gas or LPG),0,3,9,0,,0,0,1,"CINC 45205
(39.11065647500004, -84.57425583299994)"
12/09/2013,158,13343158,12/09/2013 06:14:00 PM,12/09/2013 06:27:00 PM,4 KINGS RUN CT,,Winton Hil,331,"Lock-in (if lock out , use 511 )",0,1,4,0,,0,0,1,"CINC 45223
(39.167489147000026, -84.54787730499999)"
11/11/2013,84,13315084,11/11/2013 12:14:00 PM,11/11/2013 12:23:00 PM,2315 BALTIMORE AV,,EAST  WEST,651,"Smoke scare, odor of smoke",0,1,4,0,,0,0,1,"CINC 45225
(39.14027637700008, -84.54955882199994)"
07/04/2013,138,13185138,07/04/2013 06:29:00 PM,07/04/2013 06:48:00 PM,2363 KEMPER LN,11,WALNUT HIL,651,"Smoke scare, odor of smoke",0,10,32,1,2,0,0,1,"CINC 45206
(39.126315875000046, -84.48624774699994)"
08/09/2013,16,13221016,08/09/2013 04:21:00 AM,08/09/2013 04:36:00 AM,3274 BEEKMAN ST,,MILLVALE  ,735,Alarm system sounded due to malfunction,0,2,8,0,,0,0,1,"CINC 45225
(39.14027637700008, -84.54955882199994)"
07/14/2013,151,13195151,07/14/2013 03:22:00 PM,07/14/2013 03:53:00 PM,3346 BOWLING GREEN CT,,MILLVALE  ,113,"Cooking fire, confined to container",0,5,15,0,0,0,0,1,"CINC 45212
(39.162696606000054, -84.45430761099999)"
07/12/2013,33,13193033,07/12/2013 05:38:00 AM,07/12/2013 05:52:00 AM,3514 HARVEY AV,4,AVONDALE  ,113,"Cooking fire, confined to container",0,4,14,1,2,0,0,1,"CINC 45229
(39.150087400000075, -84.48900682499999)"
04/30/2013,26,13120026,04/30/2013 06:03:00 AM,04/30/2013 06:33:00 AM,4990 GLENWAY AV,,WEST PRICE,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45205
(39.11065647500004, -84.57425583299994)"
05/22/2013,125,13142125,05/22/2013 01:31:00 PM,05/22/2013 02:25:00 PM,210 8TH ST,,C. B. D. /,600,"Good intent call, other",0,10,35,0,0,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
06/29/2013,129,13180129,06/29/2013 03:58:00 PM,06/29/2013 05:22:00 PM,3707 Smith ,,C. B. D. /,900,"Special type of incident, other",0,3,12,0,,1,4,1,"Mentor 41007
(38.893988431000025, -84.30229759399998)"
12/06/2013,76,13340076,12/06/2013 10:52:00 AM,12/06/2013 11:00:00 AM,2611 FORAN DR,,WESTWOOD  ,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45238
(39.11445835500007, -84.60720835499995)"
12/14/2013,86,13348086,12/14/2013 11:17:00 AM,12/14/2013 11:59:00 AM,3274 BEEKMAN ST,,MILLVALE  ,730,"System malfunction, other",0,1,4,0,,0,0,1,"CINC 45225
(39.14027637700008, -84.54955882199994)"
05/24/2013,27,13144027,05/24/2013 05:47:00 AM,05/24/2013 06:03:00 AM,540 RIDGEWAY AV,,AVONDALE  ,735,Alarm system sounded due to malfunction,0,2,8,0,0,0,0,1,"CINC 45229
(39.150087400000075, -84.48900682499999)"
06/21/2013,152,13172152,06/21/2013 04:26:00 PM,06/21/2013 04:36:00 PM,6224 MONTGOMERY RD,,PLEASANT R,500,"Service Call, other",0,1,4,0,,0,0,1,"CINC 45213
(39.18204926000004, -84.42030794299995)"
04/17/2013,357,13107357,04/17/2013 08:37:00 PM,04/17/2013 08:47:00 PM,0 BALDWIN AL ,,C. B. D. /,500,"Service Call, other",0,1,4,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
09/02/2013,46,13245046,09/02/2013 08:16:00 AM,09/02/2013 08:24:00 AM,1942 HEWITT AV,,EVANSTON  ,600,"Good intent call, other",0,2,8,0,,0,0,1,"CINC 45206
(39.126315875000046, -84.48624774699994)"
07/12/2013,101,13193101,07/12/2013 12:48:00 PM,07/12/2013 12:55:00 PM,3113 MONTANA AV,,WESTWOOD  ,553,Public service,0,1,4,0,,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
08/18/2013,69,13230069,08/18/2013 10:08:00 AM,08/18/2013 10:22:00 AM,215 EMMING ST,,FAIRVIEW  ,531,Smoke or odor removal,0,3,9,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
09/12/2013,61,13255061,09/12/2013 08:04:00 AM,09/12/2013 08:18:00 AM,5730 COLERAIN AV,,MOUNT AIRY,511,Lock-out,0,1,4,0,,0,0,1,"CINC 45239
(39.20625963100008, -84.57852697299995)"
09/07/2013,54,13250054,09/07/2013 07:33:00 AM,09/07/2013 07:53:00 AM,4502 CHICKERING AV,,Winton Hil,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45223
(39.167489147000026, -84.54787730499999)"
08/07/2013,4,13219004,08/07/2013 12:26:00 AM,08/07/2013 12:51:00 AM,4990 GLENWAY AV,,WEST PRICE,745,"Alarm system activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45238
(39.11445835500007, -84.60720835499995)"
10/14/2013,10,13287010,10/14/2013 01:49:00 AM,10/14/2013 02:02:00 AM,2638 BELLEVUE AV,1,CORRYVILLE,733,Smoke detector activation due to malfunction,0,2,8,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
04/21/2013,70,13111070,04/21/2013 11:13:00 AM,04/21/2013 11:27:00 AM,240 ALBERT SABIN WY,,CORRYVILLE,651,"Smoke scare, odor of smoke",0,2,8,0,,0,0,1,"CINC 45229
(39.150087400000075, -84.48900682499999)"
12/09/2013,62,13343062,12/09/2013 09:51:00 AM,12/09/2013 10:02:00 AM,3384 ERIE AV,,HYDE PARK ,700,"False alarm or false call, other",0,2,8,0,0,0,0,1,"CINC 45209
(39.15225990300007, -84.42664730599995)"
11/17/2013,125,13321125,11/17/2013 04:55:00 PM,11/17/2013 05:09:00 PM,0 MCFADDEN AV,,WESTWOOD  ,600,"Good intent call, other",0,1,4,0,,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
11/21/2013,184,13325184,11/21/2013 09:59:00 PM,11/21/2013 10:10:00 PM,209 WOODWARD ST,,OVER-THE-R,651,"Smoke scare, odor of smoke",0,2,8,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
09/06/2013,188,13249188,09/06/2013 08:50:00 PM,09/06/2013 10:05:00 PM,534 CONROY ST,,OVER-THE-R,111,Fire - Building,0,12,38,1,2,0,0,1,"CINC 45214
(39.12068909300007, -84.53739715099994)"
09/26/2013,105,13269105,09/26/2013 01:03:00 PM,09/26/2013 01:20:00 PM,1999 SUTTER AV,1001,ENGLISH  W,331,"Lock-in (if lock out , use 511 )",0,1,4,0,,0,0,1,"CINC 45225
(39.14027637700008, -84.54955882199994)"
06/09/2013,92,13160092,06/09/2013 12:50:00 PM,06/09/2013 01:20:00 PM,1319 REGENT AV,,BONDHILL  ,900,"Special type of incident, other",0,1,4,0,,0,0,1,"CINC 45227
(39.15418908500004, -84.38997980499994)"
04/12/2013,206,13102206,04/12/2013 11:12:00 PM,04/12/2013 11:37:00 PM,0 MURRAY AV,,MADISONVIL,240,"Explosion (no fire), other",0,2,8,0,0,0,0,1,"CINC 45227
(39.15418908500004, -84.38997980499994)"
01/14/2013,125,13014125,01/14/2013 02:41:00 PM,01/14/2013 03:00:00 PM,3310 LEHMAN RD,,EAST PRICE,444,Power line down,0,1,4,0,,0,0,1,"CINC 45205
(39.11065647500004, -84.57425583299994)"
07/01/2013,32,13182032,07/01/2013 05:53:00 AM,07/01/2013 06:11:00 AM,1747 LAURELWOOD CR ,,COLLEGE  H,746,"Carbon monoxide detector activation, no CO",0,1,4,0,,0,0,1,"CINC 45224
(39.202557686000034, -84.53928722899997)"
10/18/2013,122,13291122,10/18/2013 02:38:00 PM,10/18/2013 02:50:00 PM,2731 ANDERSON FERRY RD,,WESTWOOD  ,651,"Smoke scare, odor of smoke",0,3,12,0,,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
09/23/2013,117,13266117,09/23/2013 03:59:00 PM,09/23/2013 04:13:00 PM,3274 HARDISTY AV,,MT.  LOOKO,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45208
(39.13723921900004, -84.43727953499996)"
01/17/2013,49,13017049,01/17/2013 08:37:00 AM,01/17/2013 09:20:00 AM,5022 HAWAIIAN TE,,MOUNT AIRY,111,Fire - Building,0,5,15,0,0,0,0,1,"CINC 45223
(39.167489147000026, -84.54787730499999)"
03/21/2013,196,13080196,03/21/2013 05:10:00 PM,03/21/2013 05:15:00 PM,1633 TUXWORTH AV,,WEST PRICE,700,"False alarm or false call, other",0,2,8,0,,0,0,1,"CINC 45205
(39.11065647500004, -84.57425583299994)"
11/18/2013,70,13322070,11/18/2013 11:01:00 AM,11/18/2013 11:15:00 AM,2805 WOODBURN AV,3,EAST WALNU,531,Smoke or odor removal,0,15,41,1,2,0,0,1,"CINC 45206
(39.126315875000046, -84.48624774699994)"
05/22/2013,160,13142160,05/22/2013 03:59:00 PM,05/22/2013 04:13:00 PM,2048 BICKEL AV,,SOUTH  FAI,746,"Carbon monoxide detector activation, no CO",0,1,4,0,,0,0,1,"CINC 45214
(39.12068909300007, -84.53739715099994)"
07/15/2013,19,13196019,07/15/2013 02:36:00 AM,07/15/2013 04:12:00 AM,2548 NOTTINGHAM RD,,FAY APARTM,424,Carbon monoxide incident,0,1,4,0,,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
01/21/2013,194,13021194,01/21/2013 10:18:00 PM,01/21/2013 10:28:00 PM,6750 BRAMBLE AV,16,MADISONVIL,651,"Smoke scare, odor of smoke",0,3,9,0,0,0,0,1,"CINC 45227
(39.15418908500004, -84.38997980499994)"
01/27/2013,62,13027062,01/27/2013 06:57:00 AM,01/27/2013 07:24:00 AM,3000 GLENDORA AV UC ,,CORRYVILLE,522,Water or steam leak,0,3,9,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
05/23/2013,80,13143080,05/23/2013 09:47:00 AM,05/23/2013 10:01:00 AM,3311 BEREDITH PL,,PLEASANT R,730,"System malfunction, other",0,1,4,0,,0,0,1,"CINC 45213
(39.18204926000004, -84.42030794299995)"
07/27/2013,101,13208101,07/27/2013 11:35:00 AM,07/27/2013 11:38:00 AM,3502 TELFORD ST,,CLIFTON   ,743,"Smoke detector activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45220
(39.143209256000034, -84.52157698599996)"
