REQUESTID,STRSEGID,REQUESTTYP,Request type cleaned,REQUESTDAT,Day,COMMENTS,USERTYPE,NEAR_INTER,NEAR_STR,SNA_NAME,STRSEGID,Additional_COMMENTS,,,,,,,,,,,,,
3525,3704968515137050425842,Other,Other,2/19/2018,Mon,Cars are often parked in the bus stop on Park Ave.,travels (other),PARK AV & CROSS LN,Park Av,East Walnut Hills,3704968515137050425842,The bus frequently stops here.,,,,,,,,,,,,,
3525,3704968515137050425842,Other,Other,2/19/2018,Mon,Cars are often parked in the bus stop on Park Ave.,travels (other),PARK AV & CROSS LN,Park Av,East Walnut Hills,3704968515137050425842,"The 1-Eden Park Bus stops here.  Frequently, the bus driver cannot bring the bus all the way over, because there are cars parked illegally.",,,,,,,,,,,,,
3525,3704968515137050425842,Other,Other,2/19/2018,Mon,Cars are often parked in the bus stop on Park Ave.,travels (other),PARK AV & CROSS LN,Park Av,East Walnut Hills,3704968515137050425842,"No bus ever stops here. This area should be parking, not a bus stop.",,,,,,,,,,,,,
3525,3704968515137050425842,Other,Other,2/19/2018,Mon,Cars are often parked in the bus stop on Park Ave.,travels (other),PARK AV & CROSS LN,Park Av,East Walnut Hills,3704968515137050425842,I agree!,,,,,,,,,,,,,
3526,3389827141433805671343,""" src=""images/04 - Crossing away from crosswalks.png""></span>&nbsp;Jaywalking",Jaywalking,2/19/2018,Mon,,drives,EDEN AV & ALBERT SABIN WY,Albert Sabin Wy,Corryville,3389827141433805671343,,,,,,,,,,,,,,
3527,3381090099733811351395,""" src=""images/04 - Crossing away from crosswalks.png""></span>&nbsp;Jaywalking",Jaywalking,2/19/2018,Mon,,drives,BURNET AV & KASOTA ST,Burnet Av,Avondale,3381090099733811351395,,,,,,,,,,,,,,
3528,3381135139533811791814,""" src=""images/04 - Crossing away from crosswalks.png""></span>&nbsp;Jaywalking",Jaywalking,2/19/2018,Mon,,drives,BURNET AV & KASOTA ST,Burnet Av,Corryville,3381135139533811791814,,,,,,,,,,,,,,
3529,3381219217833812582537,""" src=""images/04 - Crossing away from crosswalks.png""></span>&nbsp;Jaywalking",Jaywalking,2/19/2018,Mon,,drives,ERKENBRECHER AV & BURNET AV,Burnet Av,Avondale,3381219217833812582537,,,,,,,,,,,,,,
3530,3400174892234004039587,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/19/2018,Mon,Timing is terrible on the light at the intersection of Mitchell and Vine.  Every light multiple people run the light.  The most hazardous part is vehicles turning left on Mitchell from vine (headed towards interstate).,drives,E MITCHELL AV & VINE ST,Vine St,,3400174892234004039587,,,,,,,,,,,,,,
3531,3381090099733811351395,""" src=""images/04 - Crossing away from crosswalks.png""></span>&nbsp;Jaywalking",Jaywalking,2/19/2018,Mon,,drives,BURNET AV & ALBERT SABIN WY,Burnet Av,Avondale,3381090099733811351395,,,,,,,,,,,,,,
3532,3704968515137050425842,Double Parking,Double Parking,2/19/2018,Mon,A lot of people have been parking too close or in the bus stop then when the busses pull in the bus blocks the whole street making it unsafe for people driving or walking in the area.,walks,PARK AV & CROSS LN,Park Av,East Walnut Hills,3704968515137050425842,I agree!,,,,,,,,,,,,,
3532,3704968515137050425842,Double Parking,Double Parking,2/19/2018,Mon,A lot of people have been parking too close or in the bus stop then when the busses pull in the bus blocks the whole street making it unsafe for people driving or walking in the area.,walks,PARK AV & CROSS LN,Park Av,East Walnut Hills,3704968515137050425842,The 1-Eden Park bus stops here.  The double-parking is not allowing the driver to pull over properly.  The police have ticketed folks in the past.,,,,,,,,,,,,,
3533,4565014627345652785642,Speeding,Speeding,2/19/2018,Mon,"into the blind curves on Heekin is a danger to opposing traffic (no courtesy yielding), to residents backing out of drives, to bicyclists going to the park, etc.  The speed limit signs are clear, but ignored.",drives,BOUTON ST & HEEKIN AV,Heekin Av,Mt. Lookout,4565014627345652785642,,,,,,,,,,,,,,
3534,3705075618637053876149,Parking too close to intersection,Parking too close to intersection,2/19/2018,Mon,It is very difficult to turn the corner or pull out into traffic on Cross Lane due to cars that are DAILY parking too close to the intersection - it is impossible to see the speeding cars driving on Park and someone is going to have an accident!,drives,PARK AV & E MCMILLAN ST,E McMillan St,East Walnut Hills,3705075618637053876149,,,,,,,,,,,,,,
3535,3705042584237053535811,Parking too close to intersection,Parking too close to intersection,2/19/2018,Mon,This is a DAILY problem! It's impossible to see when trying to pull out from Cross Lane onto Park Avenue. There are also cars parked in the bus stop on the SE corner of Park and Cross nearly every night.,drives,PARK AV & CROSS LN,Cross Ln,East Walnut Hills,3705042584237053535811,,,,,,,,,,,,,,
3536,3704968515137050425842,Lack of Visibility,Lack of Visibility,2/19/2018,Mon,,drives,PARK AV & CROSS LN,Park Av,East Walnut Hills,3704968515137050425842,,,,,,,,,,,,,,
3537,3704968515137050425842,Speeding,Speeding,2/19/2018,Mon,Cars are frequently speeding between cross street and Windsor at all hours of the day on this section of Park Ave. I have witnessed both pedestrians and bicyclists almost hit by speeding cars coming up from Eden park on Park Ave.,drives,PARK AV & CROSS LN,Park Av,East Walnut Hills,3704968515137050425842,,,,,,,,,,,,,,
3538,4262677763842627738611,Accessibility issue,Accessibility issue,2/19/2018,Mon,can't reach walk button from wheelchair and otherwise does not get walk signal,uses an assistive device,VANDERCAR WY & MARBURG AV,Marburg Av,Oakley,4262677763842627738611,,,,,,,,,,,,,,
3539,3317486905033575438702,Other,Other,2/19/2018,Mon,potholes make it hard to navigate in wheelchair,uses an assistive device,E 8TH ST & WALNUT ST,Walnut St,Downtown,3317486905033575438702,,,,,,,,,,,,,,
3540,4263579924742639429181,Accessibility issue,Accessibility issue,2/19/2018,Mon,"sidewalk in front of steak and shake has a raised area, easy to flip in wheelchair",uses an assistive device,ALAMO AV & CALVERT ST,Alamo Av,Oakley,4263579924742639429181,,,,,,,,,,,,,,
3541,4704989501447053424985,No Sidewalks,No Sidewalks,2/20/2018,Tue,"Kids walk to and from Sands here. Mine are too young, but will soon be joining them. There is space for a sidewalk that would not take up individual houseΓÇÖs yards. Please add!",walks,COFFEY ST & SUSSEX AV,Coffey St,Mt. Washington,4704989501447053424985,No sidewalks here is a major problem. There is not enough room on the road for pedestrians and cars. ItΓÇÖs a shame my children live so close to school but canΓÇÖt walk to it because itΓÇÖs too unsafe.,,,,,,,,,,,,,
3541,4704989501447053424985,No Sidewalks,No Sidewalks,2/20/2018,Tue,"Kids walk to and from Sands here. Mine are too young, but will soon be joining them. There is space for a sidewalk that would not take up individual houseΓÇÖs yards. Please add!",walks,COFFEY ST & SUSSEX AV,Coffey St,Mt. Washington,4704989501447053424985,I agree.,,,,,,,,,,,,,
3541,4704989501447053424985,No Sidewalks,No Sidewalks,2/20/2018,Tue,"Kids walk to and from Sands here. Mine are too young, but will soon be joining them. There is space for a sidewalk that would not take up individual houseΓÇÖs yards. Please add!",walks,COFFEY ST & SUSSEX AV,Coffey St,Mt. Washington,4704989501447053424985,I agree!,,,,,,,,,,,,,
3542,4704883414047049895014,No Sidewalks,No Sidewalks,2/20/2018,Tue,Sands Elementary children use this street to walk to and from school. I frequently drive down this street and frequently maneuver around pedestrians. I have seen people almost hit by cars.,drives,CORBLY ST & SUSSEX AV,Sussex Av,Mt. Washington,4704883414047049895014,I agree.  The street is too narrow to share with cars and children walking.,,,,,,,,,,,,,
3542,4704883414047049895014,No Sidewalks,No Sidewalks,2/20/2018,Tue,Sands Elementary children use this street to walk to and from school. I frequently drive down this street and frequently maneuver around pedestrians. I have seen people almost hit by cars.,drives,CORBLY ST & SUSSEX AV,Sussex Av,Mt. Washington,4704883414047049895014,Please add a side walk on this street.,,,,,,,,,,,,,
3542,4704883414047049895014,No Sidewalks,No Sidewalks,2/20/2018,Tue,Sands Elementary children use this street to walk to and from school. I frequently drive down this street and frequently maneuver around pedestrians. I have seen people almost hit by cars.,drives,CORBLY ST & SUSSEX AV,Sussex Av,Mt. Washington,4704883414047049895014,Agree!,,,,,,,,,,,,,
3542,4704883414047049895014,No Sidewalks,No Sidewalks,2/20/2018,Tue,Sands Elementary children use this street to walk to and from school. I frequently drive down this street and frequently maneuver around pedestrians. I have seen people almost hit by cars.,drives,CORBLY ST & SUSSEX AV,Sussex Av,Mt. Washington,4704883414047049895014,Agree,,,,,,,,,,,,,
3542,4704883414047049895014,No Sidewalks,No Sidewalks,2/20/2018,Tue,Sands Elementary children use this street to walk to and from school. I frequently drive down this street and frequently maneuver around pedestrians. I have seen people almost hit by cars.,drives,CORBLY ST & SUSSEX AV,Sussex Av,Mt. Washington,4704883414047049895014,I agree.,,,,,,,,,,,,,
3542,4704883414047049895014,No Sidewalks,No Sidewalks,2/20/2018,Tue,Sands Elementary children use this street to walk to and from school. I frequently drive down this street and frequently maneuver around pedestrians. I have seen people almost hit by cars.,drives,CORBLY ST & SUSSEX AV,Sussex Av,Mt. Washington,4704883414047049895014,Agree,,,,,,,,,,,,,
3542,4704883414047049895014,No Sidewalks,No Sidewalks,2/20/2018,Tue,Sands Elementary children use this street to walk to and from school. I frequently drive down this street and frequently maneuver around pedestrians. I have seen people almost hit by cars.,drives,CORBLY ST & SUSSEX AV,Sussex Av,Mt. Washington,4704883414047049895014,Agree,,,,,,,,,,,,,
3542,4704883414047049895014,No Sidewalks,No Sidewalks,2/20/2018,Tue,Sands Elementary children use this street to walk to and from school. I frequently drive down this street and frequently maneuver around pedestrians. I have seen people almost hit by cars.,drives,CORBLY ST & SUSSEX AV,Sussex Av,Mt. Washington,4704883414047049895014,Agree,,,,,,,,,,,,,
3543,4704883414047049895014,""" src=""images/11 - Sidewalk issue.png""></span>&nbsp;No Sidewalks",No Sidewalks,2/20/2018,Tue,Need sidewalks for walkers to Sands Montessori,drives,COFFEY ST & SUSSEX AV,Sussex Av,Mt. Washington,4704883414047049895014,,,,,,,,,,,,,,
3544,4682258885546827228831,Other,Other,2/20/2018,Tue,Mariwood is a very narrow street. It has parking on both sides. Making it very difficult to maneuver any time there is snow ice or emergencies.,drives,MARIWOOD LN & MARIWOOD LN TERM W OF MEARS AV,Mariwood Ln,Mt. Washington,4682258885546827228831,,,,,,,,,,,,,,
3617,3369336344533697103420,Speeding,Speeding,2/20/2018,Tue,"It is dangerous to pull out of our driveways, cross the street (walking or driving), or walk due to speeders.  We need a 4-way stop at Dorchester/Young, more visible speed postings, and more frequent patrols.",walks,DORCHESTER AV & ALVIN ST,Dorchester Av,Mt. Auburn,3369336344533697103420,I agree! Especially with Taft emelentary and Aldersgate Christian Academy students walking this road to get to school.,,,,,,,,,,,,,
3618,4704883414047049895014,No Sidewalks,No Sidewalks,2/20/2018,Tue,"Children from this neighborhood walk along Sussex Ave. to get to and from school, since the intersection is directly across from the school and there is a crosswalk and guard. This street needs sidewalks!",drives,COFFEY ST & SUSSEX AV,Sussex Av,Mt. Washington,4704883414047049895014,,,,,,,,,,,,,,
3409,3361288325633727298374,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/18/2018,Sun,Difficult to cross intersection walking due to cars not yielding,walks,E MCMILLAN ST BRIDGE & I-71 SB EXWY,I-71 NB Exwy,Walnut Hills,3361288325633727298374,,,,,,,,,,,,,,
3585,3305523140733056491426,Parking too close to intersection,Parking too close to intersection,2/20/2018,Tue,Cars park too close to the intersection of Magnolia and Elm - needs a no parking sign on north side and parking enforcement on south side. It's hard to pull out into traffic when you can't see around the cars.,drives,ODEON ST & ELM ST,Odeon St,Over-the-Rhine,3305523140733056491426,,,,,,,,,,,,,,
3586,4704883414047049895014,No Sidewalks,No Sidewalks,2/20/2018,Tue,"No sidewalks makes creates a dangerous situation where pedestrians, children walking to/from school, have to share a road with vehicles.",walks,CORBLY ST & SUSSEX AV,Sussex Av,Mt. Washington,4704883414047049895014,Please add a sidewalk to this street. Thank you.,,,,,,,,,,,,,
3601,4262773861142628389320,Parking too close to intersection,Parking too close to intersection,2/20/2018,Tue,In-lane bus stop causes traffic congestion going south.  This area would benefit from a bus turnout or other stop style that prioritizes through-traffic.,drives,DISNEY ST & MARBURG AV,Marburg Av,Oakley,4262773861142628389320,,,,,,,,,,,,,,
3633,3713536222037143853341,Crosswalk Needed,Crosswalk Needed,2/20/2018,Tue,This is a park!!! Why is there not a crosswalk here!!!,walks,EDEN PARK DR & MARTIN DR,Eden Park Dr,Walnut Hills,3713536222037143853341,,,,,,,,,,,,,,
3634,4704989501447053424985,Speeding,Speeding,2/20/2018,Tue,There arenΓÇÖt any sidewalks. Students walk to and from school and itΓÇÖs not a safe road. There isnΓÇÖt enough room in the road for cars and pedestrians. Cars speed and slide through the top signs.,walks,COFFEY ST & KENLEE DR,Coffey St,Mt. Washington,4704989501447053424985,Sidewalks are needed here,,,,,,,,,,,,,
3635,3713531132837135362220,Speeding,Speeding,2/20/2018,Tue,People go way too fast,drives,MARTIN DR & CLIFF DR,Martin Dr,Walnut Hills,3713531132837135362220,,,,,,,,,,,,,,
3636,3723032065037135311328,Crosswalk Needed,Crosswalk Needed,2/20/2018,Tue,,walks,PARKSIDE PL & MARTIN DR,Martin Dr,Walnut Hills,3723032065037135311328,,,,,,,,,,,,,,
3637,3362950212937135362220,Speeding,Speeding,2/20/2018,Tue,,walks,EDEN PARK DR & MARTIN DR,Eden Park Dr,Walnut Hills,3362950212937135362220,,,,,,,,,,,,,,
3638,3713536222037143853341,Speeding,Speeding,2/20/2018,Tue,,walks,EDEN PARK DR & MARTIN DR,Eden Park Dr,Walnut Hills,3713536222037143853341,,,,,,,,,,,,,,
3639,3713536222037143853341,Speeding,Speeding,2/20/2018,Tue,,walks,EDEN PARK DR & MARTIN DR,Eden Park Dr,Walnut Hills,3713536222037143853341,,,,,,,,,,,,,,
3640,3362950212937135362220,Speeding,Speeding,2/20/2018,Tue,,walks,MARTIN DR & CLIFF DR,Eden Park Dr,Walnut Hills,3362950212937135362220,,,,,,,,,,,,,,
3641,3362950212937133783472,Other,Other,2/20/2018,Tue,Cars donΓÇÖt stop for crosswalk,walks,FULTON AV & EDEN PARK DR,Fulton Av,Walnut Hills,3362950212937133783472,,,,,,,,,,,,,,
3642,3351528079633517080932,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/20/2018,Tue,Cars never stop for crosswalk,walks,MT ADAMS CIR & MT ADAMS CIR TERM NE OF MT ADAMS DR,Mt Adams Cir,Walnut Hills,3351528079633517080932,,,,,,,,,,,,,,
3643,4704883414047059434339,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/20/2018,Tue,The signage at this crosswalk is laughable. ItΓÇÖs hidden by overgrown trees and is so minimal that nobody even stops for pedestrians trying to cross the street.,walks,CORBLY ST & SUSSEX AV,Corbly St,Mt. Washington,4704883414047059434339,I agree,,,,,,,,,,,,,
3643,4704883414047059434339,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/20/2018,Tue,The signage at this crosswalk is laughable. ItΓÇÖs hidden by overgrown trees and is so minimal that nobody even stops for pedestrians trying to cross the street.,walks,CORBLY ST & SUSSEX AV,Corbly St,Mt. Washington,4704883414047059434339,Consider stoplight for childrens and crossing guards safety,,,,,,,,,,,,,
3643,4704883414047059434339,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/20/2018,Tue,The signage at this crosswalk is laughable. ItΓÇÖs hidden by overgrown trees and is so minimal that nobody even stops for pedestrians trying to cross the street.,walks,CORBLY ST & SUSSEX AV,Corbly St,Mt. Washington,4704883414047059434339,I agree.  Better signage and traffic calming measures are needed.,,,,,,,,,,,,,
3643,4704883414047059434339,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/20/2018,Tue,The signage at this crosswalk is laughable. ItΓÇÖs hidden by overgrown trees and is so minimal that nobody even stops for pedestrians trying to cross the street.,walks,CORBLY ST & SUSSEX AV,Corbly St,Mt. Washington,4704883414047059434339,I agree.,,,,,,,,,,,,,
3665,3296887676032970057039,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/21/2018,Wed,i've been hit,bikes,OHIO AV & W MCMILLAN ST,Ohio Av,CUF,3296887676032970057039,,,,,,,,,,,,,,
3666,3703093639237032806373,Lack of Visibility,Lack of Visibility,2/21/2018,Wed,corner building has cars surpass crosswalk,bikes,E MCMILLAN ST & CONCORD ST,E McMillan St,Walnut Hills,3703093639237032806373,,,,,,,,,,,,,,
3667,3371403656733716376545,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/21/2018,Wed,i've been hit,bikes,E MCMILLAN ST & DOVER ST,E McMillan St,Avondale,3371403656733716376545,,,,,,,,,,,,,,
3841,4282243655342822506396,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/21/2018,Wed,,drives,MONTWOOD AL & RIDGE AV,Ridge Av,Pleasant Ridge,4282243655342822506396,,,,,,,,,,,,,,
3842,4705341498147055456100,Speeding,Speeding,2/21/2018,Wed,"Cars tear down this street.  Speed limit is 25, but it is a long hill and they get going like it's a freeway.",walks,SILVERFOX DR & KENLEE DR,Kenlee Dr,Mt. Washington,4705341498147055456100,I agree. Speed limit signs need to be posted in both directions. Reserve of Turpin Condo Associaion president needs to be contacted. A speed control sign needs to be placed to monitor speeds.,,,,,,,,,,,,,
3842,4705341498147055456100,Speeding,Speeding,2/21/2018,Wed,"Cars tear down this street.  Speed limit is 25, but it is a long hill and they get going like it's a freeway.",walks,SILVERFOX DR & KENLEE DR,Kenlee Dr,Mt. Washington,4705341498147055456100,Please consider eliminating one or two parking spaces near the top of the hill,,,,,,,,,,,,,
3843,4282243622142830976225,Lack of Visibility,Lack of Visibility,2/21/2018,Wed,"Driving towards Ridge Road, the Ewe bushes cover the stop sign. You can't see sign until 30 feet from it. Cross traffic doesn't stop. A lot of families with strollers here. Scares me each time I go through this intersection.",drives,RIDGE AV & ORION AV,Orion Av,Pleasant Ridge,4282243622142830976225,,,,,,,,,,,,,,
3844,4283012689142834277173,Other,Other,2/21/2018,Wed,"This 2-3 mile stretch is very narrow for parking and the traffic tends to speed a lot through here. It really endangers cars, people getting in and out of cars, and pedestrians.",drives,MONTGOMERY RD & GRAND VISTA AV,Montgomery Rd,Pleasant Ridge,4283012689142834277173,,,,,,,,,,,,,,
3845,4282221589542822436221,Other,Other,2/21/2018,Wed,"Lighting is very poor in the crosswalks in the Woodford/Ridge intersection and it feels very dangerous to use the crosswalks when it is dark. As a driver, I know it can be challenging to see walkers here.",walks,RIDGE AV & WOODFORD RD,Ridge Av,Pleasant Ridge,4282221589542822436221,,,,,,,,,,,,,,
3846,4281722639842817706249,Lack of Visibility,Lack of Visibility,2/21/2018,Wed,Crossing this small alley on losantiville is dangerous because drivers are unable to see anyone on the left side (the building is so close to the sidewalk and street). Need signage for both walkers and drivers at this spot to look out for each other.,walks,LOSANTIVILLE AV & MONTWOOD AL,Losantiville Av,Pleasant Ridge,4281722639842817706249,,,,,,,,,,,,,,
3889,3723975092337147582151,No Sidewalks,No Sidewalks,2/22/2018,Thu,Why does the sidewalk end here? It should connect all the way to the intersection with Bains St.,walks,KEMPER LN & RIVERSIDE DR,Riverside Dr,East End,3723975092337147582151,The lack of sidewalk on the south side of the road leads to conflict between eastbound bicyclists riding in the bike lane and pedestrians who illegally use the bike lane (in both directions) instead of the sidewalk on the north side of the road.,,,,,,,,,,,,,
3889,3723975092337147582151,No Sidewalks,No Sidewalks,2/22/2018,Thu,Why does the sidewalk end here? It should connect all the way to the intersection with Bains St.,walks,KEMPER LN & RIVERSIDE DR,Riverside Dr,East End,3723975092337147582151,"The sidewalk ends on the south side of the street, but a sidewalk begins on the north side.  If a sidewalk cannot be extended to Bains, then there should at least be a marked crosswalk between the two sections of existing sidewalk.",,,,,,,,,,,,,
3890,4224847427945655585231,Speeding,Speeding,2/22/2018,Thu,Cars love to use this strip of Eastern to either peel out at the stop light or go as fast as they can down the straightaway.,walks,LINWOOD AV & EASTERN AV,Eastern Av,Linwood,4224847427945655585231,,,,,,,,,,,,,,
3891,4224545386142248474279,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/22/2018,Thu,"Cars often rev their engines to go around the corner faster, or blow through the red light even when turning left from Linwood to Eastern.",walks,BEECHMONT CT & EASTERN AV,Eastern Av,Linwood,4224545386142248474279,,,,,,,,,,,,,,
3905,4230932688542312226418,Other,Other,2/22/2018,Thu,"Holy cow.  Drive through here on a weekend.  There are cars stopped in traffic, other cars driving head on at you around the stopped cars at 50mph and pedestrians everywhere.",drives,LINWOOD AV & DELTA AV,Linwood Av,Mt. Lookout,4230932688542312226418,,,,,,,,,,,,,,
4193,4272528475342826365863,Speeding,Speeding,2/24/2018,Sat,"Many children live on this street (as do our dogs), and many go to school at Nativity. But lots of cars speed through, some to skip the light at Woodford and Ridge, others just for the sake of going fast.",walks,PANDORA AV & NORHAM AV,Pandora Av,Pleasant Ridge,4272528475342826365863,,,,,,,,,,,,,,
4209,2391727234523818153233,Crosswalk Needed,Crosswalk Needed,2/25/2018,Sun,"Cars drive too fast, visibility is not good. It is hard to drive or walk from Ramona across Boudinot.",walks,RAMONA AV & BOUDINOT AV,Boudinot Av,Westwood,2391727234523818153233,,,,,,,,,,,,,,
4210,2079409307923903782734,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/25/2018,Sun,Vehicles frequently run the stop sign endangering pedestrians and drivers.,walks,MAYRIDGE CT & PICKBURY DR,Pickbury Dr,Westwood,2079409307923903782734,,,,,,,,,,,,,,
4211,2390308246923905912443,Crosswalk Needed,Crosswalk Needed,2/25/2018,Sun,A crosswalk is needed here.,walks,MAYRIDGE CT & WERK RD,Werk Rd,Westwood,2390308246923905912443,,,,,,,,,,,,,,
4212,2536190595525364705604,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/25/2018,Sun,People run red lights at this dangerous intersection.,drives,WESTWOOD NORTHERN BLVD & MONTANA AV,Westwood Northern Blvd,Westwood,2536190595525364705604,,,,,,,,,,,,,,
4225,2535850647025361905955,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/25/2018,Sun,,drives,WESTWOOD NORTHERN BLVD & MONTANA AV,Westwood Northern Blvd,Westwood,2535850647025361905955,,,,,,,,,,,,,,
4226,2537232659525475727000,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/25/2018,Sun,Vehicles do not stop for yellow buses,drives,MONTANA AV & ANACONDA DR,Montana Av,Westwood,2537232659525475727000,"People driving in turn lanes consistently, not just to pass a stopped city bus.",,,,,,,,,,,,,
4226,2537232659525475727000,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/25/2018,Sun,Vehicles do not stop for yellow buses,drives,MONTANA AV & ANACONDA DR,Montana Av,Westwood,2537232659525475727000,Agree,,,,,,,,,,,,,
4213,2535543545925358195678,Other,Other,2/25/2018,Sun,"When traffic is slow, drivers will block intersections of cross streets.",drives,FELICITY DR & MONTANA AV,Montana Av,Westwood,2535543545925358195678,,,,,,,,,,,,,,
4241,4230902692442310017243,Speeding,Speeding,2/25/2018,Sun,Cars fly down here. I worry when I'm with my kids. Can we get some speed bump? Twenty should be plenty!,walks,DELTA AV & LINWOOD AV,Linwood Av,Hyde Park,4230902692442310017243,Speeding through the square is out of control.,,,,,,,,,,,,,
4241,4230902692442310017243,Speeding,Speeding,2/25/2018,Sun,Cars fly down here. I worry when I'm with my kids. Can we get some speed bump? Twenty should be plenty!,walks,DELTA AV & LINWOOD AV,Linwood Av,Hyde Park,4230902692442310017243,agreed,,,,,,,,,,,,,
4242,4230902692442310017243,No Bike Facilities,No Bike Facilities,2/25/2018,Sun,Would be nice is bike Lanes continued all the way down Delta,bikes,DELTA AV & LINWOOD AV,Linwood Av,Hyde Park,4230902692442310017243,"It would, but it would be impractical around the square, where there is simply not enough road space.  It's not hard to simply merge into the right-hand lane from the bike lane and proceed through the intersection as you would if you were in a car.",,,,,,,,,,,,,
4243,4230932688542310097010,Other,Other,2/25/2018,Sun,"Trying to relax on sidewalk seating for restaurant, and there is literally a text Lane highway to my side. I think people would stay longer and spend more if this was one lane! Use the extra Lane to fit more parking or something",travels (other),DELTA AV & LOOKOUT LN,Delta Av,Mt. Lookout,4230932688542310097010,,,,,,,,,,,,,,
4257,3347646541633485675519,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/25/2018,Sun,First the crosswalk from the stairs at the banks to the park is. It in a direct line which causes people to jaywalk. Second cars NEVER yield to pedestrians here,walks,E TED BERRY WY & WALNUT ST,E Mehring Wy,Downtown,3347646541633485675519,,,,,,,,,,,,,,
4258,3723214969137239750923,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/25/2018,Sun,The crosswalk next to the purple bridge is consistently one drivers ignore and never yield to pedestrians,walks,ADAMS XING & E PETE ROSE WY,Riverside Dr,East End,3723214969137239750923,This is placed at the wrong spot on the map.,,,,,,,,,,,,,
4259,3326235679233264526826,Other,Other,2/25/2018,Sun,The bricks on the 4th st sidewalks are loose in many places or missing which causes a tripping hazard,walks,EGAN AL & W 4TH ST,W 4th St,Downtown,3326235679233264526826,Agree,,,,,,,,,,,,,
4244,4251096575142513335929,Other,Other,2/25/2018,Sun,No way this needs to be two lanes! No one ever let's you change Lanes. I will take a few minutes wait for less stress.,drives,GILMORE AV & MADISON RD,Madison Rd,Oakley,4251096575142513335929,,,,,,,,,,,,,,
4289,2970266872029702859062,Speeding,Speeding,2/26/2018,Mon,Drivers come north on Hamilton speeding to get through lights. Crosswalk further south is not very visible and largely ignored by drivers.,walks,HAMILTON AV & COSBY ST,Hamilton Av,Northside,2970266872029702859062,agreed.,,,,,,,,,,,,,
4245,2970266872029702859062,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/26/2018,Mon,Drivers fly through light at the Hamilton/Hofford intersection and keep going often speeding through the red light at the Blue Rock intersection.,walks,VANDALIA AV & HAMILTON AV,Hamilton Av,Northside,2970266872029702859062,i agree,,,,,,,,,,,,,
4290,2970266872029702859062,Speeding,Speeding,2/26/2018,Mon,Consistent speeding by drivers. Extremely dangerous.,walks,HAMILTON AV & COSBY ST,Hamilton Av,Northside,2970266872029702859062,i agree,,,,,,,,,,,,,
4291,2970266872029702859062,Crosswalk Needed,Crosswalk Needed,2/26/2018,Mon,Visible crosswalk needed. Cars speed through this block because they can.,walks,HAMILTON AV & COSBY ST,Hamilton Av,Northside,2970266872029702859062,,,,,,,,,,,,,,
4246,2970266872029702788431,Speeding,Speeding,2/26/2018,Mon,Cars speed through this intersection on the 4000 block of Hamilton so they can get through the Blue Rock intersection.,walks,HAMILTON AV & COSBY ST,Hamilton Av,Northside,2970266872029702788431,i agree,,,,,,,,,,,,,
4247,2970266872029702859062,Speeding,Speeding,2/26/2018,Mon,Drivers speed through the intersection even if the light is red.,walks,VANDALIA AV & HAMILTON AV,Hamilton Av,Northside,2970266872029702859062,agreed.,,,,,,,,,,,,,
4305,2866001861229565689660,Speeding,Speeding,2/26/2018,Mon,There are no speed limit signs and people speed up the street. There is also  4 buses that stop in that street. There are also at least 3 children with disabilities living on that street. They could be killed by speeding car,drives,TREVOR PL & BALTIMORE AV,Trevor Pl,North Fairmount,2866001861229565689660,,,,,,,,,,,,,,
4321,3818701021138187820684,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/26/2018,Mon,Right turns from Seymour onto Paddock towards 75 from a straight lane instead of waiting in the turn lane.,drives,PADDOCK RD & E SEYMOUR AV,Paddock Rd,Roselawn,3818701021138187820684,,,,,,,,,,,,,,
4337,2805704197627958393244,""" src=""images/09 - Failure to yield while turning.png""></span>&nbsp;Vehicles do not yield at crosswalks",Vehicles do not yield at crosswalks,2/26/2018,Mon,"Visibility is decreased here due to a hedge/fence on either side of Glenview, plus a small hill on Belmont cause cars turning onto Belmont to pull all the way across the crosswalk.",drives,GLENVIEW AV & BELMONT AV,Glenview Av,College Hill,2805704197627958393244,,,,,,,,,,,,,,
