"ix","iy","lat","long"
138,3,39.0545447839372,-84.6782119003705
139,3,39.0545421034375,-84.6804711083074
140,3,39.0545393793527,-84.6827303160714
141,3,39.0545366116827,-84.6849895236597
142,3,39.0545338004274,-84.6872487310695
143,3,39.0545309455871,-84.6895079382981
144,3,39.0545280471615,-84.6917671453426
145,3,39.0545251051507,-84.6940263522002
146,3,39.0545221195549,-84.6962855588682
147,3,39.0545190903738,-84.6985447653438
148,3,39.0545160176076,-84.7008039716241
149,3,39.0545129012563,-84.7030631777065
150,3,39.0545097413199,-84.705322383588
151,3,39.0545065377984,-84.707581589266
152,3,39.0545032906917,-84.7098407947376
153,3,39.0545,-84.7121
1,4,39.05675,-84.3687
2,4,39.0567532907461,-84.3709592052619
3,4,39.0567565379065,-84.373218410733
4,4,39.056759741481,-84.3754776164105
5,4,39.0567629014697,-84.3777368222916
6,4,39.0567660178725,-84.3799960283736
7,4,39.0567690906895,-84.3822552346535
8,4,39.0567721199206,-84.3845144411287
9,4,39.0567751055659,-84.3867736477963
10,4,39.0567780476252,-84.3890328546535
11,4,39.0567809460987,-84.3912920616977
12,4,39.0567838009863,-84.3935512689259
13,4,39.056786612288,-84.3958104763354
14,4,39.0567893800038,-84.3980696839235
15,4,39.0567921041337,-84.4003288916872
16,4,39.0567947846777,-84.4025880996238
17,4,39.0567974216357,-84.4048473077306
18,4,39.0568000150078,-84.4071065160047
19,4,39.0568025647939,-84.4093657244434
20,4,39.0568050709941,-84.4116249330439
21,4,39.0568075336083,-84.4138841418033
22,4,39.0568099526366,-84.4161433507189
23,4,39.0568123280789,-84.4184025597879
24,4,39.0568146599352,-84.4206617690076
25,4,39.0568169482055,-84.422920978375
26,4,39.0568191928898,-84.4251801878875
27,4,39.0568213939881,-84.4274393975422
28,4,39.0568235515005,-84.4296986073364
29,4,39.0568256654268,-84.4319578172672
30,4,39.0568277357671,-84.4342170273319
31,4,39.0568297625214,-84.4364762375278
32,4,39.0568317456896,-84.4387354478519
33,4,39.0568336852718,-84.4409946583015
34,4,39.056835581268,-84.4432538688738
35,4,39.0568374336781,-84.4455130795661
36,4,39.0568392425022,-84.4477722903755
37,4,39.0568410077402,-84.4500315012992
38,4,39.0568427293922,-84.4522907123345
39,4,39.0568444074581,-84.4545499234787
40,4,39.0568460419379,-84.4568091347287
41,4,39.0568476328316,-84.459068346082
42,4,39.0568491801393,-84.4613275575357
43,4,39.0568506838609,-84.463586769087
44,4,39.0568521439964,-84.4658459807331
45,4,39.0568535605458,-84.4681051924713
46,4,39.0568549335091,-84.4703644042987
47,4,39.0568562628864,-84.4726236162126
48,4,39.0568575486775,-84.4748828282102
49,4,39.0568587908825,-84.4771420402886
50,4,39.0568599895014,-84.4794012524451
51,4,39.0568611445342,-84.481660464677
52,4,39.0568622559808,-84.4839196769813
53,4,39.0568633238414,-84.4861788893554
54,4,39.0568643481158,-84.4884381017964
55,4,39.0568653288041,-84.4906973143016
56,4,39.0568662659063,-84.4929565268681
57,4,39.0568671594224,-84.4952157394932
58,4,39.0568680093523,-84.4974749521741
59,4,39.0568688156961,-84.499734164908
60,4,39.0568695784537,-84.5019933776921
61,4,39.0568702976252,-84.5042525905236
62,4,39.0568709732106,-84.5065118033997
63,4,39.0568716052098,-84.5087710163177
64,4,39.0568721936229,-84.5110302292747
65,4,39.0568727384498,-84.5132894422679
66,4,39.0568732396906,-84.5155486552947
67,4,39.0568736973452,-84.5178078683521
68,4,39.0568741114137,-84.5200670814374
69,4,39.056874481896,-84.5223262945478
70,4,39.0568748087922,-84.5245855076805
71,4,39.0568750921022,-84.5268447208327
72,4,39.056875331826,-84.5291039340017
73,4,39.0568755279637,-84.5313631471846
74,4,39.0568756805153,-84.5336223603787
75,4,39.0568757894807,-84.5358815735812
76,4,39.0568758548599,-84.5381407867892
77,4,39.056875876653,-84.5404
78,4,39.0568758548599,-84.5426592132108
79,4,39.0568757894807,-84.5449184264188
80,4,39.0568756805153,-84.5471776396213
81,4,39.0568755279637,-84.5494368528154
82,4,39.056875331826,-84.5516960659983
83,4,39.0568750921022,-84.5539552791673
84,4,39.0568748087922,-84.5562144923195
85,4,39.056874481896,-84.5584737054522
86,4,39.0568741114137,-84.5607329185626
87,4,39.0568736973452,-84.5629921316479
88,4,39.0568732396906,-84.5652513447054
89,4,39.0568727384498,-84.5675105577321
90,4,39.0568721936229,-84.5697697707253
91,4,39.0568716052098,-84.5720289836823
92,4,39.0568709732106,-84.5742881966003
93,4,39.0568702976252,-84.5765474094764
94,4,39.0568695784537,-84.5788066223079
95,4,39.056868815696,-84.581065835092
96,4,39.0568680093523,-84.5833250478259
97,4,39.0568671594224,-84.5855842605068
98,4,39.0568662659063,-84.5878434731319
99,4,39.0568653288041,-84.5901026856984
100,4,39.0568643481158,-84.5923618982036
101,4,39.0568633238414,-84.5946211106446
102,4,39.0568622559808,-84.5968803230187
103,4,39.0568611445342,-84.599139535323
104,4,39.0568599895014,-84.6013987475549
105,4,39.0568587908825,-84.6036579597114
106,4,39.0568575486775,-84.6059171717899
107,4,39.0568562628864,-84.6081763837874
108,4,39.0568549335091,-84.6104355957013
109,4,39.0568535605458,-84.6126948075287
110,4,39.0568521439964,-84.6149540192669
111,4,39.0568506838609,-84.617213230913
112,4,39.0568491801393,-84.6194724424643
113,4,39.0568476328316,-84.621731653918
114,4,39.0568460419379,-84.6239908652713
115,4,39.0568444074581,-84.6262500765214
116,4,39.0568427293922,-84.6285092876655
117,4,39.0568410077402,-84.6307684987008
118,4,39.0568392425022,-84.6330277096245
119,4,39.0568374336781,-84.635286920434
120,4,39.056835581268,-84.6375461311262
121,4,39.0568336852718,-84.6398053416985
122,4,39.0568317456896,-84.6420645521482
123,4,39.0568297625214,-84.6443237624723
124,4,39.0568277357671,-84.6465829726681
125,4,39.0568256654268,-84.6488421827328
126,4,39.0568235515005,-84.6511013926636
127,4,39.0568213939881,-84.6533606024578
128,4,39.0568191928898,-84.6556198121125
129,4,39.0568169482055,-84.657879021625
130,4,39.0568146599352,-84.6601382309924
131,4,39.0568123280789,-84.6623974402121
132,4,39.0568099526366,-84.6646566492811
133,4,39.0568075336083,-84.6669158581967
134,4,39.0568050709941,-84.6691750669561
135,4,39.0568025647939,-84.6714342755566
136,4,39.0568000150078,-84.6736934839953
137,4,39.0567974216357,-84.6759526922694
138,4,39.0567947846777,-84.6782119003762
139,4,39.0567921041337,-84.6804711083128
140,4,39.0567893800038,-84.6827303160765
141,4,39.056786612288,-84.6849895236646
142,4,39.0567838009863,-84.6872487310741
143,4,39.0567809460987,-84.6895079383023
144,4,39.0567780476252,-84.6917671453464
145,4,39.0567751055659,-84.6940263522037
146,4,39.0567721199206,-84.6962855588714
147,4,39.0567690906895,-84.6985447653465
148,4,39.0567660178725,-84.7008039716265
149,4,39.0567629014697,-84.7030631777084
150,4,39.056759741481,-84.7053223835895
151,4,39.0567565379065,-84.707581589267
152,4,39.0567532907461,-84.7098407947381
153,4,39.05675,-84.7121
1,5,39.059,-84.3687
2,5,39.0590032908005,-84.3709592052614
3,5,39.0590065380145,-84.3732184107321
4,5,39.059009741642,-84.3754776164091
5,5,39.0590129016829,-84.3777368222897
6,5,39.0590160181372,-84.3799960283712
7,5,39.059019091005,-84.3822552346507
8,5,39.0590221202862,-84.3845144411255
9,5,39.0590251059808,-84.3867736477928
10,5,39.0590280480888,-84.3890328546497
11,5,39.0590309466102,-84.3912920616935
12,5,39.059033801545,-84.3935512689214
13,5,39.0590366128932,-84.3958104763306
14,5,39.0590393806547,-84.3980696839183
15,5,39.0590421048296,-84.4003288916818
16,5,39.0590447854179,-84.4025880996182
17,5,39.0590474224195,-84.4048473077247
18,5,39.0590500158344,-84.4071065159986
19,5,39.0590525656627,-84.4093657244371
20,5,39.0590550719043,-84.4116249330374
21,5,39.0590575345593,-84.4138841417967
22,5,39.0590599536275,-84.4161433507121
23,5,39.059062329109,-84.418402559781
24,5,39.0590646610039,-84.4206617690005
25,5,39.059066949312,-84.4229209783678
26,5,39.0590691940335,-84.4251801878802
27,5,39.0590713951682,-84.4274393975348
28,5,39.0590735527161,-84.4296986073289
29,5,39.0590756666774,-84.4319578172597
30,5,39.0590777370519,-84.4342170273244
31,5,39.0590797638397,-84.4364762375202
32,5,39.0590817470407,-84.4387354478443
33,5,39.059083686655,-84.4409946582939
34,5,39.0590855826825,-84.4432538688662
35,5,39.0590874351232,-84.4455130795585
36,5,39.0590892439772,-84.4477722903679
37,5,39.0590910092444,-84.4500315012917
38,5,39.0590927309248,-84.4522907123271
39,5,39.0590944090184,-84.4545499234712
40,5,39.0590960435253,-84.4568091347214
41,5,39.0590976344453,-84.4590683460747
42,5,39.0590991817786,-84.4613275575285
43,5,39.059100685525,-84.4635867690799
44,5,39.0591021456847,-84.4658459807262
45,5,39.0591035622575,-84.4681051924644
46,5,39.0591049352435,-84.470364404292
47,5,39.0591062646427,-84.472623616206
48,5,39.0591075504551,-84.4748828282037
49,5,39.0591087926806,-84.4771420402823
50,5,39.0591099913193,-84.479401252439
51,5,39.0591111463712,-84.481660464671
52,5,39.0591122578362,-84.4839196769755
53,5,39.0591133257144,-84.4861788893498
54,5,39.0591143500058,-84.488438101791
55,5,39.0591153307103,-84.4906973142964
56,5,39.059116267828,-84.4929565268631
57,5,39.0591171613588,-84.4952157394884
58,5,39.0591180113028,-84.4974749521695
59,5,39.0591188176599,-84.4997341649036
60,5,39.0591195804301,-84.5019933776879
61,5,39.0591202996135,-84.5042525905196
62,5,39.05912097521,-84.506511803396
