cell_id,min_walk_score,max_walk_score,mean_walk_score,med_sale_pbo_n,log_sum_cost_pedestrian_events,log_num_near_misses,log_n_rqst,log_access,log_dblprk,log_dnotyld,log_jywalk,log_lvisib,log_lwfws,log_nobikef,log_noswlk,log_other,log_prkint,log_prkswlk,log_speed,log_vrrlss,log_wlksig,log_xwalk,log_assist,log_bikes,log_drives,log_other.1,log_walks,log_num_walk_scores,log_sum_lane_cnt,log_sum_width,log_sum_area,log_num_streets,log_num_fire_incd,log_med_sale_res_y,log_med_sale_res_n,log_med_sale_com_y,log_med_sale_com_n,log_med_sale_ind_y,log_med_sale_ind_n,log_med_sale_pbo_y,log_sum_cost.y,log_num_events.y,log_dist,log_n_object,log_animals_insects,log_building.related,log_construction,log_food,log_others,log_police.property,log_service.complaint,log_street_sidewalk,log_traffic_sig0l,log_trash,log_trees_plants,log_water.leak,log_zoning_parking,log_n_request
220017,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.9702938,6.333279806,12.5589805,-9.210340372,-9.210340372,11.46292081,11.23977726,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-3.754912339,1.791776136,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372
220018,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.9702938,6.333279806,12.5589805,-9.210340372,-9.210340372,11.46292081,11.23977726,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-3.842790829,1.791776136,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372
220019,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.9702938,6.333279806,12.5589805,-9.210340372,-9.210340372,11.46292081,11.23977726,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-3.936005091,1.791776136,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372
220020,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.9702938,6.333279806,12.5589805,-9.210340372,-9.210340372,11.46292081,11.23977726,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-4.034219284,1.791776136,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372
220021,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.9702938,6.333279806,12.5589805,-9.210340372,-9.210340372,11.46292081,11.23977726,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-4.136293316,1.791776136,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372
220022,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.9702938,6.333279806,12.5589805,-9.210340372,-9.210340372,11.46292081,11.23977726,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-4.25204629,1.791776136,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372
220023,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.9702938,6.333279806,12.5589805,-9.210340372,-9.210340372,11.46292081,11.23977726,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-4.376765618,1.791776136,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372
220024,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.9702938,6.333279806,12.5589805,-9.210340372,-9.210340372,11.46292081,11.23977726,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-4.521175053,1.791776136,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372
220025,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.9702938,6.333279806,12.5589805,-9.210340372,-9.210340372,11.46292081,11.23977726,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-4.664831341,1.791776136,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372
220026,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.9702938,6.333279806,12.5589805,-9.210340372,-9.210340372,11.46292081,11.23977726,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-4.833255804,1.791776136,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372
220027,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.9702938,6.333279806,12.5589805,-9.210340372,-9.210340372,11.46292081,11.23977726,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-5.070574966,1.791776136,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372
220028,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.9702938,6.333279806,12.5589805,-9.210340372,-9.210340372,11.46292081,11.23977726,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.731342501,1.791776136,-5.338858775,1.791776136,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,1.00E-04,-9.210340372,-9.210340372,-9.210340372,1.00E-04
220029,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,4.330734656,6.77308049,14.50178316,3.637588791,-9.210340372,11.46292081,11.23977726,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,4.102512778,1.791776136,-5.631024978,1.791776136,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.693197179,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.693197179
220030,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.912025005,6.30991846,12.55258361,3.218879825,-9.210340372,11.83674658,11.61360303,12.5482429,-9.210340372,-9.210340372,-9.210340372,-9.210340372,4.256663222,1.945924435,-6.031310352,1.791776136,-9.210340372,1.00E-04,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.693197179,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,1.098645621
220031,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,4.330734656,6.563855668,13.01813333,2.944444242,-9.210340372,11.83674658,11.61360303,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,4.954107975,2.772594972,-6.636806429,1.791776136,-9.210340372,-9.210340372,-9.210340372,-9.210340372,1.00E-04,-9.210340372,-9.210340372,1.00E-04,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.693197179
220032,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,4.92725441,7.18614438,14.29880423,3.637588791,-9.210340372,11.48987432,10.86126566,11.85509572,-9.210340372,13.16385075,-9.210340372,-9.210340372,5.874042977,3.66356421,-7.301325414,1.791776136,-9.210340372,0.693197179,1.00E-04,-9.210340372,4.418841813,0.693197179,1.00E-04,4.499810781,-9.210340372,4.007335003,1.098645621,1.00E-04,-9.210340372,5.472271094
220033,44,48,46,0,0.098124398,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,4.624973794,6.890609222,13.09906609,3.496510592,-9.210340372,12.3934572,12.66872557,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,5.951212963,3.66356421,-6.558512082,1.791776136,-9.210340372,1.609457912,0.693197179,-9.210340372,3.66356421,-9.210340372,-9.210340372,3.258100384,-9.210340372,4.219509176,1.00E-04,-9.210340372,1.00E-04,4.955827762
220034,22,61,41.5,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.693197179,5.247024598,7.507141135,13.96063808,4.488637493,-9.210340372,12.94304531,11.46950009,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.003903796,0.693197179,-6.123872913,1.791776136,-9.210340372,1.098645621,-9.210340372,-9.210340372,2.833219226,-9.210340372,1.00E-04,2.995737274,-9.210340372,4.532600568,-9.210340372,-9.210340372,-9.210340372,4.897840546
220035,17,25,22.5,0,-9.210340372,-9.210340372,1.386319361,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,1.098645621,-9.210340372,-9.210340372,-9.210340372,1.00E-04,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,1.386319361,1.386319361,5.497168635,7.848153125,13.33330478,4.897840546,-9.210340372,13.02408881,12.66351332,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.409367251,1.098645621,-5.532718801,1.791776136,-9.210340372,1.386319361,1.00E-04,-9.210340372,3.784191907,1.098645621,1.00E-04,3.258100384,0.693197179,4.634729959,1.098645621,1.386319361,1.00E-04,5.257495893
220036,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.951245642,6.416732446,12.3815542,3.258100384,-9.210340372,13.63158772,12.66872557,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.003903796,0.693197179,-5.139173687,1.791776136,-9.210340372,0.693197179,-9.210340372,-9.210340372,2.56495705,-9.210340372,-9.210340372,2.833219226,-9.210340372,4.189656257,-9.210340372,1.00E-04,-9.210340372,4.59512086
220037,16,23,19.5,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.693197179,4.499810781,6.658011174,13.19239491,3.784191907,-9.210340372,13.31957355,12.66872557,14.52414962,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.003903796,0.693197179,-4.873823264,1.791776136,-9.210340372,1.386319361,-9.210340372,-9.210340372,2.484914983,1.00E-04,1.00E-04,2.639064472,-9.210340372,4.682132153,-9.210340372,-9.210340372,1.00E-04,4.9487606
220038,31,31,31,0,-9.210340372,-9.210340372,0.693197179,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.693197179,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.693197179,1.00E-04,2.302595093,4.653961303,10.98647846,1.609457912,-9.210340372,13.20304204,12.1313491,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-4.745471414,1.791776136,-9.210340372,1.098645621,-9.210340372,-9.210340372,2.079454042,-9.210340372,-9.210340372,2.197235688,-9.210340372,3.737671999,1.00E-04,-9.210340372,-9.210340372,4.143136314
220039,34,34,34,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,1.00E-04,3.688881954,6.047372415,12.25666595,2.890377313,-9.210340372,13.34299586,13.36922346,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-4.955447921,1.791776136,-9.210340372,1.00E-04,-9.210340372,-9.210340372,1.791776136,1.00E-04,0.693197179,1.386319361,-9.210340372,4.653961303,-9.210340372,-9.210340372,1.00E-04,4.787492576
220040,34,46,40,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.693197179,3.871203094,6.070737959,12.36743866,2.708056868,-9.210340372,12.92293635,12.55907272,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,4.12550564,2.079454042,-5.161527663,1.791776136,-9.210340372,1.098645621,0.693197179,-9.210340372,2.833219226,-9.210340372,0.693197179,2.484914983,-9.210340372,4.770685472,1.945924435,-9.210340372,-9.210340372,5.081404986
220041,54,54,54,0,-1.190398684,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,1.00E-04,3.951245642,6.261491875,12.03071876,2.890377313,-9.210340372,12.65017015,11.63779445,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,5.956443662,3.761202441,-5.296142932,1.791776136,-9.210340372,2.397904364,1.00E-04,-9.210340372,3.526363466,1.098645621,1.945924435,3.891822339,0.693197179,5.049856648,1.386319361,1.098645621,-9.210340372,5.598422329
220042,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.693197179,3.218879825,9.870034181,1.00E-04,-9.210340372,12.51342719,12.62490403,12.42999789,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.018867577,1.098645621,-5.343056188,1.791776136,-9.210340372,2.772594972,1.00E-04,-9.210340372,2.708056868,1.098645621,-9.210340372,3.0445272,-9.210340372,3.988985898,0.693197179,-9.210340372,-9.210340372,4.718499764
220043,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.9702938,6.333279806,12.5589805,-9.210340372,-9.210340372,12.84804758,12.62490403,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-5.38305816,1.791776136,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372
220044,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.9702938,6.333279806,12.5589805,-9.210340372,-9.210340372,12.84804758,12.62490403,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-5.438741258,1.791776136,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372
220045,44,48,46,0,-9.210340372,-9.210340372,1.791776136,-9.210340372,-9.210340372,0.693197179,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,1.386319361,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,1.791776136,-9.210340372,3.9702938,6.333279806,12.5589805,-9.210340372,-9.210340372,12.57965141,12.62490403,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.697048496,1.386319361,-5.479947402,2.484914983,-9.210340372,-9.210340372,-9.210340372,-9.210340372,1.386319361,-9.210340372,0.693197179,3.258100384,-9.210340372,3.737671999,1.609457912,-9.210340372,-9.210340372,4.369449118
220046,49,59,54,0,-9.210340372,-9.210340372,1.098645621,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,1.00E-04,1.00E-04,1.00E-04,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.693197179,-9.210340372,1.00E-04,0.693197179,5.225747211,7.693937371,13.69438419,4.465909268,-9.210340372,12.49240318,11.79620787,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,4.507977335,2.197235688,-6.15544525,2.484914983,-9.210340372,1.609457912,0.693197179,-9.210340372,2.56495705,1.00E-04,0.693197179,2.484914983,-9.210340372,4.934474653,1.386319361,-9.210340372,-9.210340372,5.181784112
220047,51,51,51,0,-9.210340372,-9.210340372,1.00E-04,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,1.00E-04,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,1.00E-04,-9.210340372,-9.210340372,1.00E-04,4.356710109,6.77308049,12.89873221,3.43399043,-9.210340372,12.24775787,12.32576795,12.54538371,12.20427997,13.30550127,-9.210340372,-9.210340372,5.406755093,3.135498564,-7.21990219,2.484914983,1.098645621,2.397904364,-9.210340372,-9.210340372,3.332208082,-9.210340372,1.098645621,1.945924435,-9.210340372,4.6913488,2.708056868,1.00E-04,-9.210340372,5.176150298
220048,46,46,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,1.00E-04,2.302595093,4.795791372,11.49309004,1.609457912,-9.210340372,12.13231038,12.17268544,-9.210340372,-9.210340372,14.35435205,-9.210340372,-9.210340372,3.409367251,1.098645621,-5.946384877,2.484914983,-9.210340372,1.00E-04,-9.210340372,-9.210340372,2.079454042,-9.210340372,-9.210340372,0.693197179,-9.210340372,3.82864357,0.693197179,-9.210340372,-9.210340372,4.077539139
220049,44,48,46,0,-9.210340372,1.00E-04,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,1.945924435,4.304066445,10.40771144,1.098645621,-9.210340372,11.79561711,11.46344106,-9.210340372,-9.210340372,14.35435205,-9.210340372,-9.210340372,6.103368334,3.891822339,-6.861526488,2.484914983,-9.210340372,0.693197179,-9.210340372,-9.210340372,3.555350919,-9.210340372,0.693197179,2.772594972,-9.210340372,4.624973794,0.693197179,-9.210340372,1.00E-04,5.07517444
220050,44,48,46,0,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,2.772594972,5.147495058,11.89493087,1.386319361,-9.210340372,11.49361114,12.17268544,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,5.447556433,3.178057997,-6.753532316,2.484914983,-9.210340372,-9.210340372,-9.210340372,-9.210340372,2.56495705,-9.210340372,-9.210340372,1.386319361,-9.210340372,1.00E-04,1.00E-04,-9.210340372,-9.210340372,2.944444242
220051,44,48,46,0,-1.95828642,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.9702938,6.333279806,12.5589805,-9.210340372,-9.210340372,11.15129412,10.92815057,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.003903796,0.693197179,-5.920541327,1.791776136,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,1.00E-04,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,1.00E-04
