"ix","iy","cell_id","lat","long","State","County","City","Name","RegionID"
83,28,830028,39.1120000062725,-84.5550848677541,"OH","Hamilton","Cincinnati","East Price Hill","273561"
84,28,840028,39.1119997010462,-84.5573440809031,"OH","Hamilton","Cincinnati","East Price Hill","273561"
85,28,850028,39.1119993522162,-84.5596032940312,"OH","Hamilton","Cincinnati","East Price Hill","273561"
86,28,860028,39.1119989597824,-84.5618625071355,"OH","Hamilton","Cincinnati","East Price Hill","273561"
87,28,870028,39.111998523745,-84.5641217202132,"OH","Hamilton","Cincinnati","East Price Hill","273561"
88,28,880028,39.1119980441038,-84.5663809332616,"OH","Hamilton","Cincinnati","East Price Hill","273561"
89,28,890028,39.1119975208589,-84.5686401462779,"OH","Hamilton","Cincinnati","East Price Hill","273561"
90,28,900028,39.1119969540103,-84.5708993592591,"OH","Hamilton","Cincinnati","East Price Hill","273561"
91,28,910028,39.1119963435579,-84.5731585722027,"OH","Hamilton","Cincinnati","East Price Hill","273561"
92,28,920028,39.1119956895019,-84.5754177851057,"OH","Hamilton","Cincinnati","East Price Hill","273561"
93,28,930028,39.1119949918421,-84.5776769979654,"OH","Hamilton","Cincinnati","West Price HIll","275981"
94,28,940028,39.1119942505786,-84.5799362107789,"OH","Hamilton","Cincinnati","West Price HIll","275981"
95,28,950028,39.1119934657114,-84.5821954235436,"OH","Hamilton","Cincinnati","West Price HIll","275981"
96,28,960028,39.1119926372405,-84.5844546362565,"OH","Hamilton","Cincinnati","West Price HIll","275981"
97,28,970028,39.1119917651659,-84.5867138489149,"OH","Hamilton","Cincinnati","West Price HIll","275981"
98,28,980028,39.1119908494876,-84.5889730615159,"OH","Hamilton","Cincinnati","West Price HIll","275981"
99,28,990028,39.1119898902056,-84.5912322740569,"OH","Hamilton","Cincinnati","West Price HIll","275981"
100,28,1000028,39.1119888873199,-84.5934914865349,"OH","Hamilton","Cincinnati","West Price HIll","275981"
101,28,1010028,39.1119878408304,-84.5957506989473,"OH","Hamilton","Cincinnati","West Price HIll","275981"
102,28,1020028,39.1119867507374,-84.5980099112912,"OH","Hamilton","Cincinnati","West Price HIll","275981"
103,28,1030028,39.1119856170405,-84.6002691235638,"OH","Hamilton","Cincinnati","West Price HIll","275981"
104,28,1040028,39.1119844397401,-84.6025283357623,"OH","Hamilton","Cincinnati","West Price HIll","275981"
105,28,1050028,39.1119832188359,-84.6047875478839,"OH","Hamilton","Cincinnati","West Price HIll","275981"
106,28,1060028,39.1119819543281,-84.6070467599258,"OH","Hamilton","Cincinnati","West Price HIll","275981"
107,28,1070028,39.1119806462165,-84.6093059718853,"OH","Hamilton","Cincinnati","West Price HIll","275981"
138,28,1380028,39.1119184673605,-84.6793414864684,"OH","Hamilton","Cincinnati","Sayler Park","203392"
139,28,1390028,39.1119157639339,-84.6816006943126,"OH","Hamilton","Cincinnati","Sayler Park","203392"
140,28,1400028,39.1119130169038,-84.6838599019821,"OH","Hamilton","Cincinnati","Sayler Park","203392"
141,28,1410028,39.1119102262703,-84.686119109474,"OH","Hamilton","Cincinnati","Sayler Park","203392"
142,28,1420028,39.1119073920332,-84.6883783167856,"OH","Hamilton","Cincinnati","Sayler Park","203392"
143,28,1430028,39.1119045141927,-84.6906375239141,"OH","Hamilton","Cincinnati","Sayler Park","203392"
144,28,1440028,39.1119015927487,-84.6928967308567,"OH","Hamilton","Cincinnati","Sayler Park","203392"
145,28,1450028,39.1118986277013,-84.6951559376106,"OH","Hamilton","Cincinnati","Sayler Park","203392"
15,29,150029,39.114168468094,-84.4014584774592,"OH","Hamilton","Cincinnati","East End","273544"
16,29,160029,39.1141711279603,-84.4037176854751,"OH","Hamilton","Cincinnati","East End","273544"
17,29,170029,39.1141737442224,-84.4059768936601,"OH","Hamilton","Cincinnati","East End","273544"
18,29,180029,39.1141763168802,-84.4082361020115,"OH","Hamilton","Cincinnati","East End","273544"
19,29,190029,39.1141788459338,-84.4104953105265,"OH","Hamilton","Cincinnati","East End","273544"
20,29,200029,39.1141813313831,-84.4127545192022,"OH","Hamilton","Cincinnati","East End","273544"
21,29,210029,39.1141837732282,-84.4150137280359,"OH","Hamilton","Cincinnati","East End","273544"
22,29,220029,39.1141861714691,-84.4172729370248,"OH","Hamilton","Cincinnati","East End","273544"
23,29,230029,39.1141885261057,-84.419532146166,"OH","Hamilton","Cincinnati","Linwood","201803"
24,29,240029,39.114190837138,-84.4217913554569,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
25,29,250029,39.114193104566,-84.4240505648945,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
26,29,260029,39.1141953283898,-84.4263097744762,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
27,29,270029,39.1141975086092,-84.428568984199,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
28,29,280029,39.1141996452244,-84.4308281940602,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
29,29,290029,39.1142017382353,-84.433087404057,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
30,29,300029,39.1142037876418,-84.4353466141867,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
31,29,310029,39.1142057934441,-84.4376058244463,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
32,29,320029,39.114207755642,-84.4398650348332,"OH","Hamilton","Cincinnati","East End","273544"
33,29,330029,39.1142096742356,-84.4421242453445,"OH","Hamilton","Cincinnati","East End","273544"
34,29,340029,39.1142115492249,-84.4443834559774,"OH","Hamilton","Cincinnati","East End","273544"
52,29,520029,39.1142378426865,-84.4850492649802,"OH","Hamilton","Cincinnati","East End","273544"
53,29,530029,39.1142388891927,-84.4873084773927,"OH","Hamilton","Cincinnati","Mt. Adams","274619"
54,29,540029,39.1142398920944,-84.489567689871,"OH","Hamilton","Cincinnati","Mt. Adams","274619"
55,29,550029,39.1142408513918,-84.4918269024121,"OH","Hamilton","Cincinnati","Mt. Adams","274619"
56,29,560029,39.1142417670847,-84.4940861150134,"OH","Hamilton","Cincinnati","Walnut Hills","204112"
57,29,570029,39.1142426391733,-84.496345327672,"OH","Hamilton","Cincinnati","Mt. Adams","274619"
58,29,580029,39.1142434676574,-84.4986045403851,"OH","Hamilton","Cincinnati","Mt. Adams","274619"
59,29,590029,39.1142442525371,-84.50086375315,"OH","Hamilton","Cincinnati","Walnut Hills","204112"
60,29,600029,39.1142449938123,-84.5031229659638,"OH","Hamilton","Cincinnati","Mt. Auburn","274621"
61,29,610029,39.1142456914832,-84.5053821788236,"OH","Hamilton","Cincinnati","Mt. Auburn","274621"
62,29,620029,39.1142463455496,-84.5076413917269,"OH","Hamilton","Cincinnati","Mt. Auburn","274621"
63,29,630029,39.1142469560116,-84.5099006046706,"OH","Hamilton","Cincinnati","Mt. Auburn","274621"
64,29,640029,39.1142475228691,-84.5121598176522,"OH","Hamilton","Cincinnati","Over-The-Rhine","202750"
65,29,650029,39.1142480461222,-84.5144190306687,"OH","Hamilton","Cincinnati","Over-The-Rhine","202750"
66,29,660029,39.1142485257709,-84.5166782437173,"OH","Hamilton","Cincinnati","Over-The-Rhine","202750"
67,29,670029,39.1142489618151,-84.5189374567953,"OH","Hamilton","Cincinnati","Over-The-Rhine","202750"
68,29,680029,39.1142493542549,-84.5211966698999,"OH","Hamilton","Cincinnati","Over-The-Rhine","202750"
69,29,690029,39.1142497030903,-84.5234558830282,"OH","Hamilton","Cincinnati","West End","276647"
70,29,700029,39.1142500083212,-84.5257150961775,"OH","Hamilton","Cincinnati","West End","276647"
71,29,710029,39.1142502699477,-84.5279743093449,"OH","Hamilton","Cincinnati","West End","276647"
72,29,720029,39.1142504879697,-84.5302335225278,"OH","Hamilton","Cincinnati","West End","276647"
73,29,730029,39.1142506623873,-84.5324927357232,"OH","Hamilton","Cincinnati","West End","276647"
74,29,740029,39.1142507932005,-84.5347519489284,"OH","Hamilton","Cincinnati","West End","276647"
75,29,750029,39.1142508804092,-84.5370111621406,"OH","Hamilton","Cincinnati","West End","276647"
76,29,760029,39.1142509240135,-84.539270375357,"OH","Hamilton","Cincinnati","West End","276647"
77,29,770029,39.1142509240133,-84.5415295885748,"OH","Hamilton","Cincinnati","Lower Price Hill","276431"
78,29,780029,39.1142508804087,-84.5437888017912,"OH","Hamilton","Cincinnati","Lower Price Hill","276431"
79,29,790029,39.1142507931996,-84.5460480150034,"OH","Hamilton","Cincinnati","Lower Price Hill","276431"
80,29,800029,39.1142506623861,-84.5483072282086,"OH","Hamilton","Cincinnati","Lower Price Hill","276431"
81,29,810029,39.1142504879681,-84.550566441404,"OH","Hamilton","Cincinnati","Lower Price Hill","276431"
82,29,820029,39.1142502699457,-84.5528256545868,"OH","Hamilton","Cincinnati","East Price Hill","273561"
83,29,830029,39.1142500083189,-84.5550848677543,"OH","Hamilton","Cincinnati","East Price Hill","273561"
84,29,840029,39.1142497030876,-84.5573440809036,"OH","Hamilton","Cincinnati","East Price Hill","273561"
85,29,850029,39.1142493542519,-84.5596032940319,"OH","Hamilton","Cincinnati","East Price Hill","273561"
86,29,860029,39.1142489618117,-84.5618625071365,"OH","Hamilton","Cincinnati","East Price Hill","273561"
87,29,870029,39.1142485257671,-84.5641217202144,"OH","Hamilton","Cincinnati","East Price Hill","273561"
88,29,880029,39.1142480461181,-84.5663809332631,"OH","Hamilton","Cincinnati","East Price Hill","273561"
89,29,890029,39.1142475228646,-84.5686401462796,"OH","Hamilton","Cincinnati","East Price Hill","273561"
90,29,900029,39.1142469560067,-84.5708993592611,"OH","Hamilton","Cincinnati","East Price Hill","273561"
91,29,910029,39.1142463455444,-84.5731585722049,"OH","Hamilton","Cincinnati","East Price Hill","273561"
92,29,920029,39.1142456914777,-84.5754177851081,"OH","Hamilton","Cincinnati","East Price Hill","273561"
93,29,930029,39.1142449938065,-84.577676997968,"OH","Hamilton","Cincinnati","West Price HIll","275981"
94,29,940029,39.1142442525308,-84.5799362107818,"OH","Hamilton","Cincinnati","West Price HIll","275981"
95,29,950029,39.1142434676508,-84.5821954235466,"OH","Hamilton","Cincinnati","West Price HIll","275981"
96,29,960029,39.1142426391663,-84.5844546362597,"OH","Hamilton","Cincinnati","West Price HIll","275981"
97,29,970029,39.1142417670774,-84.5867138489183,"OH","Hamilton","Cincinnati","West Price HIll","275981"
98,29,980029,39.1142408513841,-84.5889730615196,"OH","Hamilton","Cincinnati","West Price HIll","275981"
99,29,990029,39.1142398920864,-84.5912322740608,"OH","Hamilton","Cincinnati","West Price HIll","275981"
100,29,1000029,39.1142388891843,-84.5934914865391,"OH","Hamilton","Cincinnati","West Price HIll","275981"
101,29,1010029,39.1142378426777,-84.5957506989516,"OH","Hamilton","Cincinnati","West Price HIll","275981"
102,29,1020029,39.1142367525668,-84.5980099112956,"OH","Hamilton","Cincinnati","West Price HIll","275981"
103,29,1030029,39.1142356188514,-84.6002691235684,"OH","Hamilton","Cincinnati","West Price HIll","275981"
104,29,1040029,39.1142344415317,-84.602528335767,"OH","Hamilton","Cincinnati","West Price HIll","275981"
105,29,1050029,39.1142332206075,-84.6047875478888,"OH","Hamilton","Cincinnati","West Price HIll","275981"
106,29,1060029,39.114231956079,-84.6070467599309,"OH","Hamilton","Cincinnati","West Price HIll","275981"
107,29,1070029,39.114230647946,-84.6093059718905,"OH","Hamilton","Cincinnati","West Price HIll","275981"
139,29,1390029,39.1141657646012,-84.6816006943164,"OH","Hamilton","Cincinnati","Sayler Park","203392"
141,29,1410029,39.1141602268469,-84.6861191094772,"OH","Hamilton","Cincinnati","Sayler Park","203392"
142,29,1420029,39.1141573925635,-84.6883783167886,"OH","Hamilton","Cincinnati","Sayler Park","203392"
143,29,1430029,39.1141545146759,-84.6906375239167,"OH","Hamilton","Cincinnati","Sayler Park","203392"
144,29,1440029,39.1141515931841,-84.6928967308589,"OH","Hamilton","Cincinnati","Sayler Park","203392"
145,29,1450029,39.1141486280881,-84.6951559376125,"OH","Hamilton","Cincinnati","Sayler Park","203392"
146,29,1460029,39.114145619388,-84.6974151441744,"OH","Hamilton","Cincinnati","Sayler Park","203392"
14,30,140030,39.1164157652906,-84.3991992696086,"OH","Hamilton","Cincinnati","East End","273544"
15,30,150030,39.1164184688053,-84.4014584774522,"OH","Hamilton","Cincinnati","East End","273544"
16,30,160030,39.1164211287151,-84.4037176854679,"OH","Hamilton","Cincinnati","East End","273544"
17,30,170030,39.11642374502,-84.4059768936527,"OH","Hamilton","Cincinnati","East End","273544"
18,30,180030,39.1164263177199,-84.4082361020039,"OH","Hamilton","Cincinnati","East End","273544"
19,30,190030,39.1164288468149,-84.4104953105187,"OH","Hamilton","Cincinnati","Linwood","201803"
20,30,200030,39.1164313323049,-84.4127545191942,"OH","Hamilton","Cincinnati","Linwood","201803"
21,30,210030,39.11643377419,-84.4150137280277,"OH","Hamilton","Cincinnati","Linwood","201803"
22,30,220030,39.1164361724701,-84.4172729370165,"OH","Hamilton","Cincinnati","Linwood","201803"
23,30,230030,39.1164385271452,-84.4195321461576,"OH","Hamilton","Cincinnati","Linwood","201803"
24,30,240030,39.1164408382153,-84.4217913554483,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
25,30,250030,39.1164431056805,-84.4240505648859,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
26,30,260030,39.1164453295406,-84.4263097744674,"OH","Hamilton","Cincinnati","Mt. Lookout","274623"
27,30,270030,39.1164475097957,-84.4285689841901,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
28,30,280030,39.1164496464459,-84.4308281940513,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
29,30,290030,39.116451739491,-84.4330874040481,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
30,30,300030,39.1164537889311,-84.4353466141776,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
31,30,310030,39.1164557947662,-84.4376058244373,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
32,30,320030,39.1164577569962,-84.4398650348241,"OH","Hamilton","Cincinnati","East End","273544"
33,30,330030,39.1164596756212,-84.4421242453354,"OH","Hamilton","Cincinnati","East End","273544"
34,30,340030,39.1164615506412,-84.4443834559683,"OH","Hamilton","Cincinnati","East End","273544"
35,30,350030,39.1164633820561,-84.4466426667201,"OH","Hamilton","Cincinnati","East End","273544"
51,30,510030,39.1164867544046,-84.4827900526288,"OH","Hamilton","Cincinnati","East End","273544"
52,30,520030,39.1164878445331,-84.485049264973,"OH","Hamilton","Cincinnati","East End","273544"
53,30,530030,39.1164888910564,-84.4873084773858,"OH","Hamilton","Cincinnati","Mt. Adams","274619"
54,30,540030,39.1164898939745,-84.4895676898642,"OH","Hamilton","Cincinnati","Walnut Hills","204112"
55,30,550030,39.1164908532876,-84.4918269024055,"OH","Hamilton","Cincinnati","Walnut Hills","204112"
56,30,560030,39.1164917689955,-84.494086115007,"OH","Hamilton","Cincinnati","Walnut Hills","204112"
57,30,570030,39.1164926410983,-84.4963453276658,"OH","Hamilton","Cincinnati","Walnut Hills","204112"
58,30,580030,39.116493469596,-84.4986045403791,"OH","Hamilton","Cincinnati","Walnut Hills","204112"
59,30,590030,39.1164942544886,-84.5008637531442,"OH","Hamilton","Cincinnati","Mt. Auburn","274621"
60,30,600030,39.1164949957759,-84.5031229659582,"OH","Hamilton","Cincinnati","Mt. Auburn","274621"
61,30,610030,39.1164956934582,-84.5053821788183,"OH","Hamilton","Cincinnati","Mt. Auburn","274621"
62,30,620030,39.1164963475353,-84.5076413917218,"OH","Hamilton","Cincinnati","Mt. Auburn","274621"
63,30,630030,39.1164969580073,-84.5099006046658,"OH","Hamilton","Cincinnati","Mt. Auburn","274621"
64,30,640030,39.1164975248741,-84.5121598176476,"OH","Hamilton","Cincinnati","Mt. Auburn","274621"
65,30,650030,39.1164980481358,-84.5144190306643,"OH","Hamilton","Cincinnati","Over-The-Rhine","202750"
66,30,660030,39.1164985277923,-84.5166782437132,"OH","Hamilton","Cincinnati","Over-The-Rhine","202750"
67,30,670030,39.1164989638437,-84.5189374567914,"OH","Hamilton","Cincinnati","Over-The-Rhine","202750"
68,30,680030,39.1164993562899,-84.5211966698962,"OH","Hamilton","Cincinnati","Over-The-Rhine","202750"
69,30,690030,39.1164997051309,-84.5234558830248,"OH","Hamilton","Cincinnati","West End","276647"
70,30,700030,39.1165000103669,-84.5257150961743,"OH","Hamilton","Cincinnati","West End","276647"
71,30,710030,39.1165002719976,-84.5279743093421,"OH","Hamilton","Cincinnati","West End","276647"
72,30,720030,39.1165004900232,-84.5302335225252,"OH","Hamilton","Cincinnati","West End","276647"
73,30,730030,39.1165006644437,-84.5324927357208,"OH","Hamilton","Cincinnati","West End","276647"
74,30,740030,39.116500795259,-84.5347519489263,"OH","Hamilton","Cincinnati","West End","276647"
75,30,750030,39.1165008824691,-84.5370111621388,"OH","Hamilton","Cincinnati","West End","276647"
76,30,760030,39.1165009260741,-84.5392703753554,"OH","Hamilton","Cincinnati","West End","276647"
77,30,770030,39.1165009260739,-84.5415295885735,"OH","Hamilton","Cincinnati","West End","276647"
78,30,780030,39.1165008824686,-84.5437888017901,"OH","Hamilton","Cincinnati","Lower Price Hill","276431"
79,30,790030,39.1165007952581,-84.5460480150025,"OH","Hamilton","Cincinnati","Lower Price Hill","276431"
80,30,800030,39.1165006644424,-84.548307228208,"OH","Hamilton","Cincinnati","Lower Price Hill","276431"
81,30,810030,39.1165004900216,-84.5505664414037,"OH","Hamilton","Cincinnati","East Price Hill","273561"
82,30,820030,39.1165002719957,-84.5528256545868,"OH","Hamilton","Cincinnati","East Price Hill","273561"
83,30,830030,39.1165000103646,-84.5550848677545,"OH","Hamilton","Cincinnati","East Price Hill","273561"
84,30,840030,39.1164997051283,-84.5573440809041,"OH","Hamilton","Cincinnati","East Price Hill","273561"
85,30,850030,39.1164993562868,-84.5596032940326,"OH","Hamilton","Cincinnati","East Price Hill","273561"
86,30,860030,39.1164989638403,-84.5618625071374,"OH","Hamilton","Cincinnati","East Price Hill","273561"
87,30,870030,39.1164985277885,-84.5641217202157,"OH","Hamilton","Cincinnati","East Price Hill","273561"
88,30,880030,39.1164980481317,-84.5663809332646,"OH","Hamilton","Cincinnati","East Price Hill","273561"
89,30,890030,39.1164975248696,-84.5686401462813,"OH","Hamilton","Cincinnati","East Price Hill","273561"
90,30,900030,39.1164969580025,-84.5708993592631,"OH","Hamilton","Cincinnati","East Price Hill","273561"
91,30,910030,39.1164963475301,-84.573158572207,"OH","Hamilton","Cincinnati","East Price Hill","273561"
92,30,920030,39.1164956934527,-84.5754177851105,"OH","Hamilton","Cincinnati","West Price HIll","275981"
93,30,930030,39.1164949957701,-84.5776769979707,"OH","Hamilton","Cincinnati","West Price HIll","275981"
94,30,940030,39.1164942544823,-84.5799362107847,"OH","Hamilton","Cincinnati","West Price HIll","275981"
95,30,950030,39.1164934695894,-84.5821954235497,"OH","Hamilton","Cincinnati","West Price HIll","275981"
96,30,960030,39.1164926410914,-84.584454636263,"OH","Hamilton","Cincinnati","West Price HIll","275981"
97,30,970030,39.1164917689882,-84.5867138489218,"OH","Hamilton","Cincinnati","West Price HIll","275981"
98,30,980030,39.1164908532799,-84.5889730615233,"OH","Hamilton","Cincinnati","West Price HIll","275981"
99,30,990030,39.1164898939665,-84.5912322740647,"OH","Hamilton","Cincinnati","West Price HIll","275981"
100,30,1000030,39.116488891048,-84.5934914865431,"OH","Hamilton","Cincinnati","West Price HIll","275981"
101,30,1010030,39.1164878445243,-84.5957506989558,"OH","Hamilton","Cincinnati","West Price HIll","275981"
102,30,1020030,39.1164867543955,-84.5980099113001,"OH","Hamilton","Cincinnati","West Price HIll","275981"
103,30,1030030,39.1164856206616,-84.600269123573,"OH","Hamilton","Cincinnati","West Price HIll","275981"
104,30,1040030,39.1164844433226,-84.6025283357718,"OH","Hamilton","Cincinnati","West Price HIll","275981"
105,30,1050030,39.1164832223784,-84.6047875478937,"OH","Hamilton","Cincinnati","West Price HIll","275981"
107,30,1070030,39.1164806496749,-84.6093059718957,"OH","Hamilton","Cincinnati","West Price HIll","275981"
108,30,1080030,39.1164792979154,-84.6115651837701,"OH","Hamilton","Cincinnati","West Price HIll","275981"
109,30,1090030,39.1164779025509,-84.6138243955565,"OH","Hamilton","Cincinnati","West Price HIll","275981"
142,30,1420030,39.1164073930936,-84.6883783167915,"OH","Hamilton","Cincinnati","Sayler Park","203392"
143,30,1430030,39.1164045151589,-84.6906375239193,"OH","Hamilton","Cincinnati","Sayler Park","203392"
144,30,1440030,39.1164015936193,-84.6928967308612,"OH","Hamilton","Cincinnati","Sayler Park","203392"
145,30,1450030,39.1163986284748,-84.6951559376144,"OH","Hamilton","Cincinnati","Sayler Park","203392"
146,30,1460030,39.1163956197254,-84.6974151441759,"OH","Hamilton","Cincinnati","Sayler Park","203392"
147,30,1470030,39.1163925673712,-84.6996743505432,"OH","Hamilton","Cincinnati","Sayler Park","203392"
14,31,140031,39.1186657659574,-84.3991992696019,"OH","Hamilton","Cincinnati","East End","273544"
15,31,150031,39.1186684695164,-84.4014584774453,"OH","Hamilton","Cincinnati","East End","273544"
16,31,160031,39.1186711294697,-84.4037176854607,"OH","Hamilton","Cincinnati","East End","273544"
17,31,170031,39.1186737458174,-84.4059768936453,"OH","Hamilton","Cincinnati","East End","273544"
18,31,180031,39.1186763185594,-84.4082361019962,"OH","Hamilton","Cincinnati","East End","273544"
19,31,190031,39.1186788476957,-84.4104953105108,"OH","Hamilton","Cincinnati","Linwood","201803"
20,31,200031,39.1186813332264,-84.4127545191862,"OH","Hamilton","Cincinnati","Linwood","201803"
21,31,210031,39.1186837751514,-84.4150137280196,"OH","Hamilton","Cincinnati","Linwood","201803"
22,31,220031,39.1186861734707,-84.4172729370081,"OH","Hamilton","Cincinnati","Linwood","201803"
23,31,230031,39.1186885281844,-84.4195321461491,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
24,31,240031,39.1186908392923,-84.4217913554398,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
25,31,250031,39.1186931067945,-84.4240505648771,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
26,31,260031,39.118695330691,-84.4263097744586,"OH","Hamilton","Cincinnati","Mt. Lookout","274623"
27,31,270031,39.1186975109818,-84.4285689841813,"OH","Hamilton","Cincinnati","Mt. Lookout","274623"
28,31,280031,39.1186996476669,-84.4308281940424,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
29,31,290031,39.1187017407463,-84.4330874040391,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
30,31,300031,39.1187037902199,-84.4353466141686,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
31,31,310031,39.1187057960878,-84.4376058244282,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
32,31,320031,39.1187077583499,-84.4398650348151,"OH","Hamilton","Cincinnati","Columbia-Tusculum","273334"
33,31,330031,39.1187096770063,-84.4421242453264,"OH","Hamilton","Cincinnati","East End","273544"
34,31,340031,39.118711552057,-84.4443834559593,"OH","Hamilton","Cincinnati","East End","273544"
35,31,350031,39.1187133835019,-84.446642666711,"OH","Hamilton","Cincinnati","East End","273544"
36,31,360031,39.118715171341,-84.4489018775789,"OH","Hamilton","Cincinnati","East End","273544"
37,31,370031,39.1187169155743,-84.45116108856,"OH","Hamilton","Cincinnati","East End","273544"
49,31,490031,39.1187344451226,-84.4782716281494,"OH","Hamilton","Cincinnati","East End","273544"
50,31,500031,39.1187356224806,-84.4805308403484,"OH","Hamilton","Cincinnati","East End","273544"
51,31,510031,39.1187367562327,-84.4827900526215,"OH","Hamilton","Cincinnati","East End","273544"
53,31,530031,39.1187388929194,-84.4873084773788,"OH","Hamilton","Cincinnati","Walnut Hills","204112"
54,31,540031,39.118739895854,-84.4895676898574,"OH","Hamilton","Cincinnati","Walnut Hills","204112"
55,31,550031,39.1187408551827,-84.491826902399,"OH","Hamilton","Cincinnati","Walnut Hills","204112"
56,31,560031,39.1187417709056,-84.4940861150006,"OH","Hamilton","Cincinnati","Walnut Hills","204112"
57,31,570031,39.1187426430227,-84.4963453276597,"OH","Hamilton","Cincinnati","Walnut Hills","204112"
58,31,580031,39.1187434715339,-84.4986045403732,"OH","Hamilton","Cincinnati","Walnut Hills","204112"
59,31,590031,39.1187442564393,-84.5008637531385,"OH","Hamilton","Cincinnati","Mt. Auburn","274621"
60,31,600031,39.1187449977388,-84.5031229659527,"OH","Hamilton","Cincinnati","Mt. Auburn","274621"
61,31,610031,39.1187456954325,-84.505382178813,"OH","Hamilton","Cincinnati","Mt. Auburn","274621"
62,31,620031,39.1187463495203,-84.5076413917167,"OH","Hamilton","Cincinnati","Mt. Auburn","274621"
63,31,630031,39.1187469600022,-84.509900604661,"OH","Hamilton","Cincinnati","Mt. Auburn","274621"
64,31,640031,39.1187475268783,-84.512159817643,"OH","Hamilton","Cincinnati","Mt. Auburn","274621"
65,31,650031,39.1187480501486,-84.5144190306599,"OH","Hamilton","Cincinnati","Mt. Auburn","274621"
66,31,660031,39.1187485298129,-84.5166782437091,"OH","Hamilton","Cincinnati","Over-The-Rhine","202750"
67,31,670031,39.1187489658714,-84.5189374567876,"OH","Hamilton","Cincinnati","Over-The-Rhine","202750"
68,31,680031,39.1187493583241,-84.5211966698926,"OH","Hamilton","Cincinnati","Over-The-Rhine","202750"
69,31,690031,39.1187497071708,-84.5234558830214,"OH","Hamilton","Cincinnati","Over-The-Rhine","202750"
70,31,700031,39.1187500124118,-84.5257150961712,"OH","Hamilton","Cincinnati","West End","276647"
71,31,710031,39.1187502740468,-84.5279743093392,"OH","Hamilton","Cincinnati","West End","276647"
72,31,720031,39.118750492076,-84.5302335225225,"OH","Hamilton","Cincinnati","West End","276647"
73,31,730031,39.1187506664993,-84.5324927357185,"OH","Hamilton","Cincinnati","West End","276647"
74,31,740031,39.1187507973167,-84.5347519489242,"OH","Hamilton","Cincinnati","West End","276647"
75,31,750031,39.1187508845283,-84.5370111621369,"OH","Hamilton","Cincinnati","West End","276647"
76,31,760031,39.118750928134,-84.5392703753538,"OH","Hamilton","Cincinnati","West End","276647"
77,31,770031,39.1187509281338,-84.5415295885721,"OH","Hamilton","Cincinnati","West End","276647"
78,31,780031,39.1187508845277,-84.543788801789,"OH","Hamilton","Cincinnati","South Fairmount","203599"
79,31,790031,39.1187507973158,-84.5460480150018,"OH","Hamilton","Cincinnati","South Fairmount","203599"
80,31,800031,39.118750666498,-84.5483072282075,"OH","Hamilton","Cincinnati","East Price Hill","273561"
81,31,810031,39.1187504920744,-84.5505664414034,"OH","Hamilton","Cincinnati","South Fairmount","203599"
82,31,820031,39.1187502740448,-84.5528256545868,"OH","Hamilton","Cincinnati","East Price Hill","273561"
83,31,830031,39.1187500124094,-84.5550848677548,"OH","Hamilton","Cincinnati","East Price Hill","273561"
84,31,840031,39.1187497071682,-84.5573440809046,"OH","Hamilton","Cincinnati","East Price Hill","273561"
85,31,850031,39.118749358321,-84.5596032940334,"OH","Hamilton","Cincinnati","East Price Hill","273561"
86,31,860031,39.118748965868,-84.5618625071384,"OH","Hamilton","Cincinnati","East Price Hill","273561"
87,31,870031,39.1187485298092,-84.5641217202169,"OH","Hamilton","Cincinnati","East Price Hill","273561"
88,31,880031,39.1187480501445,-84.566380933266,"OH","Hamilton","Cincinnati","East Price Hill","273561"
89,31,890031,39.1187475268739,-84.568640146283,"OH","Hamilton","Cincinnati","East Price Hill","273561"
90,31,900031,39.1187469599974,-84.570899359265,"OH","Hamilton","Cincinnati","East Price Hill","273561"
91,31,910031,39.1187463495151,-84.5731585722092,"OH","Hamilton","Cincinnati","East Price Hill","273561"
92,31,920031,39.1187456954269,-84.5754177851129,"OH","Hamilton","Cincinnati","West Price HIll","275981"
