"Cell_ID","Residuals"
20015,-0.280164633034303
30012,0.0886042650240142
30015,-0.644218733385244
30046,1.46295616355101
50018,-0.283679846874546
50022,-0.156746934804044
60046,0.263382969896501
60049,-0.427260869100795
60050,-0.30016708264089
70046,-0.452891950130099
70049,-0.218227259033006
80019,0.542839747295134
80020,-0.0599841486622732
80021,-0.895713031419644
80052,-0.302987265021315
90017,0.410805721671082
90018,0.333027773626712
90022,-0.505305908722778
100014,0.536438125859339
100017,-0.671432676999975
100049,-0.643419709757561
110014,0.490546229427693
110019,1.54841275617319
110020,0.566668448421384
110045,-0.521967153704078
110050,0.592992199178348
110051,0.214975410061188
120049,0.584181811761397
120051,-0.431558507614441
130049,-0.525200191408062
130050,-0.0768474930524787
140050,-0.62569073177279
150056,0.589757130739063
160050,-0.184502177575618
160060,0.494049216012339
170044,-0.692382246046512
170045,-0.639197411765861
170049,-0.573639676531779
170060,0.560441170621017
170061,-0.459628099953088
180044,-0.118907602619834
210041,-0.407909778770684
210058,-0.613375015261531
210059,0.459262044495324
210062,0.0601225683870246
220033,0.334441325470581
220041,-0.45445278559871
220051,-0.406556693301513
220052,-0.336658595374705
220061,0.840913897491414
220062,0.314937169525955
230005,0.345630892201011
230046,-0.390084237359048
240027,-0.320111315807675
240036,0.611766754620235
240037,1.49317666626166
240040,0.517269971768785
240041,-1.06157423196259
240042,0.551071372232585
240046,-0.645963696300358
240047,0.0239019538643113
240048,1.35704659216698
240049,-0.127180058174491
240052,-0.523348436009199
240060,-0.681685730556158
250004,0.375799183269076
250007,0.297471768514563
250041,-0.637418391792979
250046,-0.778030769402689
250047,-0.487574932935077
250048,-0.692548429812058
250050,-0.91279830570144
250051,1.28565901080928
250060,0.431547201182596
260007,0.584515426256277
260035,0.336514781341225
260039,-0.113165563293074
260044,-0.609617456013449
260047,-0.0083788273749168
260049,0.0768730588126447
260050,0.217952033246599
260051,-0.62303927925002
260058,-0.541553873522635
260059,0.643341532977044
270034,-0.359527185183106
270035,-0.496549748379644
270039,1.54748335216012
270040,-0.263435846121168
270041,-0.162727670540592
270042,1.4797924252844
270043,0.318728771097442
270047,0.22375119500463
270057,0.341897570920607
270059,2.1442287438952
280036,-0.935706081251993
280037,-0.323795152156621
280042,-0.398849198226593
280043,2.21625549223126
280044,0.304459123913204
280046,-0.51042655459638
280047,1.45061050098202
280057,-0.578028657539794
280059,-0.857625118586466
290023,-0.775109447637048
290038,-0.440868930979833
290040,-0.292911225692155
290041,-0.379898076343835
290043,-1.23744689548298
290045,-0.791943684785632
290046,-1.22641767298628
300029,-0.602775707558927
300035,0.6512790096418
300041,-0.565897043665203
300043,-0.64639552028097
300055,1.59191845519275
310029,0.190279533906252
310030,-0.86420254370773
310039,-0.641673183775195
310044,-0.447162701343815
320029,-0.537522359501171
320030,-0.521682077450936
320035,-0.172635420261847
320039,-0.765182618593741
320056,-0.448654047578619
320058,-0.530905837443848
330039,-0.744772168421893
330040,-0.75478855401887
330041,-0.937214972545922
330042,-0.353998317500086
330043,0.24026826103045
330056,-0.478184795014803
340039,-0.884697798744034
340040,0.319136560012612
340041,-0.667735682112221
340042,-0.760965371125237
360040,-0.70799331249229
360042,-0.406056642241121
380040,-0.763364070853149
380041,-0.552667838464413
380070,0.000577145252669498
390059,-0.608588364145353
390060,0.461470769690718
390063,0.367790103418876
