incident_date,incident_number,cad_number,alarm_date_time,unit_clear_date_time,street_address,apt_suite_number,neighborhood,incident_type_id,incident_type_desc,alarms,suppression_app_count,suppression_per_count,ems_app_count,ems_per_count,other_app_count,other_per_count,incident_closed,Location
12/05/2012,196,12340196,12/05/2012 08:29:00 PM,12/05/2012 08:37:00 PM,6933 GRACELY DR,2,SAYLER  PA,412,Gas leak (natural gas or LPG),0,3,9,0,,0,0,1,"CINC 45233
"
12/05/2012,172,12340172,12/05/2012 06:28:00 PM,12/05/2012 06:39:00 PM,3833 WINDING WY,1,NORTH AVON,743,"Smoke detector activation, no fire - unintentional",0,1,4,0,,0,0,1,"CINC 45237
"
12/04/2012,24,12339024,12/04/2012 05:03:00 AM,12/04/2012 05:37:00 AM,2475 NOTTINGHAM RD,,FAY APARTM,480,"Attempted burning, illegal action, other",0,1,4,0,,0,0,1,"CINC 45211
"
12/03/2012,199,12338199,12/03/2012 08:14:00 PM,12/03/2012 08:37:00 PM,13 MCMICKEN AV,5,OVER-THE-R,733,Smoke detector activation due to malfunction,0,1,4,0,,0,0,1,"CINC 45202
"
12/03/2012,159,12338159,12/03/2012 05:51:00 PM,12/03/2012 06:42:00 PM,3809 MILLER ST,,S.. CUMMIN,444,Power line down,0,1,4,0,,0,0,1,"CINC 45223
"
12/03/2012,93,12338093,12/03/2012 01:17:00 PM,12/03/2012 01:39:00 PM,5945 MONTGOMERY RD,,PLEASANT R,531,Smoke or odor removal,0,1,4,0,,0,0,1,"CINC 45213
"
12/03/2012,88,12338088,12/03/2012 12:47:00 PM,12/03/2012 12:59:00 PM,2200 MADISON RD,26,O'BRYONVIL,412,Gas leak (natural gas or LPG),0,4,13,0,,0,0,1,"CINC 45206
"
12/03/2012,42,12338042,12/03/2012 08:53:00 AM,12/03/2012 09:06:00 AM,3443 BERRY AV,,HYDE PARK ,730,"System malfunction, other",0,1,4,0,,0,0,1,"CINC 45208
"
12/03/2012,35,12338035,12/03/2012 08:14:00 AM,12/03/2012 08:49:00 AM,4374 VIRGINIA AV,,NORTHSIDE ,444,Power line down,0,1,4,0,,0,0,1,"CINC 45223
"
12/02/2012,43,12337043,12/02/2012 07:13:00 AM,12/02/2012 07:40:00 AM,1530 TREMONT ST,,SOUTH  FAI,730,"System malfunction, other",0,1,4,0,0,0,0,1,"CINC 45214
"
12/02/2012,17,12337017,12/02/2012 01:59:00 AM,12/02/2012 02:23:00 AM,151 GALBRAITH RD,,HARTWELL  ,730,"System malfunction, other",0,1,4,0,,0,0,1,"CINC 45216
"
12/01/2012,48,12336048,12/01/2012 08:50:00 AM,12/01/2012 08:57:00 AM,5020 SPRING GROVE AV,,Spring Gro,743,"Smoke detector activation, no fire - unintentional",0,1,4,0,,0,0,1,"CINC 45232
"
11/30/2012,164,12335164,11/30/2012 08:36:00 PM,11/30/2012 08:44:00 PM,2275 VINE ST,,FAIRVIEW  ,451,"Biological hazard, confirmed or suspected",0,1,4,0,,0,0,1,"CINC 45202
"
11/30/2012,163,12335163,11/30/2012 08:24:00 PM,11/30/2012 08:43:00 PM,516 13TH ST,,PENDLETON ,911,Citizen complaint,0,1,4,0,,0,0,1,"CINC 45202
"
11/30/2012,114,12335114,11/30/2012 04:05:00 PM,11/30/2012 04:26:00 PM,1671 ROCKFORD PL,,NORTHSIDE ,412,Gas leak (natural gas or LPG),0,3,9,0,,0,0,1,"CINC 45223
"
11/28/2012,142,12333142,11/28/2012 04:31:00 PM,11/28/2012 04:37:00 PM,3603 WASHINGTON AV,,NORTH AVON,700,"False alarm or false call, other",0,1,4,0,,0,0,1,"CINC 45229
"
11/28/2012,70,12333070,11/28/2012 09:54:00 AM,11/28/2012 10:03:00 AM,5432 BLUEBIRD LN,,MOUNT AIRY,735,Alarm system sounded due to malfunction,0,1,4,0,,0,0,1,"CINC 45230
"
11/28/2012,55,12333055,11/28/2012 08:33:00 AM,11/28/2012 08:46:00 AM,6026 GLENWAY AV,,WESTWOOD  ,730,"System malfunction, other",0,1,4,0,,0,0,1,"CINC 45238
"
11/27/2012,183,12332183,11/27/2012 09:27:00 PM,11/27/2012 09:32:00 PM,6160 BENNEVILLE ST,,MT.  WASHI,412,Gas leak (natural gas or LPG),0,3,9,0,,0,0,1,"CINC 45230
"
11/27/2012,88,12332088,11/27/2012 12:50:00 PM,11/27/2012 12:54:00 PM,440 LAFAYETTE AV,,CLIFTON   ,745,"Alarm system activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45220
"
11/26/2012,99,12331099,11/26/2012 01:47:00 PM,11/26/2012 01:55:00 PM,375 DIXMYTH AV,,CLIFTON/UN,735,Alarm system sounded due to malfunction,0,1,4,0,,0,0,1,"CINC 45220
"
11/25/2012,83,12330083,11/25/2012 01:53:00 PM,11/25/2012 03:15:00 PM,1090 ELDA LN,,COLLEGE  H,111,Fire - Building,0,12,34,0,,0,0,1,"CINC 45224
"
11/25/2012,60,12330060,11/25/2012 10:47:00 AM,11/25/2012 10:57:00 AM,1243 QUEBEC RD,3,WEST PRICE,736,CO detector activation due to malfunction,0,1,4,0,,0,0,1,"CINC 45205
"
11/25/2012,16,12330016,11/25/2012 02:40:00 AM,11/25/2012 02:53:00 AM,5 LIBERTY ST,,OVER-THE-R,442,Overheated motor,0,1,4,0,,0,0,1,"CINC 45202
"
11/23/2012,137,12328137,11/23/2012 07:55:00 PM,11/23/2012 08:11:00 PM,3200 VINE ST,,CORRYVILLE,733,Smoke detector activation due to malfunction,0,1,4,0,,0,0,1,"CINC 45219
"
11/22/2012,86,12327086,11/22/2012 02:36:00 PM,11/22/2012 04:00:00 PM,5515 MADISON RD,,MADISONVIL,731,Sprinkler activation due to malfunction,0,3,9,0,,0,0,1,"CINC 45227
"
11/21/2012,186,12326186,11/21/2012 07:46:00 PM,11/21/2012 07:58:00 PM,0 HARRISON AV,,WESTWOOD  ,911,Citizen complaint,0,1,4,0,,0,0,1,"CINC 45211
"
11/21/2012,103,12326103,11/21/2012 01:56:00 PM,11/21/2012 02:05:00 PM,375 DIXMYTH AV,,CLIFTON/UN,745,"Alarm system activation, no fire - unintentional",0,1,4,0,,0,0,1,"CINC 45220
"
11/20/2012,37,12325037,11/20/2012 07:35:00 AM,11/20/2012 07:57:00 AM,6601 RIVER RD,,SAYLER  PA,520,"Water problem, other",0,1,4,0,,0,0,1,"CINC 45233
"
11/19/2012,38,12324038,11/19/2012 07:58:00 AM,11/19/2012 09:01:00 AM,2637 ERIE AV,,HYDE PARK ,324,Motor vehicle accident with no injuries.,0,3,12,0,,0,0,1,"CINC 45208
"
11/18/2012,175,12323175,11/18/2012 10:07:00 PM,11/18/2012 10:14:00 PM,0 GILSEY AV,,WEST PRICE,412,Gas leak (natural gas or LPG),0,1,4,0,0,0,0,1,"CINC 45205
"
11/18/2012,122,12323122,11/18/2012 04:56:00 PM,11/18/2012 05:17:00 PM,3558 WILSON AV,,AVONDALE  ,424,Carbon monoxide incident,0,1,4,0,,0,0,1,"CINC 45229
"
11/17/2012,193,12322193,11/17/2012 10:59:00 PM,11/17/2012 11:04:00 PM,0 BROADWAY ST,,C. B. D. /,730,"System malfunction, other",0,1,4,0,,0,0,1,"CINC 45202
"
11/17/2012,123,12322123,11/17/2012 04:50:00 PM,11/17/2012 05:12:00 PM,3724 STEVENS PL,,COLUMBIA /,733,Smoke detector activation due to malfunction,0,1,4,0,,0,0,1,"CINC 45218
"
11/17/2012,102,12322102,11/17/2012 01:34:00 PM,11/17/2012 01:42:00 PM,3547 WILSON AV,,AVONDALE  ,600,"Good intent call, other",0,1,4,0,,0,0,1,"CINC 45229
"
11/17/2012,66,12322066,11/17/2012 10:11:00 AM,11/17/2012 10:30:00 AM,3924 YEARLING CT,,WESTWOOD  ,745,"Alarm system activation, no fire - unintentional",0,1,4,0,,0,0,1,"CINC 45211
"
11/16/2012,34,12321034,11/16/2012 08:12:00 AM,11/16/2012 08:41:00 AM,430 CLIFF LN,,CLIFTON   ,740,"Unintentional transmission of alarm, other",0,1,4,0,0,0,0,1,"CINC 45220
"
11/15/2012,107,12320107,11/15/2012 02:03:00 PM,11/15/2012 06:32:00 PM,310 EZZARD CHARLES DR,,WEST  END ,721,Bomb scare - no bomb,0,6,19,0,,0,0,1,"CINC 45202
"
11/15/2012,47,12320047,11/15/2012 08:40:00 AM,11/15/2012 09:16:00 AM,3734 ST LAWRENCE AV,,EAST PRICE,730,"System malfunction, other",0,1,4,0,,0,0,1,"CINC 45205
"
11/14/2012,202,12319202,11/15/2012 12:00:00 AM,11/15/2012 12:33:00 AM,416 LUDLOW AV,29,CLIFTON   ,651,"Smoke scare, odor of smoke",0,3,7,0,,0,0,1,"CINC 45220
"
11/14/2012,169,12319169,11/14/2012 07:27:00 PM,11/14/2012 07:35:00 PM,2525 GILBERT AV,,WALNUT HIL,733,Smoke detector activation due to malfunction,0,1,4,0,,0,0,1,"CINC 45219
"
11/13/2012,53,12318053,11/13/2012 09:17:00 AM,11/13/2012 09:22:00 AM,2 GARFIELD PL,,C. B. D. /,745,"Alarm system activation, no fire - unintentional",0,1,4,0,,0,0,1,"CINC 45202
"
11/13/2012,3,12318003,11/13/2012 12:28:00 AM,11/13/2012 12:44:00 AM,3221 MCHENRY AV,,WESTWOOD  ,444,Power line down,0,1,4,0,,0,0,1,"CINC 45211
"
11/12/2012,204,12317204,11/12/2012 11:18:00 PM,11/12/2012 11:39:00 PM,1700 YOUNG ST,,MOUNT  AUB,412,Gas leak (natural gas or LPG),0,3,9,0,,0,0,1,"CINC 45202
"
11/12/2012,179,12317179,11/12/2012 07:04:00 PM,11/12/2012 07:28:00 PM,1127 SETON AV,,EAST PRICE,651,"Smoke scare, odor of smoke",0,3,9,0,,0,0,1,"CINC 45205
"
11/12/2012,79,12317079,11/12/2012 12:17:00 PM,11/12/2012 12:36:00 PM,3338 BONAPARTE AV,,EVANSTON  ,445,"Arcing, shorted electrical equipment",0,9,28,0,,0,0,1,"CINC 45206
"
11/11/2012,189,12316189,11/11/2012 09:33:00 PM,11/11/2012 09:41:00 PM,6034 BUDMAR AV,,COLLEGE  H,550,"Public service assistance, other",0,1,4,0,,0,0,1,"CINC 45224
"
11/11/2012,117,12316117,11/11/2012 03:21:00 PM,11/11/2012 03:34:00 PM,3329 WOODFORD RD,,PLEASANT R,736,CO detector activation due to malfunction,0,1,4,0,,0,0,1,"CINC 45213
"
11/11/2012,99,12316099,11/11/2012 12:45:00 PM,11/11/2012 01:07:00 PM,6008 DESMOND ST,,MADISONVIL,440,"Electrical  wiring/equipment problem, other",0,3,9,0,,0,0,1,"CINC 45227
"
11/11/2012,55,12316055,11/11/2012 08:06:00 AM,11/11/2012 08:31:00 AM,1820 RUTLAND AV,411,EVANSTON  ,743,"Smoke detector activation, no fire - unintentional",0,1,4,0,,0,0,1,"CINC 45207
"
11/10/2012,171,12315171,11/10/2012 09:43:00 PM,11/10/2012 10:01:00 PM,1815 WILLIAM HOWARD TAFT RD,,EAST WALNU,353,Removal of victim(s) from stalled elevator,0,2,8,0,,0,0,1,"CINC 45206
"
11/10/2012,137,12315137,11/10/2012 06:42:00 PM,11/10/2012 06:53:00 PM,3075 MARKBREIT AV,,OAKLEY    ,350,"Extrication, rescue, other",0,1,4,0,,0,0,1,"CINC 45209
"
11/10/2012,10,12315010,11/10/2012 01:45:00 AM,11/10/2012 01:58:00 AM,700 PETE ROSE WY,,QUEENSGATE,730,"System malfunction, other",0,1,4,0,,0,0,1,"CINC 45202
"
11/09/2012,197,12314197,11/09/2012 07:20:00 PM,11/09/2012 07:25:00 PM,105 4TH ST,,C. B. D. /,740,"Unintentional transmission of alarm, other",0,1,4,0,,0,0,1,"CINC 45202
"
11/09/2012,194,12314194,11/09/2012 07:08:00 PM,11/09/2012 07:16:00 PM,105 4TH ST,,C. B. D. /,740,"Unintentional transmission of alarm, other",0,1,4,0,,0,0,1,"CINC 45202
"
11/09/2012,163,12314163,11/09/2012 05:01:00 PM,11/09/2012 05:15:00 PM,3325 TRIMBLE AV,,EVANSTON  ,600,"Good intent call, other",0,3,9,0,,0,0,1,"CINC 45206
"
11/09/2012,121,12314121,11/09/2012 02:29:00 PM,11/09/2012 02:44:00 PM,318 COLLEGE DR UC ,,CLIFTON/UN,600,"Good intent call, other",0,1,4,0,0,0,0,1,"CINC 45221
"
11/09/2012,117,12314117,11/09/2012 02:14:00 PM,11/09/2012 02:32:00 PM,1941 MONTROSE ST,,SOUTH  FAI,551,Assist police or other governmental agency,0,1,4,0,,0,0,1,"CINC 45214
"
11/08/2012,193,12313193,11/08/2012 09:14:00 PM,11/08/2012 10:00:00 PM,117 GOETHE ST,,MOUNT  AUB,444,Power line down,0,1,4,0,,0,0,1,"CINC 45219
"
11/08/2012,13,12313013,11/08/2012 02:08:00 AM,11/08/2012 04:18:00 AM,1220 YARMOUTH AV,,BONDHILL  ,130,"Mobile property (vehicle) fire, other",0,2,5,0,,1,1,1,"CINC 45237
"
11/07/2012,215,12312215,11/07/2012 10:36:00 PM,11/07/2012 10:47:00 PM,4716 HAMILTON AV,2,NORTHSIDE ,440,"Electrical  wiring/equipment problem, other",0,9,28,0,,0,0,1,"CINC 45212
"
11/07/2012,210,12312210,11/07/2012 09:48:00 PM,11/07/2012 09:56:00 PM,5600 MONTGOMERY RD,,PLEASANT R,551,Assist police or other governmental agency,0,0,,0,,0,0,1,"CINC 45213
"
11/07/2012,79,12312079,11/07/2012 11:32:00 AM,11/07/2012 11:35:00 AM,310 LILIENTHAL ST,,RIVERSIDE ,653,"Smoke from barbecue, tar kettle",0,1,4,0,,0,0,1,"CINC 45202
"
11/07/2012,2,12312002,11/07/2012 12:36:00 AM,11/07/2012 12:57:00 AM,231 ALBERT SABIN WY UC ,,CORRYVILLE,743,"Smoke detector activation, no fire - unintentional",0,0,,0,,0,0,1,"CINC 45219
"
11/04/2012,197,12309197,11/04/2012 10:49:00 PM,11/04/2012 10:58:00 PM,1309 WALNUT ST,,,511,Lock-out,0,1,4,0,,0,0,1,"CINC 45202
"
11/04/2012,190,12309190,11/04/2012 09:55:00 PM,11/04/2012 10:15:00 PM,2818 CYPRESS WY,A,PLEASANT R,600,"Good intent call, other",0,10,32,0,,0,0,1,"CINC 45216
"
11/04/2012,143,12309143,11/04/2012 05:57:00 PM,11/04/2012 06:10:00 PM,1 FISCHER PL,,WESTWOOD  ,651,"Smoke scare, odor of smoke",0,2,8,0,,0,0,1,"CINC 45211
"
11/04/2012,134,12309134,11/04/2012 05:13:00 PM,11/04/2012 05:32:00 PM,3338 GEROLD DR,44,WESTWOOD  ,331,"Lock-in (if lock out , use 511 )",0,1,4,0,,0,0,1,"CINC 45204
"
11/04/2012,24,12309024,11/04/2012 03:23:00 AM,11/04/2012 03:48:00 AM,632 VINE ST,,C. B. D. /,740,"Unintentional transmission of alarm, other",0,1,4,0,,0,0,1,"CINC 45202
"
11/03/2012,147,12308147,11/03/2012 05:44:00 PM,11/03/2012 06:08:00 PM,1500 GROESBECK RD,203,COLLEGE  H,511,Lock-out,0,1,4,0,,0,0,1,"CINC 45224
"
