"sum_cost_pedestrian_events","cell_id","num_near_misses","access","dblprk","dnotyld","jywalk","lvisib","lwfws","nobikef","noswlk","other","prkint","prkswlk","speed","vrrlss","wlksig","xwalk","assist","bikes","drives","other.1","walks","n_qst","mean_walk_score","min_walk_score","max_walk_score","num_walk_scores","sum_lane_cnt","sum_width","sum_area","num_streets","num_fire_incd","med_sale_res_y","med_sale_res_n","med_sale_com_y","med_sale_com_n","med_sale_ind_y","med_sale_ind_n","med_sale_pbo_y","med_sale_pbo_n","sum_cost.y","num_events.y","dist","n_object","animals_insects","building.related","construction","food","others","police.property","service.complaint","street_sidewalk","traffic_signal","trash","trees_plants","water.leak","zoning_parking","n_request"
0,530029,0,0,0,1,0,0,0,0,3,2,0,0,1,0,0,0,0,2,1,0,4,9,46,44,48,0,146,1406,3996430,38,0,685000,325600,0,0,0,0,0,0,202.884,22,0.000133579236709609,5,0,2,0,0,39,0,1,16,0,5,2,0,0,65
0,530030,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,39,373,1025809,8,0,103900,325600,0,0,0,0,0,0,151.838,17,0.00207623046628381,6,0,0,0,0,2,0,0,1,0,0,0,0,0,3
0,530031,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,5,50,50,50,1,356,3364,1763597,91,0,233010.299,141702,0,0,0,0,0,0,507.409,53,0.000386465470687484,6,1,1,0,0,31,0,2,22,0,24,3,0,0,84
0,530032,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0,3,46,44,48,0,170,1621,707436,43,0,44983.5,35986.8,261200,0,0,0,0,0,358.993,42,0.0019768681118838,6,6,51,1,0,119,3,3,34,3,269,6,0,3,498
0.141,530033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,65,65,65,1,32,301,134714,9,0,220160,35986.8,267689.1,0,0,0,0,0,310.789,39,0.00085427137623218,6,4,34,1,0,51,8,0,13,0,154,18,0,0,283
12.592,530034,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.5,71,76,2,70,669,248626,19,10,101213.35,95311.18,278890.613,12430,16736244.48,0,0,0,1310.618,141,0.00119014225199503,6,2,72,0,7,113,7,4,18,3,112,2,0,0,340
1.548,530035,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,18,174,77838,5,0,98005,35986.8,0,0,0,0,0,0,860.378,100,0.000459931292974218,12,1,84,0,0,124,3,3,24,0,90,13,0,1,343
0,530036,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,24,236,61987,8,0,44983.5,35986.8,2185508.48,0,0,0,0,0,275.968,32,0.00109132738434681,6,0,3,0,0,24,0,0,22,0,7,2,1,0,59
3.309,530037,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,76,78,2,209,2017,354159,50,0,326334.3885,6979.8,889812.336,25600000,0,0,0,0,1168.784,130,0.000633766964747377,6,14,98,0,1,133,1,0,39,0,12,35,0,2,335
24.993,530038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.3333333333333,67,69,3,517,5209,2745087,97,0,13356,33618,8303950.5,25600000,0,0,0,0,1796.4,210,0.00034367526788676,6,4,52,0,1,156,3,1,40,1,64,29,1,1,353
0,530039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,15,154,64821,7,0,9630.5,27192,69180,0,0,0,0,0,573.529,67,0.00224887650542902,5,16,37,0,0,96,1,0,20,0,146,9,0,0,325
0,530040,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,40,1,116,3228,1360312,46,0,27585,11766.3,6400,0,0,0,0,0,917.466,103,0.00411665258495839,5,2,6,0,0,26,0,0,14,0,11,1,0,0,60
0,530041,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,47,47,1,99,2121,983196,37,0,10414.8,6465,22374,150235.195,0,0,0,0,60.492,6,0.00469224853524412,2,2,50,0,0,66,1,2,18,0,117,9,0,0,265
0,530042,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,220,2310,2708805,55,3,14599,28938,33390,0,0,0,0,0,266.353,32,0.00357969594278254,2,5,72,0,0,69,0,7,7,0,160,27,0,1,348
0.608,530043,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,2,23,11611,1,0,12480,31032,48371.75,0,0,0,0,0,253.153,26,0.00240487267826404,2,13,119,0,0,160,4,3,5,0,255,61,2,5,627
1.244,530044,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,22,226,168077,6,0,17920,109384,51200,85393,0,0,0,0,484.435,59,0.00119821454989825,2,3,65,0,0,74,3,0,6,0,62,10,0,0,223
0.749,530045,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,206,2024,601532,43,0,50000,25600000,27412.5,25600000,0,0,0,0,973.74,117,0.000416949402192679,3,36,203,0,0,124,4,2,11,0,91,8,2,0,481
0.304,530046,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,95,872,1378085,24,0,53984.6895,30720,25860,39776,0,0,0,0,333.922,37,0.00188732599920486,3,0,20,0,0,73,2,3,5,0,167,27,0,0,297
0,530047,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,133,1168,854009,37,0,189877.05,133731.3215,0,0,0,0,0,0,232.027,24,0.00213965213212906,2,0,22,0,0,44,0,1,5,0,125,9,0,2,208
0,530048,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,36,36,1,145,1304,1529516,52,0,305910,79911,0,0,0,0,0,0,71.182,9,0.00145607960725041,2,0,11,0,0,21,0,2,30,2,107,3,2,0,178
2.206,530049,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,31,1,76,950,525846,38,0,56892,71680,142945,0,0,0,0,0,206.356,25,0.0004021445226414,2,0,11,0,0,36,0,3,12,0,162,4,0,2,230
0,530050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,27,35,4,387,3896,1748132,161,0,336142.5,181020,0,0,0,0,0,0,40.328,4,0.00243426176330344,2,0,6,0,0,20,1,3,30,1,132,12,1,0,206
0,530056,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,112,2380,2011142,56,0,46756.25,37405,0,0,0,0,0,0,1620.791,170,0.00923943604724825,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
0,530057,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,65,1859,1313741,39,0,46756.25,37405,0,0,0,0,0,0,2457.042,278,0.00948154146699527,2,0,0,0,0,2,0,0,0,0,1,0,0,0,3
0,530063,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,65,67,2,69,674,170459,23,0,29272.5,28563,144125,0,0,0,0,0,151.23,15,0.00452033517776641,4,11,161,0,0,118,12,0,20,0,158,37,0,2,519
0,530064,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,63,63,2,28,271,79647,10,0,105600,118085,0,0,0,0,0,0,60.492,6,0.00288627112400022,2,0,30,0,0,17,0,0,4,0,34,8,1,0,94
0,530065,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,44520,35616,0,0,115000,0,0,0,110.902,11,0.000692363288740946,2,0,0,0,0,4,0,0,1,0,0,0,0,0,5
0,530066,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,44520,35616,0,0,0,0,0,0,143.354,16,0.00163697103076586,2,0,0,0,0,4,0,0,1,0,0,2,0,0,7
0,530067,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,30,375,1026525,15,0,44520,35616,0,0,0,0,0,0,133.272,15,0.00387362852216783,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2
0,530068,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,44520,35616,0,0,0,0,0,0,0,0,0.00612007665234638,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,530069,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,44520,35616,0,0,0,0,0,0,0,0,0.00836843444467619,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,530070,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,1,53,563,284640,0,0,73777.5,32821.3125,0,0,0,0,0,0,0,0,0.010617488798717,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,530073,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,75,725,1799225,25,0,55450,44360,0,0,0,0,0,0,70.878,8,0.0173661247079478,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,530074,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,132,1276,3166636,44,0,55450,44360,0,0,0,0,0,0,61.899,8,0.0196158794516259,2,0,1,0,2,6,0,0,4,0,0,0,0,0,13
0,530075,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,55450,44360,0,0,0,0,0,0,0,0,0.021865685043319,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,530076,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,55450,44360,0,0,0,0,0,0,0,0,0.0241155272514831,2,0,2,0,0,2,0,0,0,0,1,0,0,0,5
0,540027,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,8,93,160712,3,0,94647.6,75718.08,0,0,0,0,0,0,165.229,21,0.000901667265445583,5,0,1,0,0,7,0,0,0,0,0,2,0,0,10
0,540028,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,46,44,48,0,40,432,713599,12,0,787200,633570,0,0,0,0,0,0,143.209,19,0.000598039530987985,5,0,0,0,0,15,0,0,7,1,28,6,0,0,57
0,540029,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,51,510,392989,17,0,407000,325600,0,0,0,0,0,0,110.902,11,0.0015343368269165,6,0,2,0,0,15,0,0,3,0,4,0,0,0,24
0,540030,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,171,1728,1673424,45,0,44983.5,35986.8,0,0,0,0,0,0,161.616,17,0.00146516483494503,6,0,0,0,0,4,0,0,1,0,0,0,0,0,5
0,540031,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,56,56,56,1,64,673,317285,25,0,280064,357430,394057.65,0,0,0,0,0,161.312,16,0.00192023902445901,6,3,42,0,0,40,3,2,16,0,184,1,0,0,291
0,540032,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,55,55,1,138,1300,762905,40,0,135000,31474.6,424450,485570.943,0,0,0,0,265.441,29,0.00282566046131807,6,1,77,0,0,105,14,2,10,0,196,12,1,1,419
1.103,540033,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,32,312,128167,10,0,75087.5,66780,0,0,0,0,0,0,384.827,41,0.00199465984603253,12,6,100,0,0,216,11,2,35,0,213,34,1,2,620
4.553,540034,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,75.5,71,80,2,72,700,213591,19,0,236198.5,35986.8,109901,135960,484875,113300,0,0,1904.289,211,0.000396292726452494,18,4,135,2,4,200,1,1,30,1,23,5,0,0,406
5.741,540035,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,218,2006,1000957,39,0,73531.5,46120,156242.5,0,0,0,0,0,2175.493,266,0.000358939283909919,6,3,69,0,4,143,6,1,19,0,61,7,0,0,313
1.103,540036,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,82,82,1,55,505,179931,12,0,34690.5,35986.8,766720,0,0,0,0,0,400.374,50,0.00097514848892232,5,1,86,0,0,82,5,3,28,2,94,41,0,0,342
0,540037,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,32,291,106416,9,0,113870,71177.5,31075,59620,0,0,0,0,997.213,122,0.00147071792587541,5,4,67,0,2,88,5,3,21,0,201,43,1,0,435
0.445,540038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,61,61,2,13,131,53182,4,0,7931,22660,24371.5,20432.5,0,0,0,0,649.66,68,0.00183663272410237,6,6,20,0,0,56,0,0,21,0,19,5,0,0,127
0.304,540039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,88,1258,360916,27,0,44983.5,35986.8,0,0,0,0,0,0,1506.425,164,0.00333001542576487,6,0,5,0,0,12,1,0,7,1,21,2,0,1,50
0,540040,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,42,57,5,78,749,278173,26,0,8500,35455.79,6465,33280,640987.5,0,0,0,689.493,73,0.00389899246148431,2,7,50,0,0,41,1,0,14,0,133,4,0,1,251
0,540041,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,53,47,59,2,25,239,112013,7,2,13326.5,45697.289,0,0,0,0,0,0,206.66,26,0.00271146232835346,2,14,109,0,0,148,0,3,11,0,216,40,0,0,541
1.548,540042,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,60,60,1,69,721,910891,19,0,20167.4,54185,896,1828.4,0,0,0,0,1144.808,134,0.00154033738764229,2,2,104,0,8,95,2,3,17,0,249,21,1,2,504
1.357,540043,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,54,54,2,104,1056,1134658,33,0,8960,38522,283776.9,12855452.76,0,0,0,0,1976.341,234,0.00041539396209638,2,11,60,0,9,110,1,1,25,1,42,20,1,1,282
0.749,540044,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,53,53,1,53,543,259329,14,0,16655.1,49134,2512640,25600000,0,0,0,0,1068.713,123,0.000559767380259024,2,6,53,1,0,84,4,3,16,0,128,10,0,0,305
0,540045,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,40,47,2,57,565,355327,19,0,15516,37049,200994.56,0,0,0,0,0,203.047,22,0.00140350942806701,1,10,50,0,0,63,5,0,4,0,126,16,1,0,275
0.046,540046,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6666666666667,31,40,3,142,1290,1392057,36,0,20800,52590.65,237075,149190,0,0,0,0,111.347,13,0.00321769542208196,3,18,61,0,0,137,4,1,5,0,127,27,0,1,381
0,540047,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,54,576,1280142,18,0,51367.85,134244,0,0,0,0,0,0,41.713,7,0.00439203888728533,2,0,13,0,0,26,0,0,2,3,45,3,0,0,92
0,540048,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,28,28,1,290,3021,2594857,105,0,417940,121693.8,0,0,0,0,0,0,41.572,6,0.00255938831603026,2,0,2,0,0,22,3,1,12,0,71,2,2,0,115
0,540049,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,27,33,2,151,1729,703390,58,0,122448.6,64325,0,0,0,0,0,0,385.703,54,0.000640386897622439,2,1,6,0,0,61,1,2,26,0,170,12,0,0,279
0,540056,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,42,2436,1227681,42,0,46756.25,37405,0,0,0,0,0,0,2133.664,249,0.0114963397185541,2,0,0,0,0,9,0,0,0,0,0,0,0,0,9
0,540063,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,62,62,1,25,277,94216,10,0,21981,34089,0,0,0,0,0,0,30.246,3,0.00282664782286776,4,4,73,0,0,65,9,1,11,0,114,5,0,2,284
0,540064,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,80,900,3198500,20,0,44520,35616,0,0,0,0,0,0,41.431,5,0.00157210293431777,4,0,0,0,0,1,0,0,2,0,0,0,0,0,3
0,540065,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,172,1930,6835742,44,0,44520,35616,0,0,0,0,0,0,162.86,19,0.000348069043678187,2,0,1,0,0,16,0,0,8,0,0,0,0,0,25
0,540066,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,44520,35616,0,0,0,0,0,0,10.082,1,0.002191813891139,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
0,540067,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,56,700,1916180,28,0,44520,35616,0,0,0,0,0,0,0,0,0.00423496026495787,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2
0,540068,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,44520,35616,0,0,0,0,0,0,0,0,0.0064180016697535,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,540069,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,44520,35616,0,0,0,0,0,0,0,0,0.00859742006915866,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,540070,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,31164,35616,0,0,0,0,0,0,0,0,0.0107990981794185,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,540073,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,55450,44360,0,0,0,0,0,0,121.125,13,0.0174781374940946,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,540074,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,17,1,81,783,1943163,27,0,55450,44360,9438900,0,0,0,0,0,142.251,15,0.0197152287949415,2,4,6,1,0,18,0,0,4,0,0,0,0,0,33
0,540075,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,1,53,563,284640,0,0,438275,44360,0,0,0,0,0,0,0,0,0.021954958875409,2,0,1,0,0,1,0,0,1,0,11,0,0,0,14
0,540076,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,55450,44360,0,0,0,0,0,0,0,0,0.0241965949795602,2,1,1,0,0,5,0,0,0,0,0,0,0,0,7
10.082,550026,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,59,59,1,12,123,233466,2,0,94647.6,75718.08,0,0,0,0,0,0,202.856,24,0.000693274372973849,5,0,0,0,0,4,0,0,1,0,14,0,0,0,19
0,550027,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,64,686,729362,18,0,407000,325600,0,0,0,0,0,0,723.91,85,0.000890951753408542,5,0,0,0,0,42,4,0,8,0,19,6,0,0,79
0,550028,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,117,1224,1358862,39,0,407000,325600,0,0,0,0,0,0,253.312,30,0.00226030807257907,5,0,1,0,0,4,0,0,2,0,0,0,0,0,7
0,550029,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,501,5244,5974068,159,0,407000,325600,0,0,0,0,0,0,102.531,13,0.00151102216879375,6,0,0,2,0,17,0,0,7,0,0,0,0,0,26
0,550030,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,140,1402,1778316,35,0,44983.5,35986.8,0,0,0,0,0,0,51.513,6,0.00147140886230524,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,550031,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,60,62,2,106,1095,1215754,29,0,215490,174495.3065,196020,112640,484875,0,0,0,114.211,14,0.00293375945027518,12,1,38,0,0,24,1,1,7,1,162,2,1,0,238
0.304,550032,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,1,1,0,3,5,62,60,64,2,23,220,69400,7,0,143660,110076.615,134784,97790,0,0,0,0,400.869,49,0.0014735757584527,12,4,71,0,0,96,8,1,13,1,172,7,0,0,373
0,550033,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,70,70,1,102,993,251861,22,0,45579.543,63106.227,198275,10240,3500000,0,0,0,637.98,67,0.000444344500433025,12,3,47,0,3,115,4,0,44,0,29,15,0,1,261
11.489,550034,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,76.75,76,77,4,101,933,183567,42,0,52480,5120,63415,0,6798,0,0,0,1020.446,114,0.00118560074740146,6,2,108,0,2,137,3,3,43,2,119,15,1,0,435
2.206,550035,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,31,295,100982,8,0,21120,38020,291840,0,0,0,0,0,870.015,99,0.000458827111637236,6,2,80,0,0,101,6,3,20,1,228,23,1,0,465
0.304,550036,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,22,214,85341,6,2,30921.918,12813000,187748.5,12887010,381440,0,0,0,270.602,36,0.00232151100277764,6,10,84,0,0,113,5,0,23,0,96,20,0,1,352
1.103,550037,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,20,197,76552,5,0,27769.35,35986.8,0,0,0,0,0,0,369.683,45,0.00368328873898708,5,8,38,0,0,93,3,3,33,0,76,4,0,0,258
10.082,550038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,76,76,1,47,495,178081,12,0,38790,94720,112491,0,0,0,0,0,735.59,86,0.0038669040124954,6,1,17,1,0,55,1,1,18,2,32,2,0,0,130
0,550039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5,58,63,2,58,2127,290659,34,0,1307000,21631.48,0,0,0,0,0,0,1066.253,117,0.00357204747400094,2,0,8,0,0,16,0,0,3,0,7,1,0,0,35
0.141,550040,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,57,57,2,28,335,348663,13,0,4944.5,11046.75,155392.5,12936730,0,0,0,0,232.19,24,0.00226091910617652,2,25,83,0,0,156,1,0,10,1,54,20,0,0,350
1.103,550041,0,0,0,0,0,2,0,1,0,2,0,0,5,3,0,0,0,1,11,0,1,13,66,66,66,1,54,538,178832,13,0,6465,38773,4307800,12810121.5,0,0,0,0,1333.596,147,0.00109590761115104,2,21,100,0,0,114,0,1,7,0,146,31,1,0,421
