"sum_cost_pedestrian_events","cell_id","num_near_misses","access","dblprk","dnotyld","jywalk","lvisib","lwfws","nobikef","noswlk","other","prkint","prkswlk","speed","vrrlss","wlksig","xwalk","assist","bikes","drives","other.1","walks","n_qst","mean_walk_score","min_walk_score","max_walk_score","num_walk_scores","sum_lane_cnt","sum_width","sum_area","num_streets","num_fire_incd","med_sale_res_y","med_sale_res_n","med_sale_com_y","med_sale_com_n","med_sale_ind_y","med_sale_ind_n","med_sale_pbo_y","med_sale_pbo_n","sum_cost.y","num_events.y","dist","n_object","animals_insects","building.related","construction","food","others","police.property","service.complaint","street_sidewalk","traffic_signal","trash","trees_plants","water.leak","zoning_parking","n_request"
0.608,970028,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,36,429,335042,18,0,87040,54618,0,0,0,0,0,0,941.175,109,0.00130285277459065,2,2,27,1,0,66,9,0,11,0,224,8,0,1,349
0.304,970029,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,66,63,69,3,112,1210,1310736,50,0,28381.5,43962,25003,87960,0,0,0,0,1967.962,228,0.000962742044461475,2,14,41,0,0,158,13,2,39,0,272,10,0,5,554
0,970030,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,54,54,1,80,779,1173883,29,0,283.25,60049,89600,0,0,0,0,0,263.235,27,0.0028586656675065,2,14,25,0,0,89,4,9,30,0,239,13,0,4,427
0,970031,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,33,308,221947,11,0,46120,36896,0,0,0,0,0,0,131.066,13,0.00482340222556454,2,0,0,0,0,5,0,0,4,0,0,0,0,0,9
0,970032,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,57,494,1985348,19,0,46120,36896,0,0,0,0,0,0,117.329,19,0.00692825399159369,2,0,0,0,0,6,0,0,3,0,1,1,0,0,11
0,970033,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,30,319,335637,15,0,46120,36896,0,0,0,0,0,0,30.246,3,0.00624500405094829,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,970034,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,10,105,115515,5,0,80166,64132.8,0,0,0,0,0,0,30.246,3,0.00410049354473103,6,0,1,0,0,3,0,0,1,0,0,0,0,0,5
0,970035,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,12,100,89988,4,0,189154.35,64132.8,0,0,0,0,0,0,40.328,4,0.00218014591202646,6,0,0,0,0,0,3,2,9,0,54,0,0,0,68
0.141,970036,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,116,1276,1154925,29,0,6465,64132.8,20480,20896,0,0,0,0,737.025,86,0.00128026381033322,6,0,8,0,0,16,0,1,12,0,37,8,1,0,83
1.103,970037,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,1,42,378,401786,14,0,161109.35,103174,0,0,0,0,0,0,451.279,54,0.00152679149286221,6,0,3,0,4,13,0,1,6,1,28,4,0,0,60
0,970038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,1,63,567,372683,21,0,156107,104236,0,0,0,0,0,0,0,0,0.0031366283504424,1,0,6,0,0,17,5,1,15,0,50,4,0,0,98
0,970039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,93,806,1317314,31,0,127818,88808,0,0,0,0,0,0,60.492,6,0.00415441201035726,1,0,7,0,0,25,3,0,14,1,83,5,0,0,138
0,970040,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,34,31,37,2,31,302,342479,12,0,113300,74994,4608000,0,0,0,0,0,20.164,2,0.00264195715465397,6,0,2,0,0,33,3,4,7,1,116,6,3,0,175
0,970041,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,43,43,1,22,240,105106,9,10,49856,54306,211532.5,72512,0,0,0,0,872.008,104,0.000434145595567367,6,11,48,0,1,136,17,3,8,1,237,12,0,6,480
0,970042,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,4,46,12191,2,0,76061.5,89740.393,155820,0,0,0,0,0,186.8,25,0.0018105885921461,6,0,37,0,0,27,4,2,4,0,82,5,0,0,161
0,970043,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,44,44,1,3,30,78879,1,0,35840,43962,10197,73645,0,0,0,0,20.164,2,0.003968261697345,7,0,2,0,0,12,2,1,1,0,65,6,0,0,89
0,970044,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,26,1,65,707,709001,32,0,87557.75,64132.8,81459,77044,0,0,0,0,296.132,34,0.00323046215080053,3,0,1,0,0,15,0,0,1,0,6,0,0,0,23
1.407,970045,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,36,36,1,140,1471,945805,56,0,38985.243,60160,0,0,0,0,0,0,643.423,76,0.0011845700153802,3,4,12,0,0,40,2,1,27,4,142,1,0,7,240
1.103,970046,0,0,0,3,0,0,0,1,0,2,0,0,2,5,0,0,0,1,5,0,7,31,46,44,48,0,52,492,266646,14,0,73645,64132.8,26059,81576,0,0,0,0,791.225,86,0.00095349106806119,3,1,7,0,0,46,0,3,50,0,55,3,0,5,170
0,970047,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,80166,64132.8,0,0,0,0,0,0,70.574,7,0.00256976992869859,3,0,0,0,0,2,0,0,1,0,0,0,0,0,3
0,970048,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,80166,64132.8,0,0,0,0,0,0,10.082,1,0.00416473925214839,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,970049,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,80166,64132.8,0,0,0,0,0,0,0,0,0.00573002487399006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,970050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,80166,64132.8,0,0,0,0,0,0,0,0,0.00764502021831935,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,970051,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,80166,64132.8,0,0,0,0,0,0,0,0,0.00970486992577772,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,980014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,250,2415,769146,56,0,6000,18000,33876.25,60771,0,0,0,0,40.328,4,0.00100231372261105,1,0,4,0,0,25,0,4,17,0,31,0,0,1,82
0,980015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,3,226,2298,2030178,144,0,26174.5,31032,0,0,0,0,0,0,80.656,8,0.00133672758207004,1,0,9,0,0,36,1,3,42,0,92,14,0,1,198
0,980024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,24,1,56,495,133496,19,0,33390,37080.48,0,0,0,0,0,0,141.756,16,0.00437413299051886,5,7,26,0,0,59,1,0,10,0,99,7,2,1,212
0.304,980025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,19,194,81558,7,0,24926,40960,20688,0,0,0,0,0,163.772,22,0.00217435509081133,5,16,67,0,0,161,18,4,29,1,360,39,1,0,696
2.206,980026,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,140,1346,581103,49,0,21527,45320,57600,0,0,0,0,0,1166.96,124,0.000296353593903436,5,4,15,1,2,64,3,4,34,0,111,6,0,2,246
0,980027,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,61,61,61,1,217,2122,658676,82,0,73215.5,52240,0,0,0,0,0,0,360.096,43,0.00225635537132331,5,2,23,0,0,75,3,4,13,0,220,5,0,2,347
2.206,980028,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,112,1024,911136,40,0,75684,83200,0,0,0,0,0,0,831.016,102,0.00114185958832724,2,6,27,0,0,75,3,0,15,0,254,8,2,0,390
1.103,980029,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,61,61,1,44,438,391420,14,0,32650,62064,91784.25,83475,0,0,0,0,1207.5,143,0.000965150582235468,2,1,33,0,0,125,8,2,21,0,128,6,0,3,327
0,980030,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,165,1540,2416865,55,0,46120,36896,0,0,0,0,0,0,70.574,7,0.00321424315521644,2,0,0,0,0,3,0,0,3,0,0,0,0,0,6
0,980031,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,171,1482,5956044,57,0,46120,36896,0,0,0,0,0,0,83.752,14,0.00500691829285726,2,0,0,0,0,1,0,0,1,0,0,0,0,0,2
0,980032,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,46120,36896,0,0,0,0,0,0,41.735,6,0.00675193310028701,2,0,1,0,0,8,0,0,6,0,2,0,0,0,17
0,980033,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,30,315,435585,15,0,46120,36896,0,0,0,0,0,0,20.164,2,0.00714273612310022,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,980034,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,20,210,242902,10,0,46120,36896,0,0,0,0,0,0,0,0,0.0053024895328104,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,980035,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,44,397,390433,11,0,80166,64132.8,0,0,0,0,0,0,103.026,12,0.00322723427031506,7,0,2,0,0,1,0,0,1,0,0,0,0,0,4
1.103,980036,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,137,1242,1268421,34,0,58432.5,54258.75,30038,196558.08,0,0,0,0,822.461,87,0.00142825789300903,7,1,8,0,0,6,1,0,3,0,0,2,0,0,21
0,980037,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,135,1371,1470126,46,1,19546.75,54385.87,199606.875,0,0,0,0,0,1048.746,118,0.000136517859365874,1,7,30,0,0,127,2,3,55,1,67,16,0,1,309
0,980038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,131,1230,2037509,54,3,143118.25,103440,0,0,0,0,0,0,182.579,19,0.00193494468509795,1,0,11,0,0,33,0,0,9,0,48,1,0,0,102
0,980039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,85,748,1166370,29,0,138360,57779.5,0,0,0,0,0,0,60.492,6,0.00220851781806479,1,0,5,0,0,21,0,1,3,0,60,0,0,0,90
0,980040,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,37,37,2,44,428,269696,22,0,94822.85,129920,0,0,0,0,0,0,115.759,17,0.0014512857399643,1,0,8,1,0,24,2,1,16,0,106,3,0,1,162
1.407,980041,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,46,44,48,0,55,490,158123,18,0,151862.85,88034.1,413225,0,0,0,0,0,771.661,94,0.000218946456923305,6,8,30,0,0,84,7,5,11,0,137,16,0,6,304
0,980042,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,1,120,1358,572105,60,0,73399.5,56650,0,0,0,0,0,0,61.1,8,0.00203010287108345,6,0,36,0,0,19,1,1,2,1,88,2,0,1,151
0,980043,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,27346,50963,0,0,0,0,0,0,70.574,7,0.00403707678608173,5,0,17,0,0,27,4,2,3,0,100,9,0,1,163
0,980044,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,1,44,459,323295,22,0,91225.5,77580,0,0,0,0,0,0,141.148,14,0.00214010140796549,5,1,1,0,0,21,1,0,3,0,71,1,1,0,100
0.141,980045,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,143,1405,742329,45,10,36785.85,57601.25,0,0,0,0,0,0,3413.84,388,0.000641304612038769,3,5,27,2,0,174,6,4,50,6,192,13,0,36,515
0,980046,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,42,415,201221,7,1,215270,64132.8,0,0,0,0,0,0,1014.768,109,0.00167876299813801,3,1,2,0,0,8,0,0,0,1,12,0,0,0,24
0,980047,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,80166,64132.8,0,0,0,0,0,0,11.185,2,0.00391793769175454,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,980048,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,80166,64132.8,0,0,0,0,0,0,0,0,0.0057436383991953,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,980049,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,80166,64132.8,0,0,0,0,0,0,0,0,0.00731891033535422,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,980050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,80166,64132.8,0,0,0,0,0,0,10.082,1,0.00889806020591701,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,980051,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,80166,64132.8,0,0,0,0,0,0,0,0,0.0107195857793186,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,990013,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,23060,18448,0,0,0,0,0,0,0,0,0.00249373755927779,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,990014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,1,93,902,406235,70,0,33390,15582,885078.48,204800,0,0,0,0,61.595,7,0.000505573780937547,1,5,12,0,0,47,0,4,9,0,43,7,0,0,127
0,990015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,8,75,110687,5,0,18128,1168.9,0,0,0,0,0,0,21.267,3,0.0021017848847157,1,0,3,0,0,10,1,0,7,0,12,0,0,0,33
0,990023,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,18,23,2,156,1572,611746,78,0,35986.05,44404,0,0,0,0,0,0,40.328,4,0.00681860109108818,5,6,3,0,0,65,5,3,27,0,159,4,4,2,278
0,990024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,23,23,1,202,1865,753514,79,0,31386.6,56517.03,0,0,0,0,0,0,90.738,9,0.00460366940788451,5,1,9,0,0,37,0,1,14,0,144,21,4,1,232
0,990025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,29,29,1,151,1383,1029642,63,0,66000.75,89216,0,0,0,0,0,0,162.415,17,0.00236563632728001,5,0,12,0,0,80,7,0,17,0,144,9,0,0,269
0.141,990026,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,41,41,2,95,957,782905,25,0,40159.5,46548,87075,126786,0,0,0,0,365.462,39,0.000337935606594529,5,9,31,1,0,124,4,1,25,0,248,5,0,0,448
0,990027,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,49,50,2,73,720,444288,29,0,64650,51499,0,0,0,0,0,0,131.066,13,0.00202056848812143,5,1,2,1,0,24,7,3,7,0,174,14,0,2,235
0.304,990028,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6666666666667,52,59,3,75,893,349555,37,0,34750.5,47586,1444575,0,0,0,0,0,782.041,97,0.0018963913490652,2,6,35,0,0,56,9,2,2,0,227,15,0,1,353
1.711,990029,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,88,916,676019,27,10,83264.7,36062.313,142185.75,133127.5,0,0,0,0,2338.218,267,0.000330010257377282,2,3,32,0,0,104,2,2,35,0,195,18,0,3,394
0,990030,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,45,45,1,12,144,41323,6,0,111188.7,60801.15,0,0,0,0,0,0,111.206,12,0.00182107176903719,2,0,3,0,0,3,0,0,0,0,44,1,0,0,51
0,990031,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,81,702,2821284,27,0,46120,36896,0,0,0,0,0,0,30.55,4,0.00366464447496189,2,0,0,0,0,2,0,0,2,0,0,0,0,0,4
0,990032,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,31,1,88,861,500996,33,0,101856.7,101856.7,0,0,0,0,0,0,10.082,1,0.00551145795513154,2,0,2,1,0,9,1,3,8,0,63,2,0,0,89
0,990033,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,28,265,136756,10,0,95616,36896,0,0,0,0,0,0,50.41,5,0.00719991089059303,7,0,1,0,0,3,0,0,2,0,17,2,0,0,25
0,990034,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,80166,64132.8,0,0,0,0,0,0,10.082,1,0.00495345803365654,7,2,1,0,0,1,0,0,0,0,0,0,0,0,4
0,990035,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,196,1773,1165661,49,0,80166,64132.8,0,0,0,0,0,0,122.087,13,0.00271289385158249,7,0,3,0,0,3,0,0,0,0,0,0,0,0,6
12.429,990036,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,323,3218,2355296,69,0,24861.243,49720,389550,0,0,0,0,0,684.926,77,0.000554848175370844,7,0,8,0,0,28,0,1,9,0,44,3,1,1,95
0,990037,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,34,34,1,35,415,303197,17,22,30769.4,44748,0,0,0,0,0,0,632.31,70,0.00132983445012782,1,4,20,1,0,64,3,1,5,0,162,3,1,1,265
0,990038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,27,27,1,263,2685,3178252,97,8,45535.5,54384,2130040,96644,0,0,0,0,340.709,42,0.000947336355348937,1,0,5,0,0,26,1,4,9,0,125,2,0,0,172
0,990039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,23,23,1,32,374,361923,15,0,73929.75,71710,2560,64650,0,0,0,0,154.539,18,0.00111002739100732,1,0,12,0,0,51,3,4,5,0,185,10,1,2,273
0,990040,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,1,116,1016,872264,40,0,159200.1,83584,0,0,0,0,0,0,174.512,22,0.000735628132716121,1,0,3,1,0,33,2,3,20,0,67,11,0,0,140
0.141,990041,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,40,1,65,625,330317,16,0,137000,155160,756840,61182,0,0,0,0,1283.49,143,0.000177425013629791,5,11,47,2,0,83,10,2,40,3,73,0,0,0,271
0.141,990042,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,27,27,1,80,852,598763,39,0,70119,58880,322835,0,0,0,0,0,681.567,77,0.00142017344585145,6,4,56,0,0,49,4,2,6,1,99,18,0,2,241
1.103,990043,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,49,49,1,75,819,465843,25,0,63448,54692,90112,113300,0,0,0,0,201.64,20,0.00303621939456528,6,0,26,0,0,38,18,0,0,0,105,17,0,0,204
0.304,990044,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,44,44,2,133,1280,478942,45,11,67866.7,76800,81821.35,95172,0,0,0,0,406.118,46,0.00115515798102951,5,2,24,0,0,102,15,2,9,0,153,31,0,4,342
0,990045,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,3,13,46,44,48,0,48,449,153187,13,0,35009.7,49628,247086,176967,0,0,0,0,834.768,98,0.000975276460494137,5,7,28,0,0,66,1,1,21,0,89,22,0,9,244
0,990046,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,34,34,1,250,2465,1551040,65,0,198475.5,147290,0,0,0,0,0,0,226.216,26,0.00269097139083295,5,0,2,0,0,50,1,0,7,0,9,0,0,0,69
0,990047,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,190656.9,64132.8,0,0,0,0,0,0,73.084,10,0.00464555457163853,3,0,0,0,0,4,0,0,1,0,0,0,0,0,5
0,990048,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,80166,64132.8,0,0,0,0,0,0,10.082,1,0.00665085456830361,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,990049,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,80166,64132.8,0,0,0,0,0,0,0,0,0.00877562376672339,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,990050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,80166,64132.8,0,0,0,0,0,0,0,0,0.0102946442502326,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,990051,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,80166,64132.8,0,0,0,0,0,0,0,0,0.0103499950094101,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,1000013,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,48,0,53,563,284640,0,0,34035.54,18448,0,0,0,0,0,0,20.164,2,0.00116931002763519,1,0,1,0,0,3,0,0,0,0,0,0,0,0,4
