"ix","iy","cell_id","lat","long"
73,1,"00730001",39.0512506044946,-84.5324927357891
74,1,"00740001",39.0512507352475,-84.5347519489871
75,1,"00750001",39.051250822416,-84.537011162192
76,1,"00760001",39.0512508660002,-84.5392703754011
77,1,"00770001",39.051250866,-84.5415295886116
78,1,"00780001",39.0512508224155,-84.5437888018207
79,1,"00790001",39.0512507352466,-84.5460480150257
80,1,"00800001",39.0512506044934,-84.5483072282236
81,1,"00810001",39.0512504301558,-84.5505664414118
82,1,"00820001",39.0512502122338,-84.5528256545875
83,1,"00830001",39.0512499507275,-84.5550848677478
84,1,"00840001",39.0512496456368,-84.55734408089
85,1,"00850001",39.0512492969618,-84.5596032940113
86,1,"00860001",39.0512489047025,-84.5618625071089
87,1,"00870001",39.0512484688588,-84.56412172018
88,1,"00880001",39.0512479894307,-84.5663809332218
89,1,"00890001",39.0512474664183,-84.5686401462315
90,1,"00900001",39.0512468998215,-84.5708993592064
91,1,"00910001",39.0512462896404,-84.5731585721437
92,1,"00920001",39.051245635875,-84.5754177850405
93,1,"00930001",39.0512449385252,-84.5776769978941
94,1,"00940001",39.0512441975911,-84.5799362107017
95,1,"00950001",39.0512434130727,-84.5821954234604
96,1,"00960001",39.0512425849699,-84.5844546361676
97,1,"00970001",39.0512417132828,-84.5867138488205
98,1,"00980001",39.0512407980113,-84.5889730614161
99,1,"00990001",39.0512398391555,-84.5912322739518
100,1,"01000001",39.0512388367154,-84.5934914864248
101,1,"01010001",39.051237790691,-84.5957506988323
102,1,"01020001",39.0512367010823,-84.5980099111714
103,1,"01030001",39.0512355678892,-84.6002691234394
104,1,"01040001",39.0512343911119,-84.6025283356336
105,1,"01050001",39.0512331707502,-84.604787547751
106,1,"01060001",39.0512319068042,-84.607046759789
107,1,"01070001",39.0512305992739,-84.6093059717447
108,1,"01080001",39.0512292481594,-84.6115651836154
109,1,"01090001",39.0512278534605,-84.6138243953982
110,1,"01100001",39.0512264151773,-84.6160836070905
111,1,"01110001",39.0512249333099,-84.6183428186893
112,1,"01120001",39.0512234078581,-84.6206020301919
113,1,"01130001",39.0512218388221,-84.6228612415955
114,1,"01140001",39.0512202262018,-84.6251204528973
115,1,"01150001",39.0512185699973,-84.6273796640946
116,1,"01160001",39.0512168702084,-84.6296388751845
117,1,"01170001",39.0512151268354,-84.6318980861643
118,1,"01180001",39.051213339878,-84.6341572970312
119,1,"01190001",39.0512115093364,-84.6364165077823
120,1,"01200001",39.0512096352106,-84.6386757184149
121,1,"01210001",39.0512077175005,-84.6409349289262
122,1,"01220001",39.0512057562062,-84.6431941393134
123,1,"01230001",39.0512037513277,-84.6454533495738
124,1,"01240001",39.0512017028649,-84.6477125597045
125,1,"01250001",39.0511996108179,-84.6499717697028
126,1,"01260001",39.0511974751868,-84.6522309795658
127,1,"01270001",39.0511952959714,-84.6544901892908
128,1,"01280001",39.0511930731718,-84.656749398875
129,1,"01290001",39.051190806788,-84.6590086083155
130,1,"01300001",39.05118849682,-84.6612678176097
131,1,"01310001",39.0511861432678,-84.6635270267547
132,1,"01320001",39.0511837461315,-84.6657862357477
133,1,"01330001",39.051181305411,-84.668045444586
134,1,"01340001",39.0511788211064,-84.6703046532668
135,1,"01350001",39.0511762932175,-84.6725638617872
136,1,"01360001",39.0511737217446,-84.6748230701444
137,1,"01370001",39.0511711066875,-84.6770822783358
138,1,"01380001",39.0511684480462,-84.6793414863585
139,1,"01390001",39.0511657458209,-84.6816006942096
140,1,"01400001",39.0511630000114,-84.6838599018866
141,1,"01410001",39.0511602106178,-84.6861191093864
142,1,"01420001",39.0511573776401,-84.6883783167064
143,1,"01430001",39.0511545010783,-84.6906375238437
144,1,"01440001",39.0511515809325,-84.6928967307957
145,1,"01450001",39.0511486172025,-84.6951559375594
146,1,"01460001",39.0511456098885,-84.6974151441321
147,1,"01470001",39.0511425589904,-84.699674350511
148,1,"01480001",39.0511394645083,-84.7019335566933
149,1,"01490001",39.0511363264421,-84.7041927626763
150,1,"01500001",39.0511331447919,-84.7064519684571
151,1,"01510001",39.0511299195577,-84.7087111740329
152,1,"01520001",39.0511266507394,-84.710970379401
1,2,"00010002",39.053376650794,-84.3698295846099
2,2,"00020002",39.0533799196659,-84.3720887899775
3,2,"00030002",39.0533831449532,-84.3743479955529
4,2,"00040002",39.0533863266556,-84.3766072013332
5,2,"00050002",39.0533894647734,-84.3788664073157
6,2,"00060002",39.0533925593064,-84.3811256134977
7,2,"00070002",39.0533956102546,-84.3833848198762
8,2,"00080002",39.053398617618,-84.3856440264485
9,2,"00090002",39.0534015813966,-84.3879032332118
10,2,"00100002",39.0534045015904,-84.3901624401634
11,2,"00110002",39.0534073781994,-84.3924216473004
