OBJECTID,TOWNSHIP,DISTZONE,ZONING,ZONE
2839,WOODLAWN,WOODLAWN,R3,
2840,COLERAIN,COLERAIN,PD-R,
2841,COLERAIN,COLERAIN,B-1,
2842,COLERAIN,COLERAIN,B-2,
2843,COLERAIN,COLERAIN,B-2,
2844,COLERAIN,COLERAIN,O-1,
2845,COLERAIN,COLERAIN,PD-B,
2846,COLERAIN,COLERAIN,PD-B,
2847,COLERAIN,COLERAIN,R-3,
2848,COLERAIN,COLERAIN,PD-R,
2849,COLERAIN,COLERAIN,O-1,
2267,HCRPC,GREETP,A,
2268,HCRPC,GREETP,O,
2269,HCRPC,GREETP,A-2 PUD,
2270,HCRPC,GREETP,A PUD,
2271,HCRPC,SYMMTP,A,
2272,HCRPC,SYMMTP,B CUP,
2273,HCRPC,SYMMTP,A,
2440,HCRPC,COLUTP,A CUP,
2441,HCRPC,COLUTP,EE,
2442,HCRPC,COLUTP,E PUD SPI-SC,
2443,HCRPC,COLUTP,E PUD SPI-SC,
2444,HCRPC,SYMMTP,E,
2445,HCRPC,SYMMTP,E,
2446,HCRPC,SYMMTP,G,
2447,HCRPC,SPRGTP,R-3,
2448,HCRPC,SPRGTP,B-2,
2449,HCRPC,SPRGTP,R-3,
2450,HCRPC,SPRGTP,B-2,
2451,HCRPC,SPRGTP,M-1,
2452,HCRPC,SPRGTP,C PUD,
2453,HCRPC,SPRGTP,O-2,
2641,HCRPC,North Bend,B2PD,
2642,HCRPC,North Bend,B-2,
2643,HCRPC,North Bend,R2PD,
2644,HCRPC,SPRGTP,R-1A,
2645,HCRPC,SPRGTP,R-2,
2646,HCRPC,SPRGTP,B-2,
2647,HCRPC,SPRGTP,M-PUD,
2648,HCRPC,SPRGTP,M-1,
2649,HCRPC,SPRGTP,R-PUD,
2650,HCRPC,SPRGTP,R-PUD,
2651,HCRPC,SPRGTP,R-3,
2652,HCRPC,SPRGTP,O-2,
2653,HCRPC,SPRGTP,R-1,
2877,WOODLAWN,WOODLAWN,R3,
2878,WOODLAWN,WOODLAWN,R3,
2879,WOODLAWN,WOODLAWN,R3,
2880,WOODLAWN,WOODLAWN,R3,
2881,WOODLAWN,WOODLAWN,R3,
2882,COLERAIN,COLERAIN,R-4,
2274,HCRPC,SYMMTP,O,
2275,HCRPC,SYMMTP,E,
2276,HCRPC,SYMMTP,E,
2277,HCRPC,SYMMTP,A,
2278,HCRPC,SYMMTP,O,
2279,HCRPC,SYMMTP,H,
2280,HCRPC,SYMMTP,H,
2281,TOWNSHIP,SYCMTP,OO,
2282,TOWNSHIP,SYCMTP,O,
2283,TOWNSHIP,SYCMTP,C,
2284,TOWNSHIP,SYCMTP,D,
2285,TOWNSHIP,SYCMTP,B-2,
2286,TOWNSHIP,SYCMTP,A-2,
2287,TOWNSHIP,SYCMTP,E,
2288,TOWNSHIP,SYCMTP,E,
2289,TOWNSHIP,SYCMTP,B,
2290,TOWNSHIP,SYCMTP,DD,
2291,TOWNSHIP,SYCMTP,DD,
2292,TOWNSHIP,SYCMTP,DD,
2454,HCRPC,SPRGTP,C PUD,
2455,HCRPC,SPRGTP,R-2,
2456,HCRPC,SPRGTP,B-2,
2457,TOWNSHIP,SYCMTP,O,
2458,TOWNSHIP,SYCMTP,F,
2459,TOWNSHIP,SYCMTP,F,
2460,TOWNSHIP,SYCMTP,B,
2461,TOWNSHIP,SYCMTP,OO,
2462,TOWNSHIP,SYCMTP,F,
2463,TOWNSHIP,SYCMTP,EE,
2464,TOWNSHIP,SYCMTP,D,
2465,TOWNSHIP,SYCMTP,OO,
2466,TOWNSHIP,SYCMTP,OO,
2467,TOWNSHIP,SYCMTP,A,
2654,HCRPC,SPRGTP,B-2,
2655,HCRPC,SPRGTP,R-2,
2656,ANDERSON,ANDERSON,A CUP,
2657,ANDERSON,ANDERSON,AA CUP,
2658,ANDERSON,ANDERSON,OO,
2659,ANDERSON,ANDERSON,E PUD,
2660,ANDERSON,ANDERSON,E PUD,
2661,ANDERSON,ANDERSON,E PUD,
2662,ANDERSON,ANDERSON,E PUD,
2663,ANDERSON,ANDERSON,E PUD,
2664,ANDERSON,ANDERSON,E,
2665,ANDERSON,ANDERSON,C PUD,
2666,ANDERSON,ANDERSON,C PUD,
2667,ANDERSON,ANDERSON,E PUD,
2668,ANDERSON,ANDERSON,B,
2669,ANDERSON,ANDERSON,E,
2911,COLERAIN,COLERAIN,PD-B,
2912,COLERAIN,COLERAIN,PD-B,
2913,COLERAIN,COLERAIN,PD-B,
2914,COLERAIN,COLERAIN,B-2,
2915,COLERAIN,COLERAIN,PD-B,
2916,COLERAIN,COLERAIN,R-4,
2917,CROSBY,CROSBY,E,
2918,CROSBY,CROSBY,H,
2919,CROSBY,CROSBY,A,
2920,CROSBY,CROSBY,A,
2293,TOWNSHIP,SYCMTP,A35,
2294,TOWNSHIP,SYCMTP,OO,
2295,TOWNSHIP,SYCMTP,O,
2296,CHEVIOT,CHEVIOT,R-1,
2297,CHEVIOT,CHEVIOT,R,
2298,CHEVIOT,CHEVIOT,B-1,
2299,CHEVIOT,CHEVIOT,O,
2300,CHEVIOT,CHEVIOT,M,
2468,TOWNSHIP,SYCMTP,EE,
2469,TOWNSHIP,SYCMTP,B-2 CUP,
2470,TOWNSHIP,SYCMTP,B,
2471,BLUE ASH,BLUE ASH,M-4,
2472,BLUE ASH,BLUE ASH,R-1,
2473,BLUE ASH,BLUE ASH,C-1,
2474,BLUE ASH,BLUE ASH,C-1,
2670,BLUE ASH,BLUE ASH,R-4,
2671,BLUE ASH,BLUE ASH,R-3,
2672,BLUE ASH,BLUE ASH,C-2,
2673,BLUE ASH,BLUE ASH,R-4,
2674,BLUE ASH,BLUE ASH,R-4,
2675,BLUE ASH,BLUE ASH,R-3,
2676,BLUE ASH,BLUE ASH,R-1,
2677,BLUE ASH,BLUE ASH,R-2,
2678,BLUE ASH,BLUE ASH,R-2,
2679,BLUE ASH,BLUE ASH,C-2,
2680,BLUE ASH,BLUE ASH,D-1,
2681,BLUE ASH,BLUE ASH,R-3,
2682,BLUE ASH,BLUE ASH,R-2,
2683,BLUE ASH,BLUE ASH,R-1,
2684,BLUE ASH,BLUE ASH,M-1,
2850,COLERAIN,COLERAIN,PD-R,
2851,COLERAIN,COLERAIN,R-3,
2852,COLERAIN,COLERAIN,PD-B,
2853,COLERAIN,COLERAIN,PD-B,
2854,COLERAIN,COLERAIN,PD-R,
2855,COLERAIN,COLERAIN,PD-B,
2856,COLERAIN,COLERAIN,PD-B,
2857,COLERAIN,COLERAIN,R-2,
2858,COLERAIN,COLERAIN,R-2,
2859,CROSBY,CROSBY,A-5,
2860,CROSBY,CROSBY,A,
2861,CROSBY,CROSBY,G,
2862,CROSBY,CROSBY,DD,
2863,CROSBY,CROSBY,A,
2301,CHEVIOT,CHEVIOT,R,
2302,CHEVIOT,CHEVIOT,M,
2303,HCRPC,COLUTP,B,
2304,HCRPC,COLUTP,A,
2305,HCRPC,COLUTP,C,
2306,HCRPC,COLUTP,DD,
2307,HCRPC,COLUTP,A,
2308,HCRPC,COLUTP,D,
2309,HCRPC,COLUTP,E SPI-SC,
2475,BLUE ASH,BLUE ASH,M-2,
2476,BLUE ASH,BLUE ASH,R-2,
2477,HCRPC,COLUTP,E PUD SPI-SC,
2478,HCRPC,GREETP,EE,
2479,HCRPC,GREETP,A-2,
2480,HCRPC,GREETP,A-2,
2481,HCRPC,GREETP,EE,
2685,HCRPC,North Bend,RF,
2686,HCRPC,North Bend,M-2,
2687,HCRPC,North Bend,B-1,
2688,HCRPC,North Bend,R-1,
2689,HCRPC,North Bend,R-3,
2883,COLERAIN,COLERAIN,B-3,
2884,COLERAIN,COLERAIN,R-5,
2885,COLERAIN,COLERAIN,R-2,
2886,COLERAIN,COLERAIN,R-3,
2887,COLERAIN,COLERAIN,PD-R,
2888,COLERAIN,COLERAIN,PD-B,
2889,COLERAIN,COLERAIN,B-3,
2890,CROSBY,CROSBY,F,
2891,CROSBY,CROSBY,A,
2310,HCRPC,COLUTP,F PUD SPI-SC,
2311,HCRPC,COLUTP,A SPI-NR,
2312,HCRPC,COLUTP,E SPI-SC,
2313,HCRPC,COLUTP,A,
2314,HCRPC,COLUTP,D PUD,
2315,HCRPC,SYMMTP,E,
2316,HCRPC,SYMMTP,OO,
2317,HCRPC,SYMMTP,E,
2482,HCRPC,GREETP,E PUD,
2483,HCRPC,GREETP,EE,
2484,HCRPC,GREETP,E PUD,
2485,HCRPC,GREETP,E,
2486,HCRPC,SPRGTP,C PUD,
2487,HCRPC,SPRGTP,C PUD,
2488,HCRPC,SPRGTP,C PUD,
2489,HCRPC,SPRGTP,R-PUD,
2490,HCRPC,SPRGTP,R-3,
2491,HCRPC,SPRGTP,C PUD,
2492,HCRPC,SPRGTP,R-3,
2493,HCRPC,SPRGTP,M-2,
2494,HCRPC,SPRGTP,R-PUD,
2495,HCRPC,SPRGTP,M-2,
2690,HCRPC,SPRGTP,R-3,
2691,HCRPC,SPRGTP,R-4,
2692,HCRPC,SPRGTP,O-2,
2693,HCRPC,SPRGTP,B-2,
2694,HCRPC,SPRGTP,R-PUD,
2695,HCRPC,SPRGTP,R-PUD,
2696,HCRPC,SPRGTP,R-2,
2697,HCRPC,SPRGTP,R-1,
2698,HCRPC,SPRGTP,B-2,
2699,HCRPC,SPRGTP,R-3,
2700,HCRPC,SPRGTP,R-4,
2701,HCRPC,SPRGTP,O-2,
2702,HCRPC,SPRGTP,O-2,
2703,HCRPC,SPRGTP,C PUD,
2704,HCRPC,SPRGTP,O-2,
2705,HCRPC,SPRGTP,R-1A,
2706,HCRPC,SPRGTP,R-2,
2816,COLERAIN,COLERAIN,R-3,
2817,COLERAIN,COLERAIN,B-2,
2818,COLERAIN,COLERAIN,R-6,
2819,LOCKLAND,LOCKLAND,I-2,
2820,LOCKLAND,LOCKLAND,R-O-C,
2821,LOCKLAND,LOCKLAND,C-2,
2822,LOCKLAND,LOCKLAND,R-2,
2823,LOCKLAND,LOCKLAND,R-2,
2824,LOCKLAND,LOCKLAND,R-2,
2825,LOCKLAND,LOCKLAND,R-2,
2826,LOCKLAND,LOCKLAND,R-2,
2827,LOCKLAND,LOCKLAND,R-2,
2318,HCRPC,SYMMTP,F,
2319,HCRPC,SYMMTP,E,
2320,TOWNSHIP,SYCMTP,F,
2321,TOWNSHIP,SYCMTP,EE,
2322,TOWNSHIP,SYCMTP,E,
2323,TOWNSHIP,SYCMTP,E,
2324,TOWNSHIP,SYCMTP,EE,
2325,TOWNSHIP,SYCMTP,B,
2326,TOWNSHIP,SYCMTP,E,
2327,TOWNSHIP,SYCMTP,E,
2328,TOWNSHIP,SYCMTP,FF,
2496,HCRPC,SPRGTP,R-2,
2497,HCRPC,SPRGTP,R-PUD,
2498,HCRPC,SPRGTP,C PUD,
2499,HCRPC,SPRGTP,R-PUD,
2500,HCRPC,SPRGTP,C PUD,
2501,HCRPC,SPRGTP,C PUD,
2502,HCRPC,SPRGTP,R-3,
2503,HCRPC,SPRGTP,R-4,
2504,TOWNSHIP,SYCMTP,OO,
2505,TOWNSHIP,SYCMTP,E,
2506,TOWNSHIP,SYCMTP,OO,
2507,TOWNSHIP,SYCMTP,EE,
2508,TOWNSHIP,SYCMTP,O,
2509,TOWNSHIP,SYCMTP,DD,
2510,ANDERSON,ANDERSON,B-AA CUP,
2511,ANDERSON,ANDERSON,B CUP,
2512,ANDERSON,ANDERSON,B-2,
2513,ANDERSON,ANDERSON,E,
2514,ANDERSON,ANDERSON,B-2,
2707,ANDERSON,ANDERSON,A,
2708,ANDERSON,ANDERSON,A,
2709,ANDERSON,ANDERSON,GG,
2710,ANDERSON,ANDERSON,AA CUP,
2711,ANDERSON,ANDERSON,AA CUP,
2712,ANDERSON,ANDERSON,AA,
2713,ANDERSON,ANDERSON,E,
2714,ANDERSON,ANDERSON,C,
2715,ANDERSON,ANDERSON,E,
2716,HCRPC,GREETP,A PUD,
2717,HCRPC,GREETP,A CUP,
2718,HCRPC,GREETP,A,
2864,CROSBY,CROSBY,FF,
2865,CROSBY,CROSBY,DD,
2866,LOCKLAND,LOCKLAND,,
2867,LOCKLAND,LOCKLAND,I-1,
2868,LOCKLAND,LOCKLAND,I-1,
2869,LOCKLAND,LOCKLAND,I-1,
2870,LOCKLAND,LOCKLAND,R-2,
2871,LOCKLAND,LOCKLAND,C-3,
2329,TOWNSHIP,SYCMTP,A,
2330,TOWNSHIP,SYCMTP,A-2,
2331,TOWNSHIP,SYCMTP,EE,
2332,TOWNSHIP,SYCMTP,F,
2333,TOWNSHIP,SYCMTP,OO,
2334,ANDERSON,ANDERSON,EE,
2335,ANDERSON,ANDERSON,DD,
2336,ANDERSON,ANDERSON,A-2,
2337,ANDERSON,ANDERSON,A-2 CUP,
2338,ANDERSON,ANDERSON,A,
2339,ANDERSON,ANDERSON,AA,
2340,ANDERSON,ANDERSON,H,
2515,ANDERSON,ANDERSON,A,
2516,ANDERSON,ANDERSON,B-2 CUP,
2517,ANDERSON,ANDERSON,C,
2518,ANDERSON,ANDERSON,D,
2519,BLUE ASH,BLUE ASH,R-1,
2520,BLUE ASH,BLUE ASH,C-2,
2521,BLUE ASH,BLUE ASH,C-2,
2522,BLUE ASH,BLUE ASH,R-2,
2523,BLUE ASH,BLUE ASH,R-2,
2524,BLUE ASH,BLUE ASH,R-1,
2525,BLUE ASH,BLUE ASH,R-1,
2719,HCRPC,COLUTP,C,
2720,HCRPC,GREETP,DD,
2721,HCRPC,MIAMTP,B-2,
2722,HCRPC,MIAMTP,A,
2723,HCRPC,MIAMTP,A-2,
2724,HCRPC,MIAMTP,A-2 PUD,
2725,HCRPC,MIAMTP,A PUD,
2726,HCRPC,North Bend,R-1,
2727,HCRPC,SYMMTP,OO,
2892,CROSBY,CROSBY,A,
2893,CROSBY,CROSBY,E,
2894,CROSBY,CROSBY,ACUP,
2895,CROSBY,CROSBY,A,
2896,CROSBY,CROSBY,H,
2897,CROSBY,CROSBY,A,
2898,LOCKLAND,LOCKLAND,R-2,
2899,LOCKLAND,LOCKLAND,R-2,
2900,LOCKLAND,LOCKLAND,R-2,
2341,ANDERSON,ANDERSON,E,
2342,ANDERSON,ANDERSON,A,
2343,ANDERSON,ANDERSON,EF,
2344,HCRPC,COLUTP,F SPI-SC,
2345,HCRPC,GREETP,A-2,
2346,HCRPC,GREETP,B PUD,
2347,HCRPC,GREETP,B,
2348,HCRPC,GREETP,C CUP,
2349,HCRPC,GREETP,OO,
2350,HCRPC,GREETP,C,
2351,HCRPC,GREETP,B,
2352,HCRPC,GREETP,E,
2526,BLUE ASH,BLUE ASH,R-2,
2527,BLUE ASH,BLUE ASH,C-2,
2528,HCRPC,GREETP,E,
2529,HCRPC,GREETP,F,
2530,HCRPC,GREETP,EE,
2531,HCRPC,GREETP,C,
2728,HCRPC,SYMMTP,O,
2729,HCRPC,SYMMTP,E,
2730,HCRPC,SYMMTP,E,
2731,HCRPC,SYMMTP,DD,
2732,HCRPC,SYMMTP,E,
2733,HCRPC,SYMMTP,F,
2734,HCRPC,SYMMTP,A,
2735,HCRPC,SYMMTP,H,
2736,LOCKLAND,LOCKLAND,C-1,
2737,LOCKLAND,LOCKLAND,C-1,
2738,LOCKLAND,LOCKLAND,C-1,
2739,LOCKLAND,LOCKLAND,C-1,
2740,LOCKLAND,LOCKLAND,C-1,
2741,LOCKLAND,LOCKLAND,C-1,
2828,LOCKLAND,LOCKLAND,R-2,
2829,LOCKLAND,LOCKLAND,R-2,
2830,LOCKLAND,LOCKLAND,R-2,
2831,LOCKLAND,LOCKLAND,R-2,
2832,LOCKLAND,LOCKLAND,R-2,
2833,WOODLAWN,WOODLAWN,R3,
2834,WOODLAWN,WOODLAWN,PUD,
2835,WOODLAWN,WOODLAWN,PUD-R-3,
2836,WOODLAWN,WOODLAWN,PUD-R-3,
2837,WOODLAWN,WOODLAWN,Overlay District,
2838,WOODLAWN,WOODLAWN,Overlay District,
2353,HCRPC,GREETP,DD,
2354,HCRPC,GREETP,B,
2355,HCRPC,SYMMTP,A,
2356,HCRPC,SYMMTP,B,
2357,HCRPC,SYMMTP,EE,
2358,HCRPC,SYMMTP,DD,
2359,HCRPC,SYMMTP,EE,
2360,HCRPC,SYMMTP,G,
2532,HCRPC,GREETP,DD,
2533,HCRPC,North Bend,B2PD,
2534,HCRPC,SPRGTP,R-PUD,
2535,HCRPC,SPRGTP,R-2,
2536,HCRPC,SPRGTP,R-PUD,
2537,HCRPC,SPRGTP,R-1A,
2538,HCRPC,SPRGTP,R-1A,
2539,HCRPC,SPRGTP,R-PUD,
2540,HCRPC,SPRGTP,R-3,
2541,HCRPC,SPRGTP,C PUD,
2542,HCRPC,SPRGTP,B-2,
2543,HCRPC,SPRGTP,R-3,
2544,HCRPC,SPRGTP,R-1A,
2545,HCRPC,SPRGTP,R-4,
2742,LOCKLAND,LOCKLAND,I-1,
2743,LOCKLAND,LOCKLAND,R-O-C,
2744,LOCKLAND,LOCKLAND,R-O-C,
2745,LOCKLAND,LOCKLAND,R-O-C,
2746,WOODLAWN,WOODLAWN,R3,
2747,WOODLAWN,WOODLAWN,R3,
2748,WOODLAWN,WOODLAWN,R3,
2749,WOODLAWN,WOODLAWN,R3,
2750,WOODLAWN,WOODLAWN,R3,
2751,WOODLAWN,WOODLAWN,R3,
2752,WOODLAWN,WOODLAWN,D-1,
2872,LOCKLAND,LOCKLAND,C-3,
2873,WOODLAWN,WOODLAWN,R3,
2874,WOODLAWN,WOODLAWN,R3,
2875,WOODLAWN,WOODLAWN,R3,
2876,WOODLAWN,WOODLAWN,R3,
2361,TOWNSHIP,SYCMTP,B,
2362,TOWNSHIP,SYCMTP,EE,
2363,TOWNSHIP,SYCMTP,D,
2364,TOWNSHIP,SYCMTP,O,
2365,TOWNSHIP,SYCMTP,B,
2366,TOWNSHIP,SYCMTP,O,
2367,TOWNSHIP,SYCMTP,FF,
2368,TOWNSHIP,SYCMTP,A-2,
2369,TOWNSHIP,SYCMTP,DD,
2546,HCRPC,SPRGTP,M-1,
2547,HCRPC,SPRGTP,C PUD,
2548,HCRPC,SPRGTP,R-2,
2549,ANDERSON,ANDERSON,DD,
2550,ANDERSON,ANDERSON,E,
2551,ANDERSON,ANDERSON,E,
2552,ANDERSON,ANDERSON,E,
2553,ANDERSON,ANDERSON,O,
2554,ANDERSON,ANDERSON,EE,
2555,ANDERSON,ANDERSON,EE,
2556,ANDERSON,ANDERSON,OO,
2557,ANDERSON,ANDERSON,OO,
2558,ANDERSON,ANDERSON,OO,
2559,ANDERSON,ANDERSON,D,
2560,ANDERSON,ANDERSON,C,
2561,ANDERSON,ANDERSON,C,
2562,ANDERSON,ANDERSON,D,
2563,ANDERSON,ANDERSON,A-2,
2564,ANDERSON,ANDERSON,A-2,
2565,ANDERSON,ANDERSON,C CUP,
2566,ANDERSON,ANDERSON,DD,
2567,ANDERSON,ANDERSON,DD,
2568,ANDERSON,ANDERSON,DD,
2569,ANDERSON,ANDERSON,C,
2570,ANDERSON,ANDERSON,A-2 CUP,
2753,WOODLAWN,WOODLAWN,D-1,
2754,WOODLAWN,WOODLAWN,D-1,
2755,WOODLAWN,WOODLAWN,D-1,
2756,WOODLAWN,WOODLAWN,D-1,
2757,WOODLAWN,WOODLAWN,D-1,
2758,WOODLAWN,WOODLAWN,D-1,
2759,CHEVIOT,CHEVIOT,A,
2760,CHEVIOT,CHEVIOT,B,
2761,CHEVIOT,CHEVIOT,R,
2901,LOCKLAND,LOCKLAND,I-1,
2902,LOCKLAND,LOCKLAND,R-2,
2903,MONTGOMERY,MONTGOMERY,A,
2904,MONTGOMERY,MONTGOMERY,AHOD-H,
2905,MONTGOMERY,MONTGOMERY,D-2,
2906,MONTGOMERY,MONTGOMERY,LB,
2907,MONTGOMERY,MONTGOMERY,GB,
2908,COLERAIN,COLERAIN,R-7,
2909,COLERAIN,COLERAIN,B-2,
2910,COLERAIN,COLERAIN,B-3,
2370,TOWNSHIP,SYCMTP,A,
2371,TOWNSHIP,SYCMTP,O,
2372,TOWNSHIP,SYCMTP,OO,
2373,TOWNSHIP,SYCMTP,EE,
2374,TOWNSHIP,SYCMTP,E,
2375,TOWNSHIP,SYCMTP,O,
2376,TOWNSHIP,SYCMTP,DD,
2377,BLUE ASH,BLUE ASH,M-2,
2378,BLUE ASH,BLUE ASH,R-2,
2379,BLUE ASH,BLUE ASH,M-2,
2380,BLUE ASH,BLUE ASH,R-4,
2381,BLUE ASH,BLUE ASH,R-4,
2382,BLUE ASH,BLUE ASH,R-3,
2383,BLUE ASH,BLUE ASH,C-2,
2571,ANDERSON,ANDERSON,E,
2572,ANDERSON,ANDERSON,C,
2573,ANDERSON,ANDERSON,OO,
2574,ANDERSON,ANDERSON,A-2,
2575,ANDERSON,ANDERSON,EE,
2576,ANDERSON,ANDERSON,AA CUP,
2577,ANDERSON,ANDERSON,C,
2578,ANDERSON,ANDERSON,DD,
2579,ANDERSON,ANDERSON,DD,
2580,ANDERSON,ANDERSON,EE,
2581,ANDERSON,ANDERSON,AA,
2582,ANDERSON,ANDERSON,C,
2583,ANDERSON,ANDERSON,OO,
2762,CHEVIOT,CHEVIOT,M,
2763,CHEVIOT,CHEVIOT,O,
2764,CHEVIOT,CHEVIOT,A,
2765,CHEVIOT,CHEVIOT,R,
2766,CHEVIOT,CHEVIOT,O,
2767,CHEVIOT,CHEVIOT,M,
2768,CHEVIOT,CHEVIOT,A,
2769,COLERAIN,COLERAIN,PD-R,
2770,COLERAIN,COLERAIN,PD-B,
2771,COLERAIN,COLERAIN,PD-B,
2772,COLERAIN,COLERAIN,PD-B,
2773,COLERAIN,COLERAIN,PD-B,
2211,ANDERSON,ANDERSON,B,
2212,ANDERSON,ANDERSON,A-2,
2213,ANDERSON,ANDERSON,A CUP,
2214,HCRPC,MIAMTP,AA,
2215,HCRPC,MIAMTP,A PUD,
2216,HCRPC,MIAMTP,A,
2217,HCRPC,COLUTP,A,
2218,HCRPC,COLUTP,O,
2219,HCRPC,COLUTP,B,
2384,BLUE ASH,BLUE ASH,R-3,
2385,BLUE ASH,BLUE ASH,R-3,
2386,HCRPC,GREETP,OO,
2387,HCRPC,GREETP,EE,
2388,HCRPC,GREETP,E PUD,
2389,HCRPC,COLUTP,A SPI-NR,
2929,MONTGOMERY,MONTGOMERY,A,
2930,MONTGOMERY,MONTGOMERY,D-3,
2931,MONTGOMERY,MONTGOMERY,A,
2932,MONTGOMERY,MONTGOMERY,A,
2933,MONTGOMERY,MONTGOMERY,A,
2934,MONTGOMERY,MONTGOMERY,A,
2935,MONTGOMERY,MONTGOMERY,A,
2936,MONTGOMERY,MONTGOMERY,OVRLAY,
2937,MONTGOMERY,MONTGOMERY,OM_OUT,
2938,COLERAIN,COLERAIN,R-3,
2939,COLERAIN,COLERAIN,R-6,
3121,WOODLAWN,WOODLAWN,I-P,
3122,WOODLAWN,WOODLAWN,I-P,
3123,WOODLAWN,WOODLAWN,I-P,
3124,WOODLAWN,WOODLAWN,I-P,
3125,WOODLAWN,WOODLAWN,I-P,
3126,WOODLAWN,WOODLAWN,I-P,
3127,WOODLAWN,WOODLAWN,I-P,
3128,WOODLAWN,WOODLAWN,I-P,
3129,WOODLAWN,WOODLAWN,D-1,
3130,WOODLAWN,WOODLAWN,D-1,
3131,WOODLAWN,WOODLAWN,D-1,
2940,COLERAIN,COLERAIN,B-1,
2941,COLERAIN,COLERAIN,R-6,
2942,COLERAIN,COLERAIN,PD-B,
2943,COLERAIN,COLERAIN,PD-R,
2944,COLERAIN,COLERAIN,PD-R,
2945,COLERAIN,COLERAIN,PD-B,
2946,COLERAIN,COLERAIN,PD-B,
2947,COLERAIN,COLERAIN,PD-R,
2948,FOREST PARK,FOREST PARK,IP,
3132,COLERAIN,COLERAIN,PD-R,
3133,COLERAIN,COLERAIN,PD-R,
3134,COLERAIN,COLERAIN,PD-B,
3135,COLERAIN,COLERAIN,B-2,
3136,COLERAIN,COLERAIN,R-4,
3137,COLERAIN,COLERAIN,PD-B,
3138,COLERAIN,COLERAIN,PD-B,
3139,COLERAIN,COLERAIN,PD-R,
3140,COLERAIN,COLERAIN,PD-B,
3141,COLERAIN,COLERAIN,B-2,
3142,COLERAIN,COLERAIN,PD-B,
3143,LOCKLAND,LOCKLAND,I-1,
2949,FOREST PARK,FOREST PARK,M,
2950,FOREST PARK,FOREST PARK,O,
2951,FOREST PARK,FOREST PARK,ODOT,
2952,FOREST PARK,FOREST PARK,PB,
2953,FOREST PARK,FOREST PARK,PO,
2954,FOREST PARK,FOREST PARK,PR-3,
2955,FOREST PARK,FOREST PARK,PR3,
2956,FOREST PARK,FOREST PARK,R-1,
2957,FOREST PARK,FOREST PARK,R-2,
2958,FOREST PARK,FOREST PARK,R-PUD-14,
2959,FOREST PARK,FOREST PARK,R-PUD-7,
2960,FOREST PARK,FOREST PARK,SPA-1,
2961,MONTGOMERY,MONTGOMERY,GB,
2962,MONTGOMERY,MONTGOMERY,A,
2963,MONTGOMERY,MONTGOMERY,A,
2964,MONTGOMERY,MONTGOMERY,A,
2965,MONTGOMERY,MONTGOMERY,A,
3144,LOCKLAND,LOCKLAND,O-S,
3145,LOCKLAND,LOCKLAND,C-1,
3146,LOCKLAND,LOCKLAND,R-2,
3147,LOCKLAND,LOCKLAND,C-2,
3148,LOCKLAND,LOCKLAND,R-2,
3149,LOCKLAND,LOCKLAND,R-3,
3150,LOCKLAND,LOCKLAND,R-3,
3151,LOCKLAND,LOCKLAND,R-O-C,
3152,LOCKLAND,LOCKLAND,R-O-C,
3153,WOODLAWN,WOODLAWN,D-1,
3154,WOODLAWN,WOODLAWN,D-1,
2966,MONTGOMERY,MONTGOMERY,D-3,
2967,COLERAIN,COLERAIN,O-1,
2968,COLERAIN,COLERAIN,PD-R,
2969,COLERAIN,COLERAIN,PD-R,
2970,COLERAIN,COLERAIN,PD-R,
2971,COLERAIN,COLERAIN,PD-R,
2972,COLERAIN,COLERAIN,B-2,
2973,COLERAIN,COLERAIN,PD-B,
3155,WOODLAWN,WOODLAWN,I-P,
3156,WOODLAWN,WOODLAWN,I-P,
3157,WOODLAWN,WOODLAWN,RM,
3158,WOODLAWN,WOODLAWN,RM,
3159,WOODLAWN,WOODLAWN,R4,
3160,COLERAIN,COLERAIN,R-4,
3161,COLERAIN,COLERAIN,R-6,
3162,COLERAIN,COLERAIN,R-5,
3163,COLERAIN,COLERAIN,R-6,
3164,COLERAIN,COLERAIN,SWD,
3165,COLERAIN,COLERAIN,RF,
3166,COLERAIN,COLERAIN,R-3,
3167,COLERAIN,COLERAIN,R-3,
2974,COLERAIN,COLERAIN,R-7,
2975,FOREST PARK,FOREST PARK,SPA-2,
2976,FOREST PARK,FOREST PARK,SPA-3,
2977,LOCKLAND,LOCKLAND,R-2,
2978,LOCKLAND,LOCKLAND,I-1,
2979,LOCKLAND,LOCKLAND,R-3,
2980,LOCKLAND,LOCKLAND,C-1,
2981,LOCKLAND,LOCKLAND,I-2,
2982,LOCKLAND,LOCKLAND,C-2,
2983,LOCKLAND,LOCKLAND,I-2,
3168,COLERAIN,COLERAIN,B-2,
3169,COLERAIN,COLERAIN,PD-I,
3170,COLERAIN,COLERAIN,I-1,
3171,LOCKLAND,LOCKLAND,R-O-C,
3172,LOCKLAND,LOCKLAND,R-3,
3173,LOCKLAND,LOCKLAND,R-3,
3174,LOCKLAND,LOCKLAND,R-3,
3175,LOCKLAND,LOCKLAND,I-1,
3176,LOCKLAND,LOCKLAND,C-1,
3177,LOCKLAND,LOCKLAND,R-3,
2984,LOCKLAND,LOCKLAND,R-1,
2985,LOCKLAND,LOCKLAND,R-1,
2986,LOCKLAND,LOCKLAND,R-1,
2987,MONTGOMERY,MONTGOMERY,OVRLAY,
