sum_cost_pedestrian_events,cell_id,num_near_misses,n_rqst,access,dblprk,dnotyld,jywalk,lvisib,lwfws,nobikef,noswlk,other,prkint,prkswlk,speed,vrrlss,wlksig,xwalk,assist,bikes,drives,other.1,walks,mean_walk_score,min_walk_score,max_walk_score,num_walk_scores,sum_lane_cnt,sum_width,sum_area,num_streets,num_fire_incd,med_sale_res_y,med_sale_res_n,med_sale_com_y,med_sale_com_n,med_sale_ind_y,med_sale_ind_n,med_sale_pbo_y,med_sale_pbo_n,sum_cost.y,num_events.y,dist,n_object,animals_insects,building.related,construction,food,others,police.property,service.complaint,street_sidewalk,traffic_sig0l,trash,trees_plants,water.leak,zoning_parking,n_request
0,580063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,100184.5,80147.6,0,0,0,0,0,0,10.082,1,0.002091615,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,580064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,28,252,237930,7,0,100184.5,28325,0,0,2505187.5,0,0,0,10.527,3,0.002145019,2,0,1,0,0,0,0,0,8,0,0,0,0,0,9
0,580065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,100184.5,80147.6,0,0,0,0,0,0,0,0,0.00383543,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,580066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,6,60,178338,3,0,44520,35616,0,0,0,0,0,0,0,0,0.005911427,2,0,0,0,0,1,0,0,0,0,1,0,0,0,2
0,590022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,94647.6,75718.08,0,0,0,0,0,0,52.662,8,0.002187781,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.103,590023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,48,487,334515,15,0,94647.6,75718.08,0,0,0,0,0,0,1172.771,138,0.000525525,5,0,3,1,0,39,0,0,12,0,0,0,0,0,55
0,590024,1,33,0,0,21,0,0,0,2,0,4,2,0,2,2,0,0,10,2,2,0,19,69.5,68,71,2,149,2692,1173957,73,0,407000,325600,0,830867.422,0,0,0,0,2252.726,270,0.001786016,5,0,9,0,0,64,1,0,26,1,0,5,0,0,106
0,590025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,110,2902,1143894,57,0,334540,325600,0,0,0,0,0,0,533.696,62,0.003552937,5,3,24,1,0,78,0,0,12,2,99,4,0,0,223
0,590026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,210,2255,1866102,83,0,407000,325600,0,0,0,0,0,0,478.075,53,0.002765067,12,2,3,0,3,18,0,0,9,0,6,8,0,0,49
0,590027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,1,261,2605,3887877,72,0,754115,325600,298521.25,0,0,0,0,0,1662.13,189,0.002124809,6,0,13,0,0,19,0,1,1,0,9,6,0,0,49
0,590028,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,46,44,48,0,737,9074,6653271,142,0,413623.25,75718.08,38762955,0,0,0,0,0,1882.527,209,0.001388705,11,0,5,0,0,55,1,0,20,0,8,2,0,0,91
0,590029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,143,1834,926922,31,0,44983.5,35986.8,157000,0,0,0,0,0,3235.651,358,0.001324437,11,0,0,0,0,16,0,0,14,0,0,0,1,0,31
0,590030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,11,112,83024,3,0,57419.4,45935.52,0,0,0,0,0,0,2137.753,244,0.001977562,2,0,0,0,0,15,0,0,5,0,0,1,0,0,21
0.141,590031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,151,1638,1606813,35,0,60000,45935.52,6755925,0,78360,0,0,0,3177.895,377,0.000533758,2,0,31,0,0,103,6,3,74,4,43,7,0,0,271
3.591,590032,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,66,66,66,2,54,595,813340,14,1,37842,51460,0,0,0,0,0,0,1282.337,145,0.000555351,2,2,52,0,0,82,0,1,16,0,123,15,0,1,292
21.549,590033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,69,1,366,4001,2394132,93,0,10344,44307.098,40960,0,374275,0,0,0,2747.007,329,0.000602515,2,2,48,1,7,190,12,4,30,1,180,22,0,1,498
3.118,590034,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,73,65,81,2,148,1509,636189,30,0,99137.5,35986.8,33990,0,499000,0,0,0,1064.287,128,0.000981197,2,0,8,0,0,75,0,1,21,0,1,1,0,0,107
2.347,590035,0,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,46,44,48,0,292,3034,1048848,66,0,44983.5,35986.8,446624,932250,414962.5,0,0,0,2275.62,253,0.000495527,2,0,4,2,0,62,0,1,23,0,11,1,0,1,105
2.814,590036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,190,1928,972526,48,0,15582,16142,284332.5,74240,0,0,0,0,1912.781,220,0.001078057,6,2,8,0,0,57,2,0,14,0,4,1,0,0,88
1.103,590037,0,37,0,0,4,5,0,5,0,0,0,1,0,5,15,1,1,0,0,6,0,31,46,44,48,0,56,550,185099,15,0,369365,21631.48,770660,12.43,0,0,0,0,1531.468,171,0.001846084,1,0,14,0,0,59,1,0,59,0,23,10,0,0,166
13.454,590038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,73,1,48,497,138507,9,0,27039.35,21631.48,41921,192610,0,0,0,0,5473.111,594,0.000595927,6,5,8,1,16,98,6,1,79,3,15,5,0,0,237
15.71,590039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,28,277,84849,6,7,102086.9,81669.52,24256000,0,0,0,0,0,2882.54,328,0.000107575,2,0,8,1,0,68,0,0,10,1,0,2,1,1,92
0.912,590040,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,74,1,47,484,227975,11,0,200415,78177,0,0,0,0,0,0,722.857,81,0.00023168,6,3,8,0,0,41,0,1,55,3,14,7,0,0,132
6.618,590041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,75,1,26,252,88160,6,0,169950,81669.52,571428.55,0,0,0,0,0,1047.496,117,0.000452989,6,0,18,1,1,40,0,0,33,1,40,10,0,0,144
1.103,590042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.66666667,66,72,3,55,556,236888,13,0,132847.5,58916,122500,0,0,0,0,0,580.775,65,0.000653756,2,1,27,0,2,50,0,0,7,0,37,16,0,0,140
0,590043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,58,1,28,270,119571,7,0,101315,6744.65,591426,0,0,0,0,0,884.664,96,0.000577129,1,3,51,1,3,84,3,0,46,0,117,29,0,0,337
0,590044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,8,78,17750,2,0,768000,675840,0,0,0,0,0,0,203.846,22,0.001612604,1,8,10,0,1,28,5,0,4,0,24,3,0,0,83
0,590045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,49,1,82,819,625667,40,0,61440,72140,0,0,0,0,0,0,40.328,4,0.003844902,1,0,10,0,0,26,1,3,4,0,112,3,0,0,159
0,590046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,1,70,727,687913,35,0,67380.3,61685.5,1205325,683650,0,0,0,0,81.759,9,0.006090244,1,4,19,3,0,57,1,1,27,0,107,12,0,2,233
0,590047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,1,8,88,79568,4,0,83326.092,66560,38533,111870,0,0,0,0,120.984,12,0.0061617,2,1,4,0,1,28,2,5,7,0,88,2,0,0,138
0,590048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,84,840,677348,28,0,152117.25,121693.8,0,0,0,0,0,0,40.936,6,0.004000981,2,0,1,0,0,6,0,0,2,0,12,0,1,0,22
0,590049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,1,191,1961,1587267,58,0,170289,100760.908,33096.25,60143,0,0,0,0,266.049,31,0.001790711,2,13,14,0,0,77,1,1,2,0,100,10,0,0,218
0,590059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,100184.5,80147.6,0,0,0,0,0,0,0,0,0.003014127,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
0.141,590060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,100184.5,80147.6,0,0,0,0,0,0,84.269,12,0.001028766,2,0,0,0,0,1,0,0,2,0,0,0,0,0,3
0,590061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,100184.5,80147.6,0,0,0,0,0,0,30.55,4,0.001776731,2,0,2,0,0,3,0,0,4,0,0,0,2,0,11
0,590062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,100184.5,80147.6,0,0,0,0,0,0,0,0,0.002270177,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,590063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,223,2462,6215179,64,0,100184.5,80147.6,0,0,0,0,0,0,41.431,5,0.000919395,2,0,0,0,0,12,0,0,9,0,0,0,0,0,21
0,590064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,245,2646,13067761,49,0,8157.6,49852,0,0,0,0,0,0,327.806,56,0.001202144,2,0,5,0,0,6,0,0,4,0,0,0,0,0,15
0,590065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,100184.5,80147.6,0,0,0,0,0,0,0,0,0.003399721,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,590066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,100184.5,80147.6,0,0,0,0,0,0,0,0,0.005638801,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,600021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,94647.6,75718.08,0,0,0,0,0,0,22.37,4,0.00286411,5,0,0,0,0,3,0,0,0,0,0,0,0,0,3
1.407,600022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,1,369,4076,3488330,76,3,94647.6,75718.08,28160000,0,0,0,0,0,2279.642,253,0.000942169,5,0,13,1,0,40,0,0,5,1,0,1,0,0,61
0.304,600023,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,67.5,66,69,2,108,2043,1384223,57,0,94647.6,75718.08,893355,0,0,0,0,0,3919.323,461,0.000642022,6,1,12,0,0,55,0,0,24,2,1,0,0,0,95
0,600024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,76,1,119,2900,1042158,68,0,118584.8,75718.08,731535,0,0,0,0,0,1545.854,174,0.001186502,11,0,118,1,2,59,1,0,32,1,2,0,0,0,216
0.304,600025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,153,4121,1872762,78,0,1053092.928,325600,274727.5,0,0,0,0,0,975.048,107,0.002021534,12,0,3,0,0,17,2,0,16,0,12,0,0,0,50
0,600026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,542,5654,3225452,118,1,521732.5,325600,0,0,0,0,0,0,2423.704,265,0.000727905,12,0,3,0,3,132,2,1,42,2,11,3,1,0,200
2.51,600027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,293,3090,2754177,40,0,94647.6,75718.08,0,0,0,0,0,0,2647.777,295,0.001252975,8,1,3,0,0,29,0,0,11,0,0,2,0,0,46
0.304,600028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,101,1069,160072,26,0,57419.4,45935.52,497024,491280.64,0,0,0,0,3229.542,358,0.000266144,7,1,13,0,0,112,1,0,53,4,3,0,0,1,188
0,600029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,80,1,58,732,190452,18,0,19590,76800,1745632.9,0,0,0,0,0,1156.22,124,0.000830481,12,3,19,2,0,208,7,2,75,0,152,7,0,2,477
0.608,600030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,37,345,101718,13,0,20261.31,22946.3,281600,0,0,0,0,0,175.452,23,0.000521034,12,2,22,0,0,65,6,2,12,0,103,18,0,1,231
1.453,600031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,35,344,135173,11,0,27163.36,39180,31017.5,72489,0,0,0,0,393.806,41,0.001729067,6,5,121,0,0,171,9,6,19,0,273,54,1,1,660
0.304,600032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,32,312,150839,10,0,49251.25,46548,64650,0,0,0,0,0,278.033,33,0.002489391,2,4,103,0,0,94,15,3,13,0,287,33,1,4,557
2.814,600033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,65,647,202247,20,0,23060,53086,38522,90640,0,0,0,0,1175.076,136,0.001803453,2,5,121,0,0,151,5,3,24,0,222,59,0,1,591
2.814,600034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,41,395,81752,13,14,25600,48719,335000,0,650000,0,0,0,2683.226,294,0.001293213,2,4,87,0,1,181,11,1,17,2,211,55,1,2,573
3.309,600035,0,4,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,77,56,92,3,69,1002,304952,23,0,128000,77044,235664,78361,1153,56320,0,0,3879.174,428,0.000749082,1,32,74,0,1,180,22,4,32,0,64,3,0,0,412
1.407,600036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,36,368,133550,10,0,118950,81669.52,69906.1,15862,104480,0,0,0,1917.185,216,0.000981562,1,0,15,0,1,53,7,1,8,0,86,6,0,4,181
0,600037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,43,85,2,115,1088,261216,30,0,58770,33990,0,0,0,0,0,0,2284.147,270,0.00020418,1,4,73,0,2,136,9,2,29,0,204,16,1,1,477
0.282,600038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,76,1,97,977,280115,27,0,40882.95,81669.52,0,0,139125,0,0,0,2263.119,253,0.000461275,1,0,9,1,7,31,0,0,39,2,14,1,0,0,104
3.096,600039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,36,326,83478,9,0,102086.9,81669.52,0,0,0,0,0,0,1846.329,207,0.001488112,6,0,1,0,18,22,0,0,8,0,0,1,0,0,50
0,600040,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,43,472,82377,14,5,102086.9,81669.52,0,0,0,0,0,0,273.621,29,0.002394838,6,0,4,0,0,13,0,0,16,0,0,0,0,0,33
0,600041,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,46,44,48,0,40,410,277430,10,0,135765,81669.52,169780,0,0,0,0,0,518.594,55,0.000810191,4,0,3,0,8,54,1,0,40,2,17,5,1,0,131
0,600042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,61,1,96,949,558834,25,0,141018.5,46453,653000,248600,0,0,0,0,326.237,36,0.001452581,4,3,32,0,0,133,5,2,28,0,203,25,0,1,432
0,600043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,72,691,313253,21,0,26031.5,19888,72248,0,0,0,0,0,385.322,40,0.000627296,1,4,58,0,0,143,3,2,51,0,255,26,1,0,543
0,600044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.33333333,43,65,3,13,139,39292,5,0,14978,36568,4934.725,0,0,0,0,0,370.927,47,0.00165608,1,4,41,2,0,84,9,4,25,0,300,26,1,3,499
0,600045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,38,2,143,1663,956242,70,0,30604.25,57178,0,0,0,0,0,0,222.249,24,0.003803264,1,0,8,0,0,76,0,0,32,1,162,13,0,0,292
0,600046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,56,672,449270,28,0,59561.6,24789.5,169537.725,0,0,0,0,0,30.246,3,0.006005036,1,4,4,0,0,25,2,0,5,0,99,1,0,0,140
1.244,600047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,1,128,1302,1049818,50,0,64650,78177,50388.5,60732,0,0,0,0,201.944,21,0.005916068,2,7,37,1,1,88,15,4,40,0,277,27,0,0,497
0,600048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,102,1004,277409,29,0,9064,121693.8,0,0,0,0,0,0,441.551,51,0.003677768,2,0,4,0,0,30,0,3,14,0,66,11,2,0,130
0,600049,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,45,45,45,1,61,631,280021,19,0,32857,61182,0,0,0,0,0,0,1156.764,138,0.001475503,2,6,29,0,0,66,2,4,12,1,211,8,0,1,340
0,600059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,4,42,142791,1,0,100184.5,80147.6,0,0,0,0,0,0,10.432,3,0.001554287,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,600060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,1,53,563,284640,0,0,126787,90348,556500,0,0,0,0,0,61.595,7,0.001378122,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,600061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,100184.5,80147.6,0,0,0,0,0,0,20.164,2,0.001979892,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,600062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,100184.5,80147.6,0,0,0,0,0,0,0,0,0.004008209,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,600063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,100184.5,80147.6,0,0,0,0,0,0,0,0,0.00274297,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,600064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,165,1782,8800737,33,0,100184.5,80147.6,0,0,0,0,0,0,40.632,5,0.002914993,2,0,0,0,0,9,0,0,2,0,2,0,0,0,13
0,600065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,100184.5,80147.6,0,0,0,0,0,0,0,0,0.003486751,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,600066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,100184.5,80147.6,0,0,0,0,0,0,10.082,1,0.003529672,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,600067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,100184.5,80147.6,0,0,0,0,0,0,0,0,0.004595312,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.103,610021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,62,1,49,464,345833,8,0,94647.6,75718.08,0,0,1285704.508,0,0,0,542.979,63,0.002885921,5,0,1,1,0,22,0,0,9,0,1,0,0,0,34
14.14,610022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,229,3740,1080986,51,0,94647.6,75718.08,0,0,0,0,0,0,2421.688,279,0.001223144,5,0,8,1,0,255,2,0,32,1,0,0,0,0,299
1.357,610023,0,14,0,0,2,2,1,0,0,0,3,0,0,4,1,0,1,0,0,3,0,11,74,74,74,1,142,1410,543444,47,2,94647.6,75718.08,0,0,0,0,0,0,2519.386,288,0.000816076,5,0,26,0,0,44,1,0,12,0,1,1,1,0,86
0.304,610024,0,20,0,0,5,0,0,0,0,0,7,0,0,2,4,2,0,0,0,0,0,20,46,44,48,0,117,1574,583035,33,0,94647.6,75718.08,0,0,0,0,0,0,2831.809,317,0.000773575,18,0,0,0,0,62,1,0,27,1,0,0,0,0,91
0,610025,0,4,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,92,92,92,1,235,5242,1689504,110,0,94647.6,75718.08,176310,0,0,0,0,0,988.135,110,0.001714077,12,0,2,0,0,61,0,0,16,1,2,2,0,0,84
0.304,610026,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46,44,48,0,25,656,182309,11,0,94647.6,75718.08,0,0,0,0,0,0,966.868,107,0.001411406,12,0,7,0,0,34,5,0,12,1,0,0,0,0,59
2.814,610027,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,46,44,48,0,127,1005,750047,29,0,130189.85,1293,168813,20447.251,0,0,0,0,1324.921,148,0.000372343,6,14,208,3,0,137,21,2,28,3,140,14,1,0,571
0.304,610028,0,4,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,86,86,86,2,80,863,243675,35,0,264900,310.75,226275,51200,0,0,0,0,1198.267,139,0.00054778,12,2,85,0,0,108,14,8,36,2,268,15,3,1,542
0,610029,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80,78,82,2,17,192,62455,9,0,233398,30085,260590,0,0,0,0,0,183.187,21,0.001401287,12,3,55,0,0,116,22,2,27,0,163,14,4,0,406
0,610030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.33333333,74,78,3,20,194,82501,7,0,26910,51200,208960,0,0,0,0,0,212.825,22,0.001358858,12,4,43,0,0,68,7,0,15,0,203,9,0,4,353
0,610031,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,76,76,76,2,47,478,135606,16,0,26526,40000,0,0,0,0,0,0,406.072,45,0.001091412,6,3,36,0,0,60,8,0,14,0,211,44,0,2,378
0,610032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.5,71,72,2,72,740,252622,26,0,19704.77,34804,0,0,0,0,0,0,182.579,19,0.003077645,14,4,41,1,1,108,3,3,20,0,222,14,0,0,417
10.082,610033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,36,383,198337,14,0,20600,32968,135862.5,0,0,0,0,0,333.922,37,0.002930518,14,7,90,1,0,125,7,1,21,0,213,32,0,0,497
1.103,610034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.5,82,91,2,75,688,395184,25,0,44800,49937.525,111300,90640,0,0,0,0,709.444,78,0.001347481,6,17,141,0,0,153,13,6,12,0,355,36,1,0,734
1.103,610035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,88,1,126,1262,547750,32,5,111650,90983.3,113300,133120,0,0,0,0,1264.004,130,0.000783414,7,2,23,0,0,76,1,0,11,1,24,3,1,0,142
2.206,610036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,31,318,96681,8,0,168063,61182,104135,79435,0,0,0,0,710.456,75,0.001805231,7,2,40,0,0,72,4,4,20,0,163,16,0,20,341
0.304,610037,0,6,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,4,0,81,76,85,3,139,1309,286709,38,0,90544.35,58831.5,45739.875,0,0,0,0,0,1512.357,173,0.002457673,1,6,50,0,0,113,9,1,30,0,182,27,0,0,418
1.453,610038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,89,891,288813,25,0,83694,81669.52,1030699.118,0,0,0,0,0,2497.253,267,0.000909287,7,1,30,1,0,85,7,1,74,0,99,12,1,0,311
3.705,610039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,36,368,168774,8,0,102086.9,81669.52,0,0,0,0,0,0,1907.471,204,0.001243968,11,0,6,0,0,26,0,0,21,0,0,2,0,0,55
11.185,610040,0,14,0,0,6,1,0,1,0,0,0,1,0,3,1,0,1,0,0,3,1,10,46,44,48,0,24,246,122258,7,0,102086.9,81669.52,0,0,0,0,0,0,131.37,14,0.003196569,4,0,0,0,0,3,0,0,26,0,0,0,1,0,30
1.103,610041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,28,285,172052,8,0,44555.487,47586,126720,0,0,0,0,0,263.235,27,0.000954337,4,2,14,0,0,24,0,3,10,0,64,4,0,0,121
1.103,610042,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,61,61,61,1,50,470,181855,14,0,81260.626,79491.4875,127872,25177,0,0,0,0,384.219,39,0.000262871,1,1,31,0,0,53,6,2,14,0,109,15,0,1,232
0,610043,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54,54,54,1,45,455,144570,14,0,10105.671,31000.42,23508,40486,0,0,0,0,376.152,42,0.000497337,1,0,27,1,0,56,1,0,52,0,63,16,0,0,216
0.304,610044,0,10,0,0,0,0,0,0,0,1,1,2,2,3,1,0,0,1,1,3,2,3,40.25,38,47,4,26,272,94002,12,0,13673,39125.599,0,0,0,0,0,0,194.817,25,0.001672905,1,4,22,0,0,106,1,5,30,0,266,26,0,1,461
