sample_index,x-tsne,y-tsne,cell_id,lat,long,min_walk_score,max_walk_score,mean_walk_score,med_sale_pbo_n,log_sum_cost_pedestrian_events,log_num_near_misses,log_n_rqst,log_access,log_dblprk,log_dnotyld,log_jywalk,log_lvisib,log_lwfws,log_nobikef,log_noswlk,log_other,log_prkint,log_prkswlk,log_speed,log_vrrlss,log_wlksig,log_xwalk,log_assist,log_bikes,log_drives,log_other.1,log_walks,log_num_walk_scores,log_sum_lane_cnt,log_sum_width,log_sum_area,log_num_streets,log_num_fire_incd,log_med_sale_res_y,log_med_sale_res_n,log_med_sale_com_y,log_med_sale_com_n,log_med_sale_ind_y,log_med_sale_ind_n,log_med_sale_pbo_y,log_sum_cost.y,log_num_events.y,log_dist,log_n_object,log_animals_insects,log_building.related,log_construction,log_food,log_others,log_police.property,log_service.complaint,log_street_sidewalk,log_traffic_sig0l,log_trash,log_trees_plants,log_water.leak,log_zoning_parking,log_n_request,avg_pop(K),avg_request,kmeans_2,kmeans_3,kmeans_4,kmeans_5,kmeans_6,kmeans_7,kmeans_8,kmeans_9,kmeans_10,kmeans_11,kmeans_labels
1603,10.66064744,8.853989129,510066,39.19749,-84.48279,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.401530659,5.676788048,11.64045648,2.303584593,-4.605170186,10.99212122,10.76286946,10.39360044,10.54566139,11.51973235,-4.605170186,-4.605170186,5.532076374,3.296207168,-4.443161036,0.698134722,0.009950331,4.234251422,0.009950331,-4.605170186,4.007514987,1.793424749,0.698134722,2.63977136,-4.605170186,4.709620287,2.773213527,-4.605170186,1.388791241,5.631247623,37.44,7,0,0,2,1,2,0,5,0,6,10,0
1604,1.178571726,10.39830249,510067,39.19974,-84.48279,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,10.70369403,10.48055053,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,4.102676422,1.793424749,-4.27048848,0.698134722,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.009950331,-4.605170186,-4.605170186,1.388791241,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,1.611435915,37.44,0,0,2,2,1,2,4,7,3,2,2,2
1605,-15.09966834,2.97839491,510068,39.20199,-84.48279,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,10.70369403,10.48055053,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.121787457,0.698134722,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,37.44,0,1,2,0,2,4,1,4,1,8,1,2
1606,-15.09982528,2.978220732,510069,39.20424,-84.48279,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,10.70369403,10.48055053,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-3.992091034,0.698134722,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,37.44,0,1,2,0,2,4,1,4,1,8,1,2
1607,-14.49961108,3.489588531,510070,39.20649,-84.48279,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,1.388791241,3.737907685,8.889033951,0.698134722,-4.605170186,10.70369403,10.48055053,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-3.87892968,0.698134722,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,37.44,0,1,2,0,2,4,1,4,1,8,1,2
1608,12.73344979,-7.432761188,510073,39.21324,-84.48279,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,2.890927159,5.273050839,11.28903176,2.080690761,-4.605170186,10.92323717,10.70009367,-4.605170186,16.78052586,-4.605170186,-4.605170186,-4.605170186,5.682327283,3.434309733,-3.598402316,0.698134722,0.698134722,0.698134722,-4.605170186,-4.605170186,2.890927159,-4.605170186,-4.605170186,3.135928904,-4.605170186,-4.605170186,-4.605170186,0.009950331,0.009950331,3.850360345,85.93,1,0,0,1,3,1,6,1,5,1,0,0
1609,-3.723060712,-0.915367643,510074,39.21549,-84.48279,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,9.998481773,10.10441044,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,5.201178516,2.890927159,-3.519732097,0.698134722,2.398803951,2.63977136,-4.605170186,-4.605170186,2.303584593,-4.605170186,-4.605170186,0.009950331,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.583796678,85.93,0,1,1,3,4,0,3,2,7,0,4,1
1610,12.4859773,1.696252316,510075,39.21774,-84.48279,23,23,23,0,-0.481266822,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.009950331,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,11.35437524,10.70009367,12.17535572,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.920387922,1.611435915,-3.446737206,0.698134722,2.303584593,2.63977136,-4.605170186,-4.605170186,2.303584593,-4.605170186,-4.605170186,0.009950331,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.555633735,85.93,0,0,0,2,3,1,0,5,0,6,5,0
1611,7.456173889,-9.397677652,520029,39.11424,-84.48505,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,2.773213527,5.075236313,13.27526301,1.388791241,-4.605170186,11.46292092,11.23977739,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.390644704,1.611435915,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,7.06,0,0,0,1,0,3,6,1,8,9,9,0
1612,6.671979496,9.789192714,520030,39.11649,-84.48505,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,5.446780474,7.703012197,15.49777319,4.060615409,-4.605170186,11.05658818,11.14359955,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,6.329335805,4.143293444,-4.388165519,1.611435915,-4.605170186,-4.605170186,-4.605170186,-4.605170186,4.290596418,-4.605170186,-4.605170186,3.526654599,-4.605170186,0.009950331,-4.605170186,-4.605170186,-4.605170186,4.682223815,7.06,15,0,2,2,1,2,4,7,3,2,2,2
1613,-1.425633291,-12.62920264,520032,39.12099,-84.48505,50,59,56,0,-4.605170186,-4.605170186,1.947337701,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,1.101940079,0.009950331,-4.605170186,-4.605170186,0.009950331,-4.605170186,-4.605170186,0.698134722,-4.605170186,-4.605170186,-4.605170186,-4.605170186,1.947337701,1.611435915,6.008837755,8.233771365,14.35281939,4.625070848,-4.605170186,12.54824294,10.49090776,12.46622296,10.73902719,-4.605170186,-4.605170186,-4.605170186,6.10307524,3.871409323,-4.39211382,1.793424749,0.009950331,3.135928904,-4.605170186,0.698134722,3.496810546,0.698134722,-4.605170186,3.091496896,1.101940079,3.951436008,0.698134722,-4.605170186,-4.605170186,4.941713849,92.79,2,1,1,3,0,3,2,3,2,5,7,1
1614,-5.613306721,-5.950008604,520033,39.12324,-84.48505,65,65,65,0,-4.605170186,-4.605170186,0.009950331,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.009950331,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.009950331,0.009950331,5.80817252,8.102589453,14.8697191,4.290596418,-4.605170186,10.71405126,10.49090776,10.56591802,-4.605170186,-4.605170186,-4.605170186,-4.605170186,4.983709356,2.996232149,-4.47179048,1.793424749,1.793424749,3.689129423,-4.605170186,-4.605170186,4.779207523,3.219275745,1.101940079,3.219275745,0.698134722,4.248638089,2.833801406,-4.605170186,-4.605170186,5.72688032,92.79,3,1,1,3,4,5,5,6,4,4,3,1
1615,-3.085847581,-10.77882312,520034,39.12549,-84.48505,44,48,46,0,2.61776073,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,5.010701959,7.269623713,13.05450845,3.583796678,-4.605170186,10.71405126,10.49090776,12.80676185,12.55408521,-4.605170186,-4.605170186,-4.605170186,7.416175813,5.225800436,-4.601397312,2.485739636,-4.605170186,3.367640598,0.009950331,2.565718293,4.189806246,2.63977136,-4.605170186,2.485739636,0.009950331,3.258481079,1.611435915,1.101940079,-4.605170186,5.135857259,92.79,2,1,1,3,0,3,2,3,2,5,7,1
1616,0.665680856,-3.417315195,520035,39.12774,-84.48505,77,77,77,0,1.805497995,-4.605170186,0.009950331,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.009950331,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.009950331,0.009950331,5.293355075,7.584778159,13.3672199,3.912222985,-4.605170186,9.833333829,10.52648074,13.14087107,-4.605170186,-4.605170186,-4.605170186,-4.605170186,7.263657524,5.075236313,-4.517154547,2.485739636,3.401530659,5.837759601,0.009950331,-4.605170186,5.049920108,-4.605170186,-4.605170186,3.496810546,-4.605170186,4.488748723,2.485739636,0.698134722,-4.605170186,6.501304685,92.79,7,0,1,1,0,0,3,2,7,0,4,1
1617,-9.281904803,-8.385628132,520036,39.12999,-84.48505,44,48,46,0,-1.158362293,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,4.654055584,6.921668046,12.64544956,3.496810546,-4.605170186,9.833333829,10.59850823,12.63378351,-4.605170186,-4.605170186,-4.605170186,-4.605170186,5.360517218,3.091496896,-4.395756864,1.793424749,2.080690761,3.828858764,0.009950331,-4.605170186,4.969882742,-4.605170186,0.009950331,3.713815939,-4.605170186,5.010701959,3.526654599,-4.605170186,-4.605170186,6.052112698,92.79,5,1,1,3,4,5,5,6,4,4,3,1
1618,-5.013822153,0.093749403,520037,39.13224,-84.48505,44,48,46,0,-4.605170186,-4.605170186,3.784416881,-4.605170186,0.698134722,0.009950331,-4.605170186,0.009950331,0.009950331,-4.605170186,-4.605170186,2.565718293,0.698134722,-4.605170186,2.944965157,-4.605170186,-4.605170186,1.611435915,-4.605170186,-4.605170186,1.101940079,1.947337701,3.526654599,-4.605170186,6.455214286,8.74480833,14.73116789,4.718588153,1.388791241,10.36430884,10.49090776,-4.605170186,10.01681668,-4.605170186,-4.605170186,-4.605170186,5.552211243,3.555633735,-4.51414554,1.793424749,1.101940079,2.890927159,-4.605170186,-4.605170186,4.682223815,-4.605170186,-4.605170186,2.773213527,-4.605170186,4.060615409,3.496810546,0.009950331,1.101940079,5.480680589,92.79,3,1,1,0,2,0,3,2,7,0,4,1
1619,-3.05494765,-11.18632719,520038,39.13449,-84.48505,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,5.707143487,7.929130088,14.8230684,4.043226691,0.009950331,9.412391841,10.39681212,11.20002144,17.05810291,-4.605170186,-4.605170186,-4.605170186,5.586105683,3.434309733,-4.438609854,1.611435915,1.947337701,3.871409323,-4.605170186,0.698134722,4.654055584,0.009950331,0.698134722,1.947337701,-4.605170186,4.779207523,3.367640598,-4.605170186,-4.605170186,5.768352245,92.79,3,1,1,3,0,3,2,3,2,5,7,1
1620,-1.595906058,1.596591688,520039,39.13674,-84.48505,48,48,48,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.009950331,5.693765808,8.701847026,14.89160011,4.654055584,-4.605170186,9.915475904,10.59013893,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,6.362760826,4.159039321,-4.510807091,1.611435915,1.793424749,3.17847041,0.698134722,-4.605170186,4.466023055,1.388791241,1.101940079,3.466048354,-4.605170186,4.976802706,0.698134722,-4.605170186,-4.605170186,5.720344563,92.79,3,1,2,0,2,0,3,2,7,0,4,2
1621,-3.146189159,1.271271115,520040,39.13899,-84.48505,43,48,45.5,0,-1.158362293,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.698134722,5.204061631,8.327970275,14.31642039,4.406841191,-4.605170186,10.35386261,10.67424765,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,6.960732854,4.828393734,-4.360568046,1.611435915,-4.605170186,2.944965157,-4.605170186,-4.605170186,2.833801406,0.698134722,-4.605170186,2.485739636,0.009950331,2.996232149,1.793424749,-4.605170186,-4.605170186,4.343935284,92.79,1,1,2,0,2,0,3,2,7,0,4,2
1622,8.146511696,3.359372303,520041,39.14124,-84.48505,38,38,38,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.009950331,3.737907685,6.169631653,11.6114125,3.044998515,-4.605170186,10.16755076,10.77029409,12.66730356,11.11426729,-4.605170186,-4.605170186,-4.605170186,6.361906785,4.174541104,-4.227010501,1.793424749,2.198335072,3.951436008,-4.605170186,-4.605170186,3.663818024,1.101940079,-4.605170186,2.485739636,-4.605170186,4.654055584,0.009950331,-4.605170186,-4.605170186,5.398207949,170.77,1,0,0,2,3,1,0,5,0,6,5,0
1623,7.614096981,3.88248501,520042,39.14349,-84.48505,44,48,46,0,0.107059072,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,4.488748723,6.836270018,13.82378623,3.091496896,0.698134722,9.789745342,10.27291123,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,6.705568101,4.510969391,-4.169273,0.698134722,1.101940079,3.219275745,-4.605170186,-4.605170186,3.871409323,1.947337701,-4.605170186,2.833801406,-4.605170186,4.700571271,1.388791241,-4.605170186,-4.605170186,5.366022743,170.77,1,0,0,2,3,1,0,5,0,6,5,0
1624,7.656504077,3.059901574,520043,39.14574,-84.48505,51,53,52,0,-1.890475442,-4.605170186,0.009950331,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.009950331,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.009950331,-4.605170186,-4.605170186,0.698134722,3.135928904,5.438122786,12.36258486,2.080690761,-4.605170186,10.12366712,9.816635254,10.12366712,-4.605170186,-4.605170186,-4.605170186,-4.605170186,5.419344025,3.296207168,-4.245057179,0.698134722,0.009950331,4.644487048,-4.605170186,-4.605170186,5.037017535,1.388791241,1.101940079,2.890927159,-4.605170186,5.710460129,3.828858764,1.388791241,0.009950331,6.456785354,170.77,4,0,0,2,3,1,0,5,0,6,5,0
1625,-3.639051693,8.943540465,520044,39.14799,-84.48505,44,48,46,0,-4.605170186,-4.605170186,0.698134722,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.698134722,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.009950331,-4.605170186,-4.605170186,0.009950331,-4.605170186,5.468102334,7.711553456,14.21660078,4.330864911,-4.605170186,9.922996509,10.94464744,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,4.520167699,2.303584593,-4.337288249,1.101940079,2.63977136,3.555633735,-4.605170186,-4.605170186,3.912222985,-4.605170186,0.009950331,1.611435915,-4.605170186,3.951436008,0.009950331,-4.605170186,-4.605170186,5.062658322,46.8,3,1,2,0,2,4,1,0,6,3,6,2
1626,-3.890850946,8.527791202,520045,39.15024,-84.48505,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,2.63977136,4.969882742,11.0703348,1.388791241,-4.605170186,11.93240695,11.70926341,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,6.358949106,4.127295662,-4.479895814,1.101940079,1.793424749,1.947337701,-4.605170186,-4.605170186,3.332561589,1.388791241,-4.605170186,2.485739636,-4.605170186,3.806884687,1.101940079,-4.605170186,-4.605170186,4.654055584,46.8,2,1,2,0,2,4,1,0,6,3,6,2
1627,-8.976004226,10.99175514,520046,39.15249,-84.48505,44,48,46,0,0.646055573,-4.605170186,2.708716646,-4.605170186,-4.605170186,0.698134722,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,2.485739636,-4.605170186,-4.605170186,0.009950331,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.698134722,2.485739636,-4.605170186,0.009950331,-4.605170186,3.850360345,6.154879325,12.80239778,2.398803951,-4.605170186,9.574480581,11.70926341,12.7239097,-4.605170186,-4.605170186,-4.605170186,-4.605170186,7.495287467,5.327924711,-4.555521248,1.101940079,2.773213527,3.806884687,0.009950331,-4.605170186,4.595220855,-4.605170186,1.793424749,3.219275745,0.009950331,3.689129423,0.009950331,-4.605170186,-4.605170186,5.455363849,46.8,5,1,2,0,2,4,1,0,6,3,6,2
1628,9.427554063,10.22722646,520047,39.15474,-84.48505,45,45,45,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.009950331,3.526654599,5.802148586,11.68277802,2.080690761,-4.605170186,11.5132895,11.62509285,11.36882424,11.66453014,-4.605170186,-4.605170186,-4.605170186,6.828219526,4.615219522,-4.578273176,0.698134722,-4.605170186,3.806884687,0.009950331,-4.605170186,4.442768897,1.793424749,1.101940079,2.890927159,-4.605170186,5.209540796,2.944965157,0.698134722,1.947337701,5.910823744,46.8,8,0,0,2,1,2,0,5,0,6,10,0
1629,-4.144258514,8.686914736,520048,39.15699,-84.48505,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.367640598,5.594748554,12.20490201,2.198335072,-4.605170186,11.47210357,11.13625202,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,5.656201579,3.496810546,-4.547253982,0.698134722,0.009950331,2.996232149,0.009950331,-4.605170186,3.737907685,1.793424749,-4.605170186,3.555633735,-4.605170186,4.890424313,1.947337701,0.698134722,-4.605170186,5.509428822,46.8,5,1,2,0,2,4,1,0,6,3,6,2
1630,-2.192716333,7.634851503,520049,39.15924,-84.48505,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,5.76522245,7.995646974,14.39648183,4.736286164,-4.605170186,13.07822341,12.20045696,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.724270729,1.611435915,-4.439065159,0.698134722,-4.605170186,2.303584593,-4.605170186,-4.605170186,2.944965157,-4.605170186,-4.605170186,1.101940079,-4.605170186,3.989169215,-4.605170186,-4.605170186,0.698134722,4.477450444,46.8,2,1,2,0,2,4,4,7,3,2,2,2
1631,-4.254096779,-2.685739936,520050,39.16149,-84.48505,27,27,27,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.009950331,5.723617781,8.144682086,14.61052276,5.030503279,-4.605170186,12.72858722,12.86523963,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.299074833,0.698134722,-4.605170186,1.388791241,-4.605170186,-4.605170186,3.466048354,0.009950331,0.698134722,1.793424749,-4.605170186,4.488748723,2.198335072,-4.605170186,0.009950331,4.969882742,46.8,3,1,1,3,4,5,5,6,4,4,3,1
1632,4.247134266,-0.1396267,520056,39.17499,-84.48505,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.434309733,6.253848042,13.09723839,2.485739636,-4.605170186,10.75270343,10.52955993,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,7.41190668,5.236495153,-4.0754822,0.698134722,-4.605170186,0.009950331,-4.605170186,-4.605170186,1.611435915,-4.605170186,-4.605170186,0.698134722,-4.605170186,-4.605170186,-4.605170186,0.009950331,-4.605170186,2.198335072,55.78,0,0,0,1,3,0,3,2,7,0,4,0
1633,1.552987883,-1.41263145,520057,39.17724,-84.48505,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,10.75270343,10.52955993,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,5.678563807,3.401530659,-4.059910093,0.698134722,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,55.78,0,0,0,1,0,0,3,2,7,0,4,0
