sample_index,x-tsne,y-tsne,cell_id,lat,long,min_walk_score,max_walk_score,mean_walk_score,med_sale_pbo_n,log_sum_cost_pedestrian_events,log_num_near_misses,log_n_rqst,log_access,log_dblprk,log_dnotyld,log_jywalk,log_lvisib,log_lwfws,log_nobikef,log_noswlk,log_other,log_prkint,log_prkswlk,log_speed,log_vrrlss,log_wlksig,log_xwalk,log_assist,log_bikes,log_drives,log_other.1,log_walks,log_num_walk_scores,log_sum_lane_cnt,log_sum_width,log_sum_area,log_num_streets,log_num_fire_incd,log_med_sale_res_y,log_med_sale_res_n,log_med_sale_com_y,log_med_sale_com_n,log_med_sale_ind_y,log_med_sale_ind_n,log_med_sale_pbo_y,log_sum_cost.y,log_num_events.y,log_dist,log_n_object,log_animals_insects,log_building.related,log_construction,log_food,log_others,log_police.property,log_service.complaint,log_street_sidewalk,log_traffic_sig0l,log_trash,log_trees_plants,log_water.leak,log_zoning_parking,log_n_request,avg_pop(K),avg_request,kmeans_2,kmeans_3,kmeans_4,kmeans_5,kmeans_6,kmeans_7,kmeans_8,kmeans_9,kmeans_10,kmeans_11,kmeans_labels
415,15.86455924,6.347069099,200007,39.06468131,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,11.41823021,11.19508668,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-3.314672333,1.793424749,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,6.34,0,0,0,2,3,1,0,5,0,6,5,0
416,0.724540884,15.81498374,200008,39.06693131,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,11.41823021,11.19508668,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,2.311743031,0.009950331,-3.349603637,1.793424749,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,1.101940079,-4.605170186,-4.605170186,-4.605170186,1.101940079,6.34,0,0,2,2,1,2,4,7,3,2,2,2
417,-15.04434495,-8.731713023,200009,39.06918131,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,11.99154816,11.76840462,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-3.381479817,1.793424749,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,55.24,0,1,1,3,4,5,5,6,4,7,8,1
418,-14.48670272,-7.452492353,200010,39.07143131,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,11.99154816,11.76840462,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-3.409325627,1.793424749,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,1.101940079,-4.605170186,-4.605170186,-4.605170186,1.101940079,55.24,0,1,1,3,4,5,5,6,4,7,8,1
419,-14.42947686,-9.556294321,200011,39.07368131,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,11.99154816,11.76840462,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-3.432117159,1.793424749,-4.605170186,-4.605170186,0.009950331,-4.605170186,1.101940079,-4.605170186,-4.605170186,0.698134722,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,1.793424749,55.24,0,1,1,3,4,5,5,6,4,7,8,1
420,3.262613464,0.205093178,200012,39.07593132,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,4.219654753,6.617416347,14.40236791,3.526654599,-4.605170186,11.99154816,11.76840462,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,2.311743031,0.009950331,-3.448876237,1.793424749,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.009950331,-4.605170186,-4.605170186,1.793424749,-4.605170186,0.698134722,-4.605170186,-4.605170186,-4.605170186,2.198335072,55.24,0,0,0,1,3,0,3,2,7,0,4,0
421,-3.967132227,-6.413267236,200013,39.07818132,-84.41275452,3,3,3,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.009950331,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,11.99154816,11.76840462,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-3.458791686,1.793424749,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.009950331,-4.605170186,-4.605170186,1.947337701,-4.605170186,-4.605170186,-4.605170186,2.080690761,55.24,0,1,1,3,4,5,5,6,4,4,3,1
422,-15.04350225,-8.73089659,200014,39.08043132,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,11.99154816,11.76840462,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-3.461343261,1.793424749,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,55.24,0,1,1,3,4,5,5,6,4,7,8,1
423,1.700263577,-0.345174153,200015,39.08268132,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,13.42350789,11.76840462,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,2.311743031,0.009950331,-3.456528882,1.793424749,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.698134722,-4.605170186,-4.605170186,-4.605170186,-4.605170186,1.101940079,-4.605170186,-4.605170186,-4.605170186,1.611435915,55.24,0,0,0,1,3,0,3,2,7,0,4,0
424,-1.220936303,8.907718865,200016,39.08493132,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,5.652524267,7.813595595,14.76581888,4.553982149,-4.605170186,13.13638957,11.76840462,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,2.341421117,0.698134722,-3.448561353,1.793424749,-4.605170186,0.009950331,-4.605170186,-4.605170186,1.793424749,-4.605170186,-4.605170186,2.63977136,0.009950331,1.101940079,0.698134722,-4.605170186,-4.605170186,3.296207168,55.24,0,1,2,0,1,2,4,7,3,2,2,2
425,-3.833168989,-6.455992569,200017,39.08718132,-84.41275452,2,2,2,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,0.009950331,3.091496896,5.575986981,12.76171486,2.398803951,-4.605170186,12.69144202,12.22978922,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,2.311743031,0.009950331,-3.433640546,1.793424749,-4.605170186,1.101940079,-4.605170186,-4.605170186,1.611435915,-4.605170186,-4.605170186,1.793424749,-4.605170186,2.890927159,2.773213527,0.009950331,0.009950331,3.912222985,55.24,1,1,1,3,4,5,5,6,4,4,3,1
426,-14.48386236,-7.447002541,200018,39.08943132,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,11.99154816,11.76840462,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-3.424517126,1.793424749,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,1.388791241,-4.605170186,-4.605170186,-4.605170186,1.388791241,55.24,0,1,1,3,4,5,5,6,4,7,8,1
427,-15.04376787,-8.731161424,200019,39.09168132,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,11.99154816,11.76840462,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-3.434523726,1.793424749,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,55.24,0,1,1,3,4,5,5,6,4,7,8,1
428,-15.04323409,-8.730620178,200020,39.09393132,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,11.99154816,11.76840462,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-3.490345465,1.793424749,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,55.24,0,1,1,3,4,5,5,6,4,7,8,1
429,-2.86916209,14.12519774,200021,39.09618132,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,11.46292092,11.23977739,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-3.546866378,1.793424749,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,7.06,0,1,2,0,1,2,4,7,3,2,2,2
430,-2.763568619,13.82209914,200022,39.09843132,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,11.46292092,11.23977739,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-3.606133622,1.793424749,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,7.06,0,1,2,0,1,2,4,7,3,2,2,2
431,-2.666198858,13.57261481,200023,39.10068133,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,11.46292092,11.23977739,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-3.663327776,1.793424749,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,7.06,0,1,2,0,1,2,4,7,3,2,2,2
432,-2.538305604,13.27956404,200024,39.10293133,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,11.46292092,11.23977739,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-3.721601426,1.793424749,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,7.06,0,1,2,0,1,2,4,7,3,2,2,2
433,0.740285764,6.438090311,200025,39.10518133,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,11.46292092,11.23977739,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-3.7918111,1.793424749,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,7.06,0,0,2,2,1,2,4,7,3,2,2,2
434,10.297185,-12.96056729,200026,39.10743133,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,11.46292092,11.23977739,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-3.860825646,2.485739636,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,7.06,0,0,0,1,0,3,6,1,8,9,9,0
435,10.95697249,-12.57156017,200027,39.10968133,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,11.46292092,11.23977739,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-3.97326898,2.485739636,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,7.06,0,0,0,1,0,3,6,1,8,9,9,0
436,11.3213674,-12.36087892,200028,39.11193133,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,11.46292092,11.23977739,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.099514343,2.485739636,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,7.06,0,0,0,1,0,3,6,1,8,9,9,0
437,-0.152174761,15.51252834,200029,39.11418133,-84.41275452,44,48,46,0,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,3.970480575,6.33329739,12.55898054,-4.605170186,-4.605170186,11.46292092,11.23977739,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,2.311743031,0.009950331,-4.242680013,2.485739636,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,-4.605170186,7.06,0,0,2,2,1,2,4,7,3,2,2,2
