"cell_id","binary_predictor"
470056,1
470057,0
470058,1
470059,0
470060,0
470061,1
470062,0
470063,1
470064,0
470065,1
470066,0
470067,1
470068,0
470069,0
470070,0
470071,1
470072,1
470073,1
470074,1
480032,0
480037,1
480038,1
480039,1
480040,1
480041,0
480042,0
480043,0
480044,1
480045,0
480046,0
480047,0
480048,0
480049,0
480050,0
480051,0
480052,0
480053,1
480054,0
480055,0
480056,1
480057,1
480058,0
480059,0
480060,0
480061,0
480062,0
480063,1
480064,1
480065,1
480066,1
480067,1
480068,0
480069,0
480070,0
490031,0
490032,0
490037,0
490038,1
490039,1
490040,0
490041,1
490042,0
490043,0
490044,0
490045,1
490046,0
490047,0
490048,1
490049,0
490050,0
490051,0
490052,0
490053,1
490054,0
490055,1
490056,1
490057,1
490058,1
490059,1
490060,1
490061,0
490062,0
490063,0
490064,1
490065,0
490066,1
490067,1
490068,0
490069,0
490070,0
490073,0
500031,0
500036,1
500037,0
500038,0
500039,0
500040,0
500041,0
500042,0
500043,0
500044,1
500045,0
500046,0
500047,0
500048,1
500049,0
500050,0
500051,0
500052,0
500053,1
500054,0
500055,0
500056,1
500057,1
500058,0
500059,0
500060,1
500061,1
500062,1
500063,1
500064,1
500065,1
500066,1
500067,0
500068,0
500069,0
500070,0
500073,0
500074,0
500075,0
510030,0
510031,0
510036,0
510037,1
510038,0
510039,0
510040,1
510041,0
510042,1
510043,1
510044,0
510045,1
510046,1
510047,1
510048,0
510049,0
510050,0
510051,0
510052,0
510055,0
510056,0
510057,0
510058,1
510059,0
510060,1
510063,1
510064,1
510065,0
510066,1
510067,0
510068,0
510069,0
510070,0
510073,1
510074,1
510075,1
520029,0
520030,0
520032,0
520033,0
520034,1
520035,1
520037,1
520038,0
520039,1
520040,1
520041,1
520042,1
520043,1
520044,0
520045,1
520046,1
520047,1
520048,1
520049,0
520050,0
520056,0
520057,0
520058,1
520059,0
520063,1
520064,0
520065,1
520066,1
520067,0
520068,0
520069,0
520070,0
520073,0
520074,0
520075,0
530028,0
530029,0
530030,0
530031,0
530032,0
530033,1
530034,1
530035,1
530036,0
530037,1
530038,1
530039,0
530040,1
530041,0
530042,0
530043,1
530044,1
530045,1
530046,1
530047,0
530048,0
530049,0
530050,0
530056,0
530057,0
530063,0
530064,0
530065,0
530066,0
530067,0
530068,0
530069,0
530070,0
530073,0
530074,0
530075,0
530076,0
540027,0
540028,1
540029,0
540030,0
540031,0
540032,1
540033,1
540034,1
540035,1
540036,1
540037,1
540038,1
540039,1
540040,0
540041,1
540042,1
540043,1
540044,1
540045,0
540046,1
540047,0
540048,0
540049,1
540056,0
540063,0
540064,0
540065,0
540066,0
540067,0
540068,0
540069,0
540070,0
540073,0
540074,0
540075,0
540076,0
550026,1
550027,0
550028,0
550029,1
550030,0
550031,0
550032,1
550033,1
550034,1
550035,1
550036,1
550037,1
550038,1
550039,1
550040,1
550041,1
550042,1
550043,1
550044,1
550045,0
550046,1
550047,0
550048,0
550049,1
550063,0
550064,0
550065,0
550066,0
550067,0
550068,0
550069,0
550070,0
550073,0
550074,0
550075,0
550076,0
560024,0
560025,0
560026,0
560027,0
560028,0
560029,0
560030,0
560031,1
560032,1
560033,1
560034,1
560035,1
560036,1
560037,1
560038,1
560039,1
560040,1
560041,1
560042,1
560043,1
560044,1
560045,1
560046,0
560047,0
560048,0
560049,0
560062,0
560063,0
560064,0
560065,0
560066,0
560069,0
570023,0
570024,1
570025,1
570026,1
570027,1
570028,0
570029,0
570030,0
570031,1
570032,0
570033,0
570034,0
570035,1
570036,1
570037,0
570038,1
570039,1
570040,1
570041,0
570042,1
570043,1
570044,0
570045,1
570046,0
570047,0
570048,0
570049,0
570061,0
570062,0
570063,0
570064,0
570065,0
570066,0
580023,1
580024,1
580025,0
580026,1
580027,1
580028,1
580029,0
580030,1
580031,1
580032,0
580033,0
580034,0
580035,1
580036,1
580037,1
580038,1
580039,1
580040,0
580041,1
580042,1
580043,1
580044,1
580045,0
580046,0
580047,0
580048,0
580049,1
580060,0
580061,1
580062,0
580063,0
580064,0
580065,0
580066,0
590022,0
590023,1
590024,0
590025,1
590026,0
590027,0
590028,1
590024,1
590025,1
590026,0
590027,1
590028,0
590029,1
590030,0
590031,1
590032,1
590033,1
590034,1
590035,1
590036,1
590037,1
590038,1
590039,1
590040,1
590041,1
590042,1
590043,1
590044,1
590045,0
590046,0
590047,0
590048,0
590049,0
590059,0
590060,1
590061,0
590062,0
590063,0
590064,0
590065,0
590066,0
600021,0
600022,1
600023,1
600024,1
600025,1
600026,1
600027,1
600028,1
600029,1
600030,1
600031,1
600032,1
600033,1
600034,1
600035,1
600036,1
600037,1
600038,1
600039,1
600040,0
600041,1
600042,0
600043,0
600044,1
600045,0
600046,0
600047,1
600048,0
600049,1
600059,0
600060,0
600061,0
600062,0
600063,0
600064,0
600065,0
600066,0
600067,0
610021,1
610022,1
610023,1
610024,1
610025,0
610026,1
610027,1
610028,1
610029,1
610030,0
610031,0
610032,0
610033,1
610034,1
610035,1
610036,1
610037,1
610038,1
610039,1
610040,1
610041,1
610042,1
610043,0
610044,1
610045,0
610046,0
610047,1
610048,1
610049,1
610050,1
610056,0
610059,0
610060,0
610061,0
610062,0
610063,0
610064,0
610065,0
610066,0
610067,0
620021,1
620022,1
620023,1
620024,1
620025,1
620026,1
620027,1
620028,1
620029,1
620030,0
620031,1
620032,1
620033,1
620034,1
620035,1
620036,1
620037,1
620038,1
620039,0
620040,1
620041,1
620042,0
620043,0
620044,1
620045,1
620046,1
620047,0
620048,0
620049,0
620050,1
620051,0
620052,0
620053,0
620054,0
620055,0
620056,0
620057,0
620058,0
620059,0
620060,0
620061,0
620062,0
620063,0
620064,0
620065,0
620066,0
620067,0
630020,1
630021,1
630022,1
630023,1
630024,1
630025,1
630026,1
630027,1
630028,1
630029,1
630030,1
630031,1
630032,1
630033,0
630034,1
630035,1
630036,1
630037,1
630038,1
630039,1
630040,1
630041,1
630042,1
630043,0
630044,1
630045,1
630046,1
630047,0
630048,0
630049,0
630050,0
630051,1
630052,0
630053,0
630054,0
630055,0
630056,1
630057,1
630058,1
630059,1
630060,0
630061,0
630062,0
630063,0
630064,0
630065,0
630066,0
630067,0
640020,0
640021,1
640022,1
640023,1
640024,1
640025,1
640026,1
640027,1
640028,1
640029,1
640030,1
640031,1
640032,1
640033,0
640034,1
640035,1
640036,1
640037,1
640038,1
640039,0
640040,1
640041,1
640042,0
640043,1
640044,1
640045,1
640046,0
640047,0
640048,0
640049,0
640050,0
640051,1
640052,1
640053,0
640054,0
640055,1
640056,0
640057,0
640058,1
640059,1
640060,0
640061,1
640062,1
640063,0
640064,1
640065,0
640066,0
640067,0
650020,0
650021,1
650022,1
650023,1
650024,1
650025,1
650026,1
650027,1
650028,1
650029,1
650030,1
650031,0
650032,1
650033,1
650034,1
650035,1
650036,1
650037,0
650038,1
650039,1
650040,1
650041,1
650042,0
650043,1
650044,0
650045,1
650046,0
650047,0
650048,0
650049,0
650050,0
650051,1
650052,1
650053,0
650054,1
650055,0
650056,0
650057,0
650058,0
650059,0
650060,1
650061,1
650062,1
650063,1
650064,0
650065,0
650066,0
650067,0
660020,0
660021,1
660022,1
660023,1
660024,1
660025,1
660026,1
660027,1
660028,1
660029,1
660030,1
660031,1
660032,0
660033,1
660034,0
660035,1
660036,1
660037,0
660038,1
660039,0
660040,0
660041,0
660042,0
660043,1
660044,1
660045,0
660046,0
660047,0
660048,0
660049,0
660050,0
660051,1
660052,1
660053,0
660054,0
660055,1
660056,0
660057,0
660058,0
660059,0
660060,0
660061,0
660062,0
660063,1
660064,0
660065,0
660066,0
660067,1
670020,0
670021,0
670022,1
670023,1
670024,1
670025,1
670026,1
670027,1
670028,1
670029,1
670030,1
670031,1
670032,0
670033,1
670034,1
670035,1
670036,1
670037,1
670038,1
670039,1
670040,1
670041,1
670042,1
670043,1
670044,0
670045,0
670046,0
670047,0
670048,0
670049,0
670050,1
670051,1
670052,1
670053,0
670054,1
670055,1
670056,0
670057,1
670058,1
670059,1
670060,0
670061,0
670062,0
670063,1
670064,0
670065,0
670066,0
670067,0
680020,0
680021,0
680022,0
680023,1
680024,1
680025,1
680026,1
680027,1
680028,1
680029,1
680030,1
680031,0
680032,0
680033,1
680034,1
680035,1
680036,1
680037,1
680038,1
680039,1
680040,1
680041,1
680042,1
680043,1
680044,0
680045,1
680046,0
680047,0
680048,0
680049,0
680050,0
680051,1
680052,0
680053,0
680054,0
680055,0
680056,0
680057,1
680058,0
680059,0
680060,0
680061,0
680062,0
680063,0
680064,0
680065,0
680066,0
680067,1
690020,0
690021,1
690022,0
690023,0
690024,1
690025,1
690026,0
690027,1
690028,1
690029,1
690030,1
690031,1
690032,1
690033,1
690034,1
690035,1
690036,1
690037,0
690038,1
690039,0
690040,1
690041,1
690042,1
690043,1
690044,0
690045,0
690046,0
690047,0
690048,0
690049,0
690050,0
690051,0
690052,0
690053,0
690054,0
690055,0
690056,0
690057,0
690058,0
690059,0
690060,0
690061,0
690062,0
690063,1
690064,1
690065,0
690066,0
690067,1
700020,0
700021,0
700022,0
700023,1
700024,0
700025,1
700026,1
700027,1
700028,1
700029,1
700030,1
700031,1
700032,1
700033,1
700034,1
700035,1
700036,1
700037,0
700038,1
700039,0
700040,1
700041,1
700042,1
700043,0
700044,0
700045,0
700046,0
700047,0
700048,1
700049,0
700050,0
700051,0
700052,0
700053,0
700054,0
700055,0
700056,0
700057,0
700058,0
700059,0
700060,0
700061,0
700062,0
700063,0
700064,0
700065,0
700066,0
700067,0
710020,0
710021,0
710022,0
710023,0
710024,1
710025,1
710026,1
710027,1
710028,1
710029,1
710030,1
710031,0
710032,1
710033,1
710034,1
710035,0
710036,1
710037,0
710038,0
710039,0
710040,0
710041,0
710042,0
710043,1
710044,0
710045,0
710046,0
710047,0
710048,0
710049,0
710050,0
710051,0
710052,0
710053,0
710054,0
710055,0
710056,0
710057,0
710058,0
710059,0
710060,0
710061,0
710062,0
710063,0
710064,1
710065,0
710066,0
710067,0
710070,0
710071,0
710072,0
710073,0
720021,0
720022,0
720023,1
720024,1
720025,1
720026,1
720027,0
720028,1
720029,1
720030,1
720031,1
720032,1
720033,0
720034,1
720035,0
720036,1
720037,1
720038,1
720039,0
720040,0
720041,1
720042,0
720043,1
720044,0
720045,0
720046,0
720047,0
720048,0
720049,0
720050,0
720051,0
720052,0
720053,0
720054,0
720055,0
720056,0
720057,0
720058,0
720059,0
720060,0
720061,0
720062,0
720063,0
720064,0
720065,0
720066,0
720067,0
720070,0
720071,0
720072,0
720073,0
730021,0
730022,0
730023,0
730024,0
730025,1
730026,1
730027,1
730028,0
730029,1
730030,1
730031,1
730032,1
730033,1
730034,1
730035,1
730036,1
730037,1
730038,1
730039,1
730040,1
730041,1
730042,0
730043,0
730044,0
730045,1
730046,1
730047,0
730048,0
730049,1
730050,0
730051,0
730052,0
730053,0
730054,0
730055,0
730056,0
730057,0
730058,0
730059,0
730060,0
730061,0
730062,0
730063,0
730064,0
730065,0
730066,0
730067,0
730069,0
730070,0
730071,1
730072,0
730073,0
730074,1
740022,0
740023,1
740024,1
740025,1
740026,0
740027,0
740028,0
740029,1
740030,1
740031,1
740032,1
740033,1
740034,1
740035,1
740036,0
740037,1
740038,1
740039,1
740040,1
740041,1
740042,1
740043,1
740044,1
740045,0
740046,0
740047,0
740048,0
740049,1
740050,1
740051,0
740052,0
740053,0
740054,0
740055,0
740056,0
740057,0
740058,0
740059,0
740060,0
740061,0
740062,0
740063,0
740064,0
740065,0
740066,0
740067,1
740068,1
740070,0
740071,0
740072,0
740073,0
740074,0
750022,0
750023,0
750024,0
750025,1
750026,0
750027,0
750028,1
750029,1
750030,0
750031,1
750032,1
750033,1
750034,1
750035,0
750036,0
750037,0
750038,0
750039,1
750040,1
750041,0
750042,0
750043,1
750044,0
750045,1
750046,1
750047,1
750048,0
750049,0
750050,0
750051,0
750052,0
750053,0
750054,0
750055,0
750056,0
750057,0
750058,0
750059,0
750060,0
750061,0
750062,0
750063,0
750064,0
750065,0
750066,0
750067,0
750068,0
750069,0
750070,0
750071,0
750072,0
750073,0
750074,0
760023,0
760024,0
760025,0
760026,0
760027,0
760028,0
760029,1
760030,0
760031,0
760032,0
760033,0
760034,0
760035,0
760036,0
760037,0
760038,1
760039,1
760040,0
760041,0
760042,1
760043,1
760044,0
760045,1
760046,0
760047,0
760048,1
760049,1
760050,1
760051,1
760052,1
760053,0
760054,0
760055,0
760056,0
760057,0
760058,0
760059,0
760060,0
760061,0
760062,0
760063,0
760064,0
760065,0
760066,0
760067,1
760068,1
760069,1
760070,0
760071,0
760072,0
770023,0
770024,0
770025,0
770026,0
770027,0
770028,0
770029,0
770030,0
770031,0
770032,0
770033,0
770034,0
770035,0
770036,0
770037,0
770038,0
770039,1
770040,0
770041,0
770042,0
770043,0
770044,1
770045,0
770046,1
770047,1
770048,1
770049,1
770050,1
770051,1
770052,1
770053,1
770054,1
770055,1
770056,0
770057,0
770058,0
770059,0
770060,0
770061,0
770062,0
770063,0
770064,0
770065,0
770066,0
770067,1
770068,1
770069,0
770070,0
770071,0
770072,0
780023,0
780024,0
780025,0
780026,0
780027,0
780028,0
780029,0
780030,0
780031,0
780032,1
780033,1
780034,1
780035,1
780036,0
780037,0
780038,0
780039,0
780040,0
780041,0
780042,0
780043,0
780044,0
780045,0
780046,0
780047,1
780048,1
780049,1
