"cell_id","lat_cell","long_cell","category","valid_sale","median_sale_price","max_sale_price","num_prop_sales"
870058,39.1794985840782,-84.5641217202501,"residential","Y",12683,55040,9
870063,39.190748594067,-84.5641217202563,"residential","N",876.326,876.326,1
870066,39.1974986000512,-84.56412172026,"residential","N",77528.873,90510,3
870066,39.1974986000512,-84.56412172026,"residential","Y",149556,189668.5,25
870067,39.1997486020444,-84.5641217202612,"residential","N",72512,179601.12,11
870067,39.1997486020444,-84.5641217202612,"residential","Y",133313.85,222020,32
870068,39.2019986040368,-84.5641217202624,"residential","N",62608.4,65260.8,2
870068,39.2019986040368,-84.5641217202624,"residential","Y",29969.25,194876,8
880017,39.0872480218964,-84.5663809332454,"commercial","Y",4880964,4880964,1
880018,39.089498023919,-84.5663809332469,"residential","Y",5565,57980.706,13
880021,39.0962480299824,-84.5663809332513,"commercial","Y",38533,38533,1
880021,39.0962480299824,-84.5663809332513,"residential","N",38236,44748,2
880021,39.0962480299824,-84.5663809332513,"residential","Y",20352,84861.7,15
880022,39.098498032002,-84.5663809332528,"residential","N",29832,53760,15
880022,39.098498032002,-84.5663809332528,"residential","Y",24683.4,366423.53,47
880023,39.1007480340209,-84.5663809332542,"commercial","Y",50000,156354,9
880023,39.1007480340209,-84.5663809332542,"publicly owned","Y",19200,19200,1
880023,39.1007480340209,-84.5663809332542,"residential","N",36256,75330.904,9
880023,39.1007480340209,-84.5663809332542,"residential","Y",42240,190080,25
880024,39.102998036039,-84.5663809332557,"commercial","Y",93263.61,355047,4
880024,39.102998036039,-84.5663809332557,"publicly owned","Y",175854,175854,2
880025,39.1052480380563,-84.5663809332572,"commercial","N",33990,198880,5
880025,39.1052480380563,-84.5663809332572,"commercial","Y",197637,258059.23,23
880025,39.1052480380563,-84.5663809332572,"publicly owned","Y",123899.75,175854,2
880025,39.1052480380563,-84.5663809332572,"residential","N",40788,198880,12
880025,39.1052480380563,-84.5663809332572,"residential","Y",20882.4,258059.23,31
880026,39.1074980400729,-84.5663809332587,"commercial","N",218768,218768,1
880026,39.1074980400729,-84.5663809332587,"commercial","Y",48975,701190,10
880026,39.1074980400729,-84.5663809332587,"publicly owned","Y",3500000,3500000,1
880026,39.1074980400729,-84.5663809332587,"residential","N",32511,47016,12
880026,39.1074980400729,-84.5663809332587,"residential","Y",16512.2,103169,26
880027,39.1097480420887,-84.5663809332601,"commercial","N",89600,89600,1
880027,39.1097480420887,-84.5663809332601,"commercial","Y",108800,452550,13
880027,39.1097480420887,-84.5663809332601,"residential","N",34261,61182,18
880027,39.1097480420887,-84.5663809332601,"residential","Y",15102.45,160272,53
880028,39.1119980441038,-84.5663809332616,"commercial","N",162711.12,162711.12,1
880028,39.1119980441038,-84.5663809332616,"commercial","Y",7932.64,110000,11
880028,39.1119980441038,-84.5663809332616,"residential","N",42988,103526.62,8
880028,39.1119980441038,-84.5663809332616,"residential","Y",32137.2075,83275.5,30
880029,39.1142480461181,-84.5663809332631,"commercial","Y",7932.64,110000,6
880029,39.1142480461181,-84.5663809332631,"residential","N",25263,34804,10
880029,39.1142480461181,-84.5663809332631,"residential","Y",11722.75,63229.44,20
880030,39.1164980481317,-84.5663809332646,"commercial","N",445200,445200,1
880030,39.1164980481317,-84.5663809332646,"residential","N",56650,56650,2
880030,39.1164980481317,-84.5663809332646,"residential","Y",19827.5,83660.8,9
880032,39.1209980521565,-84.5663809332675,"residential","N",34290.5,40788,4
880032,39.1209980521565,-84.5663809332675,"residential","Y",20509.5,73670.4,9
880035,39.127748058188,-84.5663809332719,"residential","N",12551.3365,32318,4
880035,39.127748058188,-84.5663809332719,"residential","Y",7791,43054,14
880036,39.129998060197,-84.5663809332734,"residential","N",2051.84,4745.31,5
880036,39.129998060197,-84.5663809332734,"residential","Y",2240,96658.485,7
880037,39.1322480622052,-84.5663809332749,"commercial","Y",11530,11530,1
880037,39.1322480622052,-84.5663809332749,"residential","N",20394,67980,13
880037,39.1322480622052,-84.5663809332749,"residential","Y",13007.58,66780,49
880038,39.1344980642127,-84.5663809332764,"commercial","Y",23200,165837,6
880038,39.1344980642127,-84.5663809332764,"residential","Y",18139.625,40000,4
880039,39.1367480662194,-84.5663809332778,"residential","N",36360,57178,8
880039,39.1367480662194,-84.5663809332778,"residential","Y",28435,272685,13
880041,39.1412480702306,-84.5663809332808,"residential","Y",30524.757,125450.24,4
880042,39.143498072235,-84.5663809332822,"residential","N",61440,61440,30
880042,39.143498072235,-84.5663809332822,"residential","Y",61440,167700,32
880043,39.1457480742387,-84.5663809332837,"commercial","Y",4977501,4977501,1
880043,39.1457480742387,-84.5663809332837,"residential","N",35090,63448,6
880043,39.1457480742387,-84.5663809332837,"residential","Y",16900,77910,14
880045,39.1502480782438,-84.5663809332867,"residential","N",28160,28160,1
880045,39.1502480782438,-84.5663809332867,"residential","Y",10083.7,36896,9
880049,39.1592480862448,-84.5663809332926,"commercial","Y",109546.371,109546.371,1
880050,39.1614980882432,-84.566380933294,"residential","N",132608,132608,1
880050,39.1614980882432,-84.566380933294,"residential","Y",53013,53013,1
880058,39.1794981042028,-84.5663809333058,"commercial","N",832000,832000,1
880058,39.1794981042028,-84.5663809333058,"commercial","Y",2493650,2650000,2
880058,39.1794981042028,-84.5663809333058,"residential","Y",61182,61182,1
880059,39.1817481061943,-84.5663809333073,"commercial","N",832000,832000,1
880059,39.1817481061943,-84.5663809333073,"commercial","Y",2337300,2650000,3
880059,39.1817481061943,-84.5663809333073,"residential","N",68328.3315,82038,2
880059,39.1817481061943,-84.5663809333073,"residential","Y",108800,169950,7
880060,39.183998108185,-84.5663809333088,"commercial","Y",95738.5,95738.5,1
880064,39.1929981161405,-84.5663809333146,"residential","N",2330625,2330625,1
880064,39.1929981161405,-84.5663809333146,"residential","Y",1558740,2997800,2
880065,39.1952481181275,-84.5663809333161,"commercial","N",12.8,12.8,1
880065,39.1952481181275,-84.5663809333161,"commercial","Y",140661.25,171322.5,2
880065,39.1952481181275,-84.5663809333161,"residential","N",60963,62262,2
880065,39.1952481181275,-84.5663809333161,"residential","Y",117463.5,135360,5
880066,39.1974981201137,-84.5663809333176,"residential","N",61182,69949.825,3
880066,39.1974981201137,-84.5663809333176,"residential","Y",103005.1,222020,10
880067,39.1997481220992,-84.5663809333191,"residential","N",118105,147402,2
880067,39.1997481220992,-84.5663809333191,"residential","Y",120249,244125.2,11
880068,39.2019981240839,-84.5663809333205,"commercial","N",90640,90640,1
880068,39.2019981240839,-84.5663809333205,"commercial","Y",62315,62315,1
880068,39.2019981240839,-84.5663809333205,"residential","N",49266,185958.4,4
880068,39.2019981240839,-84.5663809333205,"residential","Y",84975,156821.7,5
880069,39.2042481260678,-84.566380933322,"residential","N",33956,33956,1
880069,39.2042481260678,-84.566380933322,"residential","Y",100854,100854,1
890018,39.08949750076,-84.5686401462607,"commercial","Y",54138.5,102400,2
890018,39.08949750076,-84.5686401462607,"residential","N",13596,106947.72,9
890018,39.08949750076,-84.5686401462607,"residential","Y",6337.5,300800,26
890019,39.0917475027732,-84.5686401462624,"residential","N",41645.1,83162.2,2
890019,39.0917475027732,-84.5686401462624,"residential","Y",4506,160272,16
890021,39.0962475067976,-84.5686401462658,"residential","N",36204,90640,5
890021,39.0962475067976,-84.5686401462658,"residential","Y",46829.2,163840,20
890022,39.0984975088086,-84.5686401462676,"residential","N",148740.039,179793.102,2
890022,39.0984975088086,-84.5686401462676,"residential","Y",41500,260442,16
890023,39.1007475108189,-84.5686401462693,"commercial","Y",262479,262479,1
890023,39.1007475108189,-84.5686401462693,"residential","N",37679,348160,12
890023,39.1007475108189,-84.5686401462693,"residential","Y",20480,300800,35
890024,39.1029975128284,-84.568640146271,"residential","N",23508,44748,7
890024,39.1029975128284,-84.568640146271,"residential","Y",14216.65,88253,14
890025,39.1052475148372,-84.5686401462727,"commercial","Y",91420,91420,2
890025,39.1052475148372,-84.5686401462727,"residential","N",25410,40788,6
890025,39.1052475148372,-84.5686401462727,"residential","Y",15748.7,300800,15
