"cell_id","lat","long","neighborhood","dist","stop_id","lat_stop","long_stop","n_object"
980025,39.1052408437937,-84.5889730615048,"West Price HIll",0.00217435509081133,1320400,39.107317,-84.588327,5
990025,39.1052398845589,-84.5912322740452,"West Price HIll",0.00236563632728001,1320380,39.107581,-84.591572,5
1000025,39.1052388817224,-84.5934914865227,"West Price HIll",0.00302819195842857,1320380,39.107581,-84.591572,5
1010025,39.1052378352845,-84.5957506989345,"West Price HIll",0.00284144486138282,1320300,39.10622,-84.598417,5
1020025,39.1052367452449,-84.5980099112779,"West Price HIll",0.0010641950672147,1320300,39.10622,-84.598417,5
1030025,39.1052356116039,-84.60026912355,"West Price HIll",0.00173086744530681,2320580,39.104199,-84.598883,5
1040025,39.1052344343612,-84.602528335748,"West Price HIll",0.00378953783884388,2320580,39.104199,-84.598883,5
1050025,39.1052332135171,-84.6047875478691,"West Price HIll",0.00563909947966278,2850197,39.110622,-84.606449,5
1060025,39.1052319490714,-84.6070467599106,"West Price HIll",0.00536777189662198,2850211,39.110594,-84.606799,5
1390025,39.1051657619304,-84.6816006943012,"Sayler Park",0.00190145541906349,2853311,39.104095,-84.683172,1
1400025,39.1051630150353,-84.6838599019715,"Sayler Park",0.000900081061208839,1500300,39.104263,-84.683849,1
1410025,39.1051602245389,-84.6861191094643,"Sayler Park",0.000595163646735436,1500280,39.105686,-84.686398,1
1420025,39.1051573904412,-84.6883783167768,"Sayler Park",0.00194749191250101,2853195,39.106372,-84.686856,1
80026,39.1073986269517,-84.3856440263336,"Mt. Washington",0.00497575036336751,2850537,39.103905,-84.389187,12
90026,39.1074015919016,-84.3879032330882,"Mt. Washington",0.00372481038580596,2850537,39.103905,-84.389187,12
100026,39.1074045132496,-84.3901624400315,"Mt. Washington",0.00295988486814032,1240510,39.104477,-84.390599,12
150026,39.1074184659585,-84.4014584774801,"Mt. Washington",0.00903072637731564,2850538,39.104799,-84.392816,12
160026,39.1074211256941,-84.4037176854967,"Mt. Washington",0.0112125951422829,2850538,39.104799,-84.392816,12
170026,39.1074237418276,-84.4059768936824,"East End",0.0134200742241348,2850538,39.104799,-84.392816,12
180026,39.107426314359,-84.4082361020345,"East End",0.0123101221226654,2850228,39.118438,-84.413739,12
190026,39.1074288432884,-84.41049531055,"East End",0.0114770663825082,2850228,39.118438,-84.413739,12
200026,39.1074313286156,-84.4127545192263,"East End",0.0110506116282307,2850228,39.118438,-84.413739,12
210026,39.1074337703407,-84.4150137280605,"East End",0.00936597992316393,2850672,39.113808,-84.421876,6
220026,39.1074361684638,-84.4172729370498,"East End",0.00786056140801478,2850672,39.113808,-84.421876,6
230026,39.1074385229846,-84.4195321461914,"East End",0.00619934533516517,2280420,39.11131,-84.424374,5
240026,39.1074408339034,-84.4217913554827,"East End",0.00439598040679152,2850671,39.110561,-84.424888,6
250026,39.1074431012201,-84.4240505649206,"East End",0.00289647018293292,2852281,39.109428,-84.42616,6
260026,39.1074453249346,-84.4263097745025,"East End",0.00166588471205142,2850724,39.108223,-84.427783,5
270026,39.1074475050469,-84.4285689842255,"Columbia-Tusculum",0.000640368897339085,2850669,39.10784,-84.428063,6
280026,39.1074496415571,-84.430828194087,"Columbia-Tusculum",0.000297949024232102,2853391,39.107724,-84.430712,5
290026,39.1074517344651,-84.4330874040839,"East End",0.00142437585571734,1280430,39.10858,-84.432218,6
300026,39.107453783771,-84.4353466142137,"East End",0.0029029631628576,1280440,39.109419,-84.43321,6
310026,39.1074557894747,-84.4376058244734,"East End",0.00432969142346668,2850652,39.110847,-84.434914,6
550026,39.1074908457001,-84.4918269024319,"Central Business District",0.000693274372973849,2853168,39.108184,-84.491814,5
560026,39.107491761348,-84.4940861150326,"Mt. Adams",0.00122789163046784,2850733,39.106506,-84.493354,5
570026,39.1074926333937,-84.4963453276906,"Mt. Adams",0.00266868915422581,2010290,39.109975,-84.497325,6
580026,39.1074934618371,-84.498604540403,"Mt. Adams",0.00257363842003489,2850049,39.110001,-84.498025,6
590026,39.1074942466783,-84.5008637531672,"Mt. Adams",0.00276506696606744,1110750,39.108071,-84.503568,12
600026,39.1074949879171,-84.5031229659803,"Mt. Adams",0.000727904662950158,1110750,39.108071,-84.503568,12
610026,39.1074956855537,-84.5053821788396,"Central Business District",0.00141140606788825,2110060,39.107044,-84.504045,12
620026,39.1074963395879,-84.5076413917421,"Central Business District",0.00175243902295025,2430100,39.108908,-84.506603,14
630026,39.1074969500199,-84.5099006046852,"Over-The-Rhine",0.000613407702720181,1431710,39.107978,-84.50952,8
640026,39.1074975168496,-84.512159817666,"Over-The-Rhine",0.00083906684639619,1161130,39.107459,-84.512998,12
650026,39.107498040077,-84.5144190306818,"Over-The-Rhine",0.000463755887156153,409,39.107065,-84.514585,17
660026,39.1074985197021,-84.5166782437297,"Over-The-Rhine",0.000388519859371668,2850400,39.107787,-84.516418,10
670026,39.1074989557249,-84.5189374568069,"Over-The-Rhine",0.000503543195051351,2851315,39.107499,-84.519441,17
680026,39.1074993481455,-84.5211966699107,"West End",0.000337683070356221,2853363,39.10723,-84.520993,1
690026,39.1074996969637,-84.5234558830383,"West End",0.00151608989588131,1010070,39.109013,-84.523364,6
700026,39.1075000021796,-84.5257150961868,"West End",0.00168336952848482,2010460,39.109163,-84.525454,6
710026,39.1075002637932,-84.5279743093535,"West End",0.00030721536208939,2160100,39.107743,-84.527786,5
720026,39.1075004818046,-84.5302335225356,"West End",0.00198509204828968,1010040,39.10941,-84.529691,6
730026,39.1075006562136,-84.5324927357303,"West End",0.00230300346573352,1010030,39.109355,-84.531127,6
740026,39.1075007870203,-84.5347519489347,"Lower Price Hill",0.00165058629355538,2853592,39.10779,-84.536377,6
750026,39.1075008742247,-84.5370111621461,"Lower Price Hill",0.000468671300005939,2853599,39.107638,-84.536563,5
760026,39.1075009178268,-84.5392703753617,"Lower Price Hill",0.00226164090060283,2852921,39.107004,-84.537064,5
