"cell_id","lat_cell","long_cell","animals_insects","building related","construction","food","others","police property","service complaint","street_sidewalk","traffic_signal","trash","trees_plants","water leak","zoning_parking","n_request"
270033,39.1231975133527,-84.4285689841635,0,1,0,0,6,0,0,7,0,44,0,0,0,58
270034,39.1254475145374,-84.4285689841547,0,6,0,0,25,0,2,9,0,150,2,0,0,194
270035,39.1276975157217,-84.4285689841458,0,6,1,0,62,1,3,32,3,227,7,0,0,342
270036,39.1299475169056,-84.428568984137,0,20,1,1,42,3,1,17,1,61,6,1,2,156
270037,39.132197518089,-84.4285689841281,2,7,1,0,27,3,2,20,2,162,4,1,0,231
270038,39.134447519272,-84.4285689841193,0,2,0,0,19,2,3,10,0,168,0,2,0,206
270039,39.1366975204545,-84.4285689841104,1,0,2,0,21,1,2,8,0,71,4,2,0,112
270040,39.1389475216365,-84.4285689841015,0,1,0,0,10,0,0,0,0,5,0,0,0,16
270041,39.1411975228181,-84.4285689840927,0,0,0,0,10,0,0,8,0,23,0,0,0,41
270042,39.1434475239993,-84.4285689840838,0,0,0,0,17,1,3,6,0,88,1,0,0,116
270043,39.14569752518,-84.428568984075,0,3,0,19,24,0,0,7,0,2,0,0,0,55
270044,39.1479475263603,-84.4285689840661,2,5,0,0,48,0,1,20,0,125,8,1,1,211
270045,39.1501975275401,-84.4285689840572,2,14,0,0,30,7,6,8,1,175,19,0,0,262
270046,39.1524475287195,-84.4285689840484,1,1,0,0,17,1,1,25,0,83,0,0,0,129
270047,39.1546975298984,-84.4285689840395,0,12,0,10,50,0,4,38,0,105,4,0,1,224
270048,39.1569475310769,-84.4285689840307,0,10,0,0,16,1,0,12,0,48,1,0,4,92
270049,39.159197532255,-84.4285689840218,0,2,0,3,13,0,0,1,0,0,0,0,0,19
270050,39.1614475334325,-84.4285689840129,0,0,0,0,1,0,0,1,0,0,0,1,0,3
270052,39.1659475357864,-84.4285689839952,0,1,1,0,2,0,0,1,0,0,0,0,0,5
270055,39.1726975393138,-84.4285689839686,0,1,0,0,13,0,0,1,0,0,1,0,0,16
270056,39.1749475404887,-84.4285689839598,1,24,0,0,30,11,1,18,1,122,29,0,1,238
270057,39.1771975416631,-84.4285689839509,1,20,1,0,35,1,0,21,0,117,13,1,0,210
270058,39.1794475428372,-84.428568983942,0,1,0,0,25,3,0,13,0,80,1,2,2,127
270059,39.1816975440107,-84.4285689839332,1,34,0,2,140,4,4,30,1,78,13,0,1,308
270060,39.1839475451838,-84.4285689839243,2,8,0,0,43,6,1,18,0,176,7,0,1,262
270061,39.1861975463565,-84.4285689839155,0,1,0,0,29,0,2,13,0,74,9,2,0,130
280006,39.0624496170028,-84.4308281942653,0,3,2,0,11,0,2,2,0,13,0,0,0,33
280007,39.0646996182349,-84.4308281942564,1,11,0,0,16,0,1,4,0,11,0,0,2,46
280008,39.0669496194665,-84.4308281942475,0,17,1,0,34,0,1,2,0,25,13,0,3,96
280020,39.0939496342101,-84.4308281941405,0,4,0,0,0,0,0,0,0,10,0,0,0,14
280021,39.0961996354358,-84.4308281941315,0,9,0,0,6,0,0,17,0,12,0,0,0,44
280022,39.098449636661,-84.4308281941226,0,5,0,0,1,0,0,11,0,0,0,0,0,17
280023,39.1006996378857,-84.4308281941137,0,3,0,0,0,0,0,11,0,0,0,0,0,14
280024,39.10294963911,-84.4308281941048,0,1,0,0,9,0,0,2,0,0,1,0,0,13
280025,39.1051996403338,-84.4308281940959,0,15,0,0,21,0,0,0,0,26,2,0,0,64
280026,39.1074496415571,-84.430828194087,1,25,1,0,38,2,0,13,1,72,11,1,0,165
280027,39.10969964278,-84.430828194078,0,3,0,0,5,0,0,5,0,0,2,0,0,15
280029,39.1141996452244,-84.4308281940602,0,0,0,0,2,1,1,12,0,13,0,1,0,30
280030,39.1164496464459,-84.4308281940513,0,2,0,0,10,0,0,5,0,35,4,0,0,56
280031,39.1186996476669,-84.4308281940424,0,0,1,0,14,0,0,9,0,55,0,0,0,79
280032,39.1209496488875,-84.4308281940334,0,2,0,0,5,1,0,10,0,49,0,0,0,67
280033,39.1231996501076,-84.4308281940245,0,4,0,0,17,1,3,12,0,74,3,0,0,114
280034,39.1254496513273,-84.4308281940156,0,4,0,0,19,0,1,5,1,136,2,1,1,170
280035,39.1276996525465,-84.4308281940067,1,14,1,3,113,4,3,33,1,31,6,1,0,211
280036,39.1299496537652,-84.4308281939978,1,12,0,7,65,1,1,25,0,102,8,0,0,222
280037,39.1321996549835,-84.4308281939888,0,5,0,0,29,2,6,34,0,164,6,1,0,247
280038,39.1344496562013,-84.4308281939799,0,5,0,0,15,0,0,11,0,163,0,0,2,196
280039,39.1366996574187,-84.430828193971,0,3,0,0,9,0,0,9,0,83,0,2,1,107
280040,39.1389496586356,-84.4308281939621,0,3,1,0,10,0,0,5,0,41,1,0,0,61
280041,39.141199659852,-84.4308281939531,0,0,0,0,7,0,1,4,0,45,0,0,0,57
280042,39.143449661068,-84.4308281939442,0,0,0,0,20,1,0,3,2,60,3,0,0,89
280043,39.1456996622835,-84.4308281939353,3,2,0,4,31,3,1,21,2,121,2,1,1,192
280044,39.1479496634985,-84.4308281939264,0,12,0,0,28,1,1,13,0,99,3,0,0,157
280045,39.1501996647131,-84.4308281939174,3,17,1,0,41,3,1,14,0,142,6,0,1,229
280046,39.1524496659273,-84.4308281939085,1,19,0,9,30,1,1,21,3,17,4,0,4,110
280047,39.1546996671409,-84.4308281938996,2,30,0,3,57,5,0,42,0,145,3,2,0,289
280048,39.1569496683541,-84.4308281938907,0,3,0,0,5,5,0,2,0,29,0,0,1,45
280049,39.1591996695669,-84.4308281938817,0,0,0,0,5,0,0,0,0,0,0,0,0,5
280050,39.1614496707792,-84.4308281938728,0,0,0,2,8,0,0,0,0,0,3,0,0,13
280052,39.1659496732024,-84.4308281938549,0,0,0,0,35,0,0,56,0,9,1,0,0,101
280053,39.1681996744133,-84.430828193846,0,0,0,0,18,0,0,12,0,9,0,0,0,39
280054,39.1704496756238,-84.4308281938371,1,12,0,0,17,0,0,4,0,42,2,0,0,78
280055,39.1726996768337,-84.4308281938282,0,2,0,2,2,0,0,4,0,19,2,0,0,31
280056,39.1749496780433,-84.4308281938193,2,11,0,0,26,3,0,15,0,113,10,0,0,180
280057,39.1771996792523,-84.4308281938103,0,9,1,0,30,3,2,13,0,123,1,1,1,184
280058,39.1794496804609,-84.4308281938014,0,16,0,0,28,5,0,13,1,171,2,2,0,238
280059,39.1816996816691,-84.4308281937925,0,21,0,8,44,0,1,11,0,23,0,0,0,108
280060,39.1839496828768,-84.4308281937835,0,11,0,1,30,8,0,11,0,52,7,0,0,120
280061,39.186199684084,-84.4308281937746,1,28,0,0,57,10,3,16,0,209,8,1,2,335
290022,39.0984517294317,-84.4330874041198,0,0,0,0,0,0,0,1,0,0,0,0,0,1
290023,39.1007017306908,-84.4330874041109,0,14,0,7,20,0,0,18,0,1,0,0,0,60
290024,39.1029517319494,-84.4330874041019,0,10,0,0,41,0,0,29,1,3,1,0,0,85
290025,39.1052017332075,-84.4330874040929,0,3,1,0,5,0,0,2,0,0,0,1,0,12
290026,39.1074517344651,-84.4330874040839,0,4,0,0,21,0,0,19,0,9,1,0,0,54
290027,39.1097017357223,-84.433087404075,6,59,0,2,97,2,0,26,0,86,3,1,1,283
290028,39.111951736979,-84.433087404066,1,7,0,0,5,2,0,1,3,26,0,0,0,45
290029,39.1142017382353,-84.433087404057,0,14,1,0,38,3,6,100,0,177,8,3,1,351
290030,39.116451739491,-84.4330874040481,2,24,1,0,47,5,1,13,0,103,13,6,0,215
290031,39.1187017407463,-84.4330874040391,1,5,0,0,16,0,0,6,0,57,0,1,0,86
290032,39.1209517420011,-84.4330874040301,0,2,0,0,28,0,0,24,0,155,0,2,0,211
290033,39.1232017432554,-84.4330874040211,0,4,0,0,21,2,5,16,1,149,6,3,0,207
290034,39.1254517445093,-84.4330874040122,2,4,0,0,27,4,1,10,0,113,1,2,2,166
290035,39.1277017457627,-84.4330874040032,0,11,0,0,36,0,4,16,0,73,2,1,0,143
290036,39.1299517470156,-84.4330874039942,0,13,3,0,28,6,2,15,1,205,4,0,2,279
290037,39.132201748268,-84.4330874039852,0,8,1,0,38,1,1,11,1,125,10,0,2,198
290038,39.13445174952,-84.4330874039763,0,5,0,0,23,5,4,15,0,239,6,0,2,299
290039,39.1367017507715,-84.4330874039673,0,2,0,0,37,0,3,19,0,156,2,0,0,219
290040,39.1389517520225,-84.4330874039583,0,2,0,0,39,0,2,11,1,47,1,1,0,104
290041,39.141201753273,-84.4330874039493,0,0,0,0,25,2,0,17,2,148,0,3,0,197
290042,39.1434517545231,-84.4330874039404,3,7,4,2,78,2,4,55,2,106,11,0,1,275
290043,39.1457017557727,-84.4330874039314,1,11,0,9,42,0,0,14,1,105,6,0,0,189
290044,39.1479517570218,-84.4330874039224,4,16,0,0,25,6,4,9,2,133,7,0,0,206
290045,39.1502017582705,-84.4330874039134,1,11,1,2,55,1,5,33,2,113,3,0,1,228
290046,39.1524517595186,-84.4330874039045,0,31,0,9,69,4,2,25,1,116,0,0,1,258
290047,39.1547017607663,-84.4330874038955,2,11,1,0,40,6,0,41,0,166,3,1,0,271
290048,39.1569517620136,-84.4330874038865,0,1,0,0,9,7,0,2,0,19,0,0,2,40
290050,39.1614517645066,-84.4330874038686,0,0,0,0,1,0,0,1,0,0,1,0,0,3
290051,39.1637017657524,-84.4330874038596,0,0,0,0,8,1,0,0,0,0,0,0,0,9
290052,39.1659517669978,-84.4330874038506,0,0,0,0,13,0,0,9,0,2,0,0,0,24
290053,39.1682017682426,-84.4330874038416,0,0,0,0,7,0,0,40,0,0,0,0,0,47
290054,39.170451769487,-84.4330874038327,0,7,4,0,22,0,0,17,0,15,7,0,0,72
290055,39.1727017707309,-84.4330874038237,5,14,4,0,31,3,2,18,0,38,0,2,0,117
290056,39.1749517719744,-84.4330874038147,2,30,0,0,52,7,4,28,0,186,14,1,0,324
290057,39.1772017732173,-84.4330874038057,0,7,0,0,11,6,0,13,1,245,4,1,0,288
290058,39.1794517744598,-84.4330874037967,0,1,0,0,33,6,1,12,0,61,2,0,0,116
290059,39.1817017757018,-84.4330874037878,0,0,0,0,10,0,0,3,0,0,0,0,0,13
290060,39.1839517769434,-84.4330874037788,0,2,0,0,1,0,0,5,0,2,2,0,0,12
290061,39.1862017781845,-84.4330874037698,3,27,1,0,58,1,0,18,1,135,12,1,1,258
300024,39.1029537811881,-84.4353466142317,0,5,0,0,0,0,1,0,0,13,0,0,0,19
300026,39.107453783771,-84.4353466142137,0,43,0,0,34,4,1,13,0,42,4,1,3,145
300027,39.1097037850618,-84.4353466142047,0,40,0,0,79,2,2,22,0,40,6,0,6,197
300028,39.1119537863521,-84.4353466141957,2,19,0,0,41,24,0,15,0,164,7,0,0,272
300029,39.1142037876418,-84.4353466141867,3,28,0,1,104,4,6,57,3,157,4,3,2,372
300030,39.1164537889311,-84.4353466141776,1,5,0,1,65,1,0,28,2,173,6,0,1,283
300031,39.1187037902199,-84.4353466141686,0,10,2,0,16,0,2,13,0,67,4,3,0,117
300032,39.1209537915082,-84.4353466141596,0,14,3,0,40,2,3,38,0,239,21,0,3,363
300033,39.1232037927961,-84.4353466141506,1,18,2,0,54,3,1,13,1,79,5,4,0,181
300034,39.1254537940834,-84.4353466141416,1,3,0,0,17,0,0,5,0,42,4,0,0,72
300035,39.1277037953703,-84.4353466141326,0,0,0,0,5,0,3,3,0,56,1,1,0,69
300036,39.1299537966566,-84.4353466141236,1,11,0,0,22,0,1,11,0,105,1,1,0,153
300037,39.1322037979425,-84.4353466141146,0,1,0,0,17,0,0,14,0,80,3,1,0,116
300038,39.1344537992279,-84.4353466141056,1,2,1,0,44,1,2,28,0,169,5,3,0,256
300039,39.1367038005128,-84.4353466140965,0,3,0,0,16,3,1,7,0,169,2,2,0,203
300040,39.1389538017973,-84.4353466140875,0,13,0,0,44,2,3,9,1,176,12,0,1,261
300041,39.1412038030812,-84.4353466140785,0,4,0,0,13,2,2,13,0,131,2,5,0,172
300042,39.1434538043646,-84.4353466140695,1,11,0,0,37,1,1,36,1,171,3,3,1,266
300043,39.1457038056476,-84.4353466140605,3,17,0,0,17,1,2,5,0,120,4,1,1,171
300044,39.1479538069301,-84.4353466140515,7,15,0,0,18,5,1,8,0,104,3,1,0,162
300045,39.1502038082121,-84.4353466140425,2,10,0,3,37,0,0,45,0,109,5,0,2,213
300046,39.1524538094936,-84.4353466140335,1,18,0,1,53,6,0,48,1,200,16,1,3,348
300047,39.1547038107746,-84.4353466140244,2,8,0,0,32,3,2,10,0,197,4,1,0,259
300048,39.1569538120552,-84.4353466140154,0,1,0,0,1,0,0,1,0,0,0,0,0,3
300049,39.1592038133352,-84.4353466140064,1,2,0,0,0,0,0,1,0,0,0,0,0,4
300050,39.1614538146148,-84.4353466139974,0,0,0,0,1,0,0,0,0,0,0,0,0,1
300051,39.1637038158939,-84.4353466139884,0,0,0,0,1,0,0,0,0,0,0,0,0,1
300054,39.1704538197282,-84.4353466139613,0,1,0,0,3,0,0,5,0,36,0,0,2,47
300055,39.1727038210053,-84.4353466139523,5,7,0,0,6,0,0,2,0,16,0,0,0,36
300056,39.174953822282,-84.4353466139433,8,24,1,0,68,7,4,63,2,249,5,1,2,434
300057,39.1772038235582,-84.4353466139343,0,1,0,0,15,2,0,3,0,57,2,0,0,80
300058,39.1794538248338,-84.4353466139253,1,11,0,0,110,4,4,20,1,132,3,2,1,289
300059,39.181703826109,-84.4353466139162,0,0,0,0,1,0,0,0,0,0,0,0,0,1
300060,39.1839538273837,-84.4353466139072,0,0,0,0,5,1,0,4,0,17,1,0,0,28
300061,39.1862038286579,-84.4353466138982,1,13,0,0,66,25,5,31,0,264,35,0,0,440
310026,39.1074557894747,-84.4376058244734,0,1,0,0,2,0,0,4,0,0,0,0,0,7
310027,39.1097057907984,-84.4376058244644,1,17,0,0,20,0,0,7,0,22,2,0,0,69
310028,39.1119557921215,-84.4376058244553,3,20,1,0,37,2,0,18,0,39,3,0,1,124
310029,39.1142057934441,-84.4376058244463,2,27,0,0,68,5,0,25,0,118,6,0,1,252
310030,39.1164557947662,-84.4376058244373,0,39,0,7,48,1,1,38,0,67,3,2,1,207
310031,39.1187057960878,-84.4376058244282,4,25,0,1,109,0,4,26,1,151,10,0,0,331
310032,39.1209557974089,-84.4376058244192,1,6,1,0,29,0,1,6,0,91,5,0,0,140
310033,39.1232057987295,-84.4376058244102,0,1,0,0,21,0,1,0,0,21,9,0,0,53
310034,39.1254558000496,-84.4376058244011,0,0,0,0,3,1,1,1,0,27,4,0,0,37
310035,39.1277058013693,-84.4376058243921,0,0,0,0,10,0,1,6,0,31,0,0,0,48
310036,39.1299558026884,-84.437605824383,0,0,0,0,3,0,0,2,0,37,0,0,0,42
310037,39.132205804007,-84.437605824374,0,1,0,0,7,0,5,4,0,96,0,0,0,113
310038,39.1344558053251,-84.437605824365,1,6,1,0,45,7,2,8,0,105,2,0,0,177
310039,39.1367058066428,-84.4376058243559,0,12,1,2,45,8,3,10,1,240,7,7,0,336
310040,39.1389558079599,-84.4376058243469,1,12,1,0,52,5,1,34,0,122,4,3,1,236
310041,39.1412058092765,-84.4376058243379,2,7,1,0,41,3,0,30,1,192,7,1,0,285
310042,39.1434558105926,-84.4376058243288,0,16,0,0,67,5,6,26,0,218,5,0,2,345
310043,39.1457058119083,-84.4376058243198,0,5,2,0,42,33,2,12,3,123,2,2,0,226
310044,39.1479558132234,-84.4376058243107,2,9,0,0,28,2,2,7,0,117,6,2,0,175
310045,39.150205814538,-84.4376058243017,0,4,0,0,20,0,2,21,1,108,0,0,0,156
310046,39.1524558158522,-84.4376058242927,0,9,2,0,66,12,5,26,2,179,11,0,0,312
310047,39.1547058171658,-84.4376058242836,1,16,4,0,38,7,2,27,0,239,1,0,2,337
310048,39.156955818479,-84.4376058242746,0,0,0,0,14,2,0,2,0,3,2,0,0,23
310054,39.1704558263473,-84.4376058242203,1,8,0,0,15,0,1,2,0,33,0,0,0,60
310055,39.172705827657,-84.4376058242113,2,0,1,0,24,2,0,25,0,93,3,0,0,150
310056,39.1749558289661,-84.4376058242022,1,7,0,0,21,3,0,0,1,60,2,0,0,95
310057,39.1772058302748,-84.4376058241932,28,47,0,0,143,19,0,6,0,118,35,0,1,397
310058,39.1794558315829,-84.4376058241842,8,11,0,0,44,2,2,20,0,149,1,1,0,238
310059,39.1817058328906,-84.4376058241751,0,0,0,0,15,0,1,9,0,34,0,1,0,60
310060,39.1839558341977,-84.4376058241661,0,2,0,0,12,3,0,3,0,22,0,0,0,42
310061,39.1862058355044,-84.437605824157,1,4,2,0,38,14,6,27,0,199,7,0,0,298
310062,39.1884558368106,-84.437605824148,0,8,0,0,13,3,2,2,0,67,4,1,0,100
320028,39.1119577542873,-84.4398650348422,0,15,0,2,21,0,0,7,0,6,1,0,0,52
320029,39.114207755642,-84.4398650348332,2,22,1,0,35,0,2,16,0,80,2,0,1,161
320030,39.1164577569962,-84.4398650348241,0,6,3,4,173,0,2,119,4,34,6,4,0,355
320031,39.1187077583499,-84.4398650348151,0,1,0,0,17,0,0,7,0,22,0,0,0,47
320032,39.1209577597031,-84.439865034806,0,0,0,0,24,0,1,10,0,88,1,0,1,125
320033,39.1232077610558,-84.439865034797,0,1,0,0,5,0,1,2,0,29,2,0,0,40
320034,39.125457762408,-84.4398650347879,0,0,0,0,7,0,0,4,0,40,2,0,0,53
320035,39.1277077637597,-84.4398650347789,0,1,0,0,10,0,0,6,0,44,0,0,0,61
320036,39.1299577651108,-84.4398650347698,0,3,0,0,3,0,1,2,0,57,1,0,0,67
320037,39.1322077664615,-84.4398650347608,0,1,0,0,6,0,0,1,0,48,0,0,0,56
320038,39.1344577678116,-84.4398650347517,2,8,0,0,22,2,2,6,0,161,1,2,0,206
320039,39.1367077691612,-84.4398650347427,0,8,1,0,57,6,5,45,0,148,11,1,1,283
320040,39.1389577705104,-84.4398650347336,1,18,0,0,34,2,0,33,1,139,0,1,0,229
320041,39.141207771859,-84.4398650347245,1,10,0,1,14,0,3,17,1,95,1,0,1,144
320042,39.1434577732071,-84.4398650347155,0,14,0,0,31,0,0,38,0,155,8,0,0,246
320043,39.1457077745546,-84.4398650347065,0,10,1,0,63,1,4,29,1,159,7,0,0,275
320044,39.1479577759017,-84.4398650346974,4,8,0,0,33,4,2,38,0,135,7,1,0,232
320045,39.1502077772483,-84.4398650346884,1,5,1,0,25,4,1,27,1,141,0,0,1,207
320046,39.1524577785943,-84.4398650346793,1,15,2,0,69,4,4,37,2,174,8,0,2,318
320047,39.1547077799399,-84.4398650346702,1,4,0,0,29,3,1,10,0,168,4,0,0,220
320056,39.1749577920268,-84.4398650345888,0,3,0,0,31,6,2,52,0,177,5,0,0,276
320057,39.1772077933672,-84.4398650345797,15,64,1,8,160,7,4,10,0,199,18,1,7,494
320058,39.1794577947071,-84.4398650345706,1,7,0,0,40,4,2,4,0,138,4,0,0,200
320059,39.1817077960465,-84.4398650345616,0,1,0,0,9,0,2,4,0,62,0,0,0,78
330028,39.1119596728495,-84.4421242453535,0,0,0,0,1,0,0,1,0,0,0,0,0,2
330029,39.1142096742356,-84.4421242453445,0,4,0,0,25,0,0,3,1,0,5,0,2,40
330030,39.1164596756212,-84.4421242453354,5,45,0,0,69,1,1,24,1,160,5,0,3,314
330031,39.1187096770063,-84.4421242453264,0,9,0,8,54,1,9,22,0,142,3,2,3,253
330032,39.1209596783909,-84.4421242453173,0,5,0,0,11,0,5,5,0,28,2,0,0,56
330033,39.1232096797749,-84.4421242453082,0,0,0,0,1,0,0,0,0,8,0,0,0,9
330034,39.1254596811585,-84.4421242452992,0,1,0,0,7,0,0,6,0,19,0,1,0,34
330035,39.1277096825415,-84.4421242452901,0,3,0,0,15,1,0,2,0,43,0,0,0,64
330036,39.129959683924,-84.4421242452811,0,1,0,0,8,0,0,0,0,39,0,0,0,48
330037,39.1322096853059,-84.442124245272,0,0,0,0,11,0,0,6,1,71,0,0,0,89
330038,39.1344596866874,-84.442124245263,0,3,0,0,13,0,2,5,0,125,3,1,0,152
330039,39.1367096880683,-84.4421242452539,1,15,0,0,27,5,1,5,2,104,2,0,0,162
330040,39.1389596894487,-84.4421242452449,2,30,1,7,143,1,1,22,0,23,0,4,0,234
330041,39.1412096908286,-84.4421242452358,0,13,1,3,32,0,5,12,0,144,0,0,0,210
330042,39.1434596922079,-84.4421242452268,2,21,1,5,55,2,4,17,0,157,0,8,0,272
330043,39.1457096935867,-84.4421242452177,2,7,1,12,89,3,1,51,3,57,9,0,1,236
330044,39.147959694965,-84.4421242452086,5,11,0,0,35,3,0,30,1,141,9,1,0,236
330045,39.1502096963428,-84.4421242451996,0,5,1,1,46,0,2,24,0,138,14,0,5,236
330046,39.1524596977201,-84.4421242451905,0,10,1,2,32,2,0,40,1,67,1,2,1,159
330056,39.1749597114639,-84.4421242451,2,37,1,2,111,15,4,34,0,354,29,1,1,591
330057,39.1772097128355,-84.4421242450909,1,13,0,0,39,0,0,1,0,71,12,0,2,139
330058,39.1794597142064,-84.4421242450819,0,9,0,0,16,2,1,7,1,92,1,2,0,131
330059,39.1817097155769,-84.4421242450728,0,2,0,0,10,0,1,15,0,40,0,0,0,68
340030,39.1164615506412,-84.4443834559683,0,23,0,0,19,0,1,10,0,23,3,0,2,81
340031,39.118711552057,-84.4443834559593,1,41,1,0,51,1,1,18,2,62,5,0,0,183
340032,39.1209615534722,-84.4443834559502,0,4,0,0,16,0,1,17,0,53,0,0,0,91
340033,39.1232115548869,-84.4443834559412,0,0,1,0,7,0,0,17,0,49,1,0,0,75
340034,39.1254615563011,-84.4443834559322,0,1,0,0,8,0,0,6,0,8,1,0,0,24
340035,39.1277115577147,-84.4443834559231,0,0,1,0,30,0,1,6,0,49,4,0,0,91
340036,39.1299615591278,-84.444383455914,0,3,0,0,21,0,0,11,0,43,0,0,0,78
340037,39.1322115605404,-84.444383455905,0,3,0,0,8,0,1,4,0,47,0,0,0,63
340038,39.1344615619524,-84.444383455896,3,2,0,0,10,0,0,12,0,35,0,0,0,62
340039,39.1367115633639,-84.4443834558869,5,19,0,0,69,1,1,21,0,133,0,2,1,252
340040,39.1389615647748,-84.4443834558779,5,15,0,8,92,0,2,13,2,48,1,0,0,186
340041,39.1412115661853,-84.4443834558689,3,20,0,0,27,1,0,29,0,159,2,1,0,242
340042,39.1434615675952,-84.4443834558598,1,20,1,4,33,1,0,18,0,156,1,1,0,236
340057,39.1772115886795,-84.4443834557241,1,4,0,0,9,0,0,5,0,9,12,0,0,40
340058,39.1794615900808,-84.4443834557151,0,1,0,0,12,0,2,3,1,28,1,0,0,48
340059,39.1817115914816,-84.444383455706,0,4,0,0,12,0,0,11,0,18,2,2,0,49
350030,39.1164633820561,-84.4466426667201,0,0,0,0,0,0,0,1,0,0,0,0,0,1
350031,39.1187133835019,-84.446642666711,0,14,1,0,8,0,0,5,0,12,2,0,0,42
350032,39.120963384947,-84.446642666702,0,10,0,0,7,4,0,7,0,27,1,0,1,57
350033,39.1232133863916,-84.446642666693,0,2,0,0,8,0,0,4,0,18,0,0,0,32
350034,39.1254633878358,-84.446642666684,0,0,0,0,0,0,1,0,0,24,0,0,0,25
350035,39.1277133892793,-84.446642666675,0,1,0,0,13,0,2,3,0,44,2,0,0,65
350036,39.1299633907223,-84.446642666666,0,1,0,0,18,0,3,3,0,60,1,0,0,86
350037,39.1322133921647,-84.4466426666569,0,2,0,0,5,0,0,1,0,36,1,0,0,45
350038,39.1344633936066,-84.4466426666479,0,0,0,0,4,0,0,0,0,22,1,0,0,27
350039,39.136713395048,-84.4466426666389,0,1,0,0,11,1,0,12,0,50,0,0,0,75
350040,39.1389633964888,-84.4466426666299,0,10,0,0,24,4,10,20,1,176,2,2,0,249
350041,39.1412133979291,-84.4466426666208,3,7,0,0,28,5,3,5,0,158,6,3,0,218
350042,39.1434633993688,-84.4466426666118,2,12,1,0,49,4,4,5,0,238,6,0,0,321
350059,39.1817134237607,-84.4466426664584,1,1,0,0,38,1,0,7,0,1,17,0,0,66
360031,39.118715171341,-84.4489018775789,0,1,0,0,0,0,0,3,0,0,0,1,0,5
360032,39.1209651728154,-84.4489018775699,0,8,0,0,16,0,0,6,0,18,0,0,0,48
360033,39.1232151742892,-84.4489018775609,0,1,0,0,13,0,0,3,0,18,0,0,0,35
360034,39.1254651757625,-84.4489018775519,0,0,0,0,1,0,0,0,0,6,0,0,0,7
360035,39.1277151772353,-84.448901877543,0,0,0,0,6,0,1,1,0,48,0,0,0,56
360036,39.1299651787075,-84.448901877534,0,2,0,0,7,0,1,1,0,17,0,0,0,28
360037,39.1322151801791,-84.448901877525,1,0,0,0,3,0,0,1,0,40,0,0,0,45
360038,39.1344651816502,-84.448901877516,0,0,0,0,8,0,0,3,0,47,1,0,0,59
360039,39.1367151831207,-84.448901877507,0,0,0,0,18,0,1,15,0,131,1,1,0,167
360040,39.1389651845907,-84.448901877498,1,3,0,0,22,1,0,9,1,100,1,1,0,139
360041,39.1412151860601,-84.448901877489,0,10,0,0,24,1,0,15,0,49,8,0,0,107
360042,39.1434651875289,-84.44890187748,2,22,0,0,53,4,0,16,2,163,1,0,0,263
360044,39.1479651904649,-84.448901877462,1,0,0,0,11,0,0,4,1,37,0,0,0,54
360059,39.1817152124142,-84.4489018773272,0,0,0,0,8,2,0,6,0,15,0,0,0,31
370031,39.1187169155743,-84.45116108856,0,0,0,0,1,0,0,0,0,0,0,0,0,1
370032,39.1209669170772,-84.4511610885511,0,10,0,0,37,3,1,14,0,31,4,0,0,100
370033,39.1232169185796,-84.4511610885421,0,1,0,0,7,0,3,2,0,20,0,0,0,33
370034,39.1254669200814,-84.4511610885332,0,0,0,0,0,0,0,0,0,24,0,0,0,24
370035,39.1277169215826,-84.4511610885242,0,0,1,0,5,0,0,2,0,33,2,0,0,43
370036,39.1299669230833,-84.4511610885153,0,0,0,0,0,0,0,0,0,3,0,0,0,3
370037,39.1322169245834,-84.4511610885063,0,0,0,0,1,0,0,0,0,0,0,0,0,1
370038,39.1344669260829,-84.4511610884974,0,1,0,0,1,0,0,4,0,8,0,0,0,14
370039,39.1367169275819,-84.4511610884884,1,10,2,0,13,0,1,23,0,52,2,0,0,104
370040,39.1389669290803,-84.4511610884795,1,11,0,0,28,1,2,21,1,70,1,0,3,139
370041,39.1412169305781,-84.4511610884706,0,4,0,0,26,0,0,13,0,12,1,0,0,56
370042,39.1434669320754,-84.4511610884616,0,1,0,0,11,0,0,4,1,55,2,0,0,74
370043,39.1457169335721,-84.4511610884527,1,6,0,0,36,3,2,33,2,200,9,0,1,293
370059,39.1817169574421,-84.4511610883095,0,3,0,0,11,1,0,6,0,15,2,0,0,38
370068,39.2019669708052,-84.451161088229,0,1,0,0,0,0,0,3,0,1,0,0,0,5
380032,39.1209686177326,-84.4534202996427,0,0,0,0,1,0,0,3,0,0,1,1,0,6
380033,39.1232186192628,-84.4534202996338,2,3,0,0,54,1,1,24,1,30,1,0,0,117
380034,39.1254686207924,-84.4534202996249,0,0,0,0,1,0,0,0,0,18,0,0,0,19
380035,39.1277186223214,-84.453420299616,0,0,0,0,5,0,1,1,0,19,0,0,0,26
380036,39.1299686238498,-84.4534202996071,0,2,0,1,2,0,0,0,1,0,0,0,0,6
380038,39.1344686269049,-84.4534202995893,0,0,0,0,1,0,0,0,0,1,0,0,0,2
380040,39.1389686299577,-84.4534202995715,0,0,0,0,70,0,2,37,1,28,2,0,0,140
380041,39.1412186314833,-84.4534202995627,0,2,0,1,5,0,0,5,1,2,1,0,0,17
380042,39.1434686330082,-84.4534202995538,0,1,0,0,12,2,0,1,0,33,1,0,1,51
380043,39.1457186345326,-84.4534202995449,0,9,1,0,25,5,0,15,0,80,4,0,0,139
