x-tsne,y-tsne,sample_index
1.7089799195277544,-0.9968516091109927,716
5.089390882190988,-2.5929366506245985,3211
3.747381834921642,-8.185816939921697,2862
-0.04340711959763037,6.843624739062832,1647
1.9644708109312565,-0.9335738789122463,591
3.586240100496073,3.4914325390023007,996
1.354850554395924,-1.198063947923615,2428
3.1193465928763193,-1.2568189777812682,1259
4.340356808014213,-2.919917030885039,3373
1.9379513521060834,2.775972882800264,2056
7.720057008873027,2.4735382496262903,1863
1.8258037165461307,5.233814622359807,3445
2.2713636703856412,-1.0207327728736946,2749
-4.053739169216213,-4.117366598008928,1891
-0.0057750167798194425,6.845904263973751,1859
1.3181359114628877,5.629469650754906,1668
7.156639084445115,-3.1160239832731507,2372
1.2325433742857372,-7.5981708865448265,921
4.522594649768788,-3.957855610876682,3969
1.2315304258571018,-1.4738831296134116,3399
0.12144151358101277,-0.9810875071947499,600
4.3555296907684244,-0.018588045790150064,1673
1.5864101218533535,5.520343834989967,3248
4.937909065330058,-4.767612450186126,4124
1.9853612353312176,5.058315897305233,1420
4.142882896371217,-5.2868358467148155,2633
6.087572356988924,-4.399535111831236,3936
1.970755824807749,2.79541424213147,3405
1.961027762760827,-1.8661194530776402,234
4.108384786011353,-5.636173773402857,4126
1.1332917629963966,4.989594953726902,679
0.6192476325599522,2.89631761095371,1143
0.26138429628075904,0.2936602203521309,159
2.0303356493348104,1.171987188723495,498
3.082141590874914,-1.3164259987363207,2489
1.9738188235824046,3.5662891984830387,1246
7.564795425688747,-1.3435991639758,2889
2.389844146739094,-0.9336763777065379,3552
2.0545816570617785,4.125723452430911,2452
1.2663306856626768,-0.9971677781048336,4161
3.490787200074959,-5.5724115214919685,2376
8.362654086476619,-2.2466334783853292,683
-0.18682712698455956,4.729293566733718,2866
2.3684496235834027,-2.94151200572082,3036
4.225167524446996,-0.7330801170155617,3380
1.3513114820272543,-0.3752966824030505,2346
5.32207756669153,-5.119678829937831,3027
6.492911384377675,-2.5647894397545437,82
7.0522468359605766,-2.343969353198647,1728
7.349278713247673,-1.8447861267845493,55
3.4215967920947863,-8.238366637681414,1559
0.478460118602101,-2.0284123102121963,3870
3.1322187909881083,2.5564252637945777,3919
6.30322680354128,-2.5501053431352068,1379
2.3898021504145825,-0.9334447218290078,3610
4.943304255956905,-5.780932048950994,2546
1.7321203980864184,5.362683710353812,3443
3.7135074064812517,-1.9775163030874952,3737
3.0839678219201363,-1.323489195188254,2592
-0.08768223885396785,2.9126326466061254,1182
5.055267585179244,-5.334661515392198,2900
6.70422853465137,-3.277802305398115,1937
0.5732674315454699,6.593441407292348,3417
1.9447714891758503,-1.8308782049259542,267
2.8631093015257956,-5.801008179052788,74
3.526572617352202,-4.893099939081009,3962
0.9569092890685287,-4.506387381411543,2523
7.6914007549233805,2.401605268525642,3696
1.932996085681596,-1.7986902477193194,665
2.266921761867512,-0.9994090912067121,2997
3.173919075362467,-5.055962327571628,927
5.4181159016975435,-1.5303327584724133,2785
2.3484031346523846,5.261242970350502,729
0.050073714544658456,6.820881803195584,326
2.578140533000613,-5.422970339511393,2236
7.701212963133246,-1.0750264083648018,2162
-1.1825976665270008,6.593070466557915,595
1.8756164181659265,-3.4739357372370123,532
2.5529619787130966,-1.579642345458429,3692
1.927265181924777,-1.782601898971168,827
6.361182336365582,-3.9609501049805425,1627
5.803372814033996,-4.392152320431263,1220
0.670533282408706,-1.7608192956675321,382
6.191346512352246,-2.9469590183725534,3857
3.999806654048852,-8.116474674032991,2769
3.177107141836475,-0.43339109002436665,4107
8.047928118192354,-1.7999954619678795,900
3.3753089005090136,-2.362030980691667,2161
6.237565846029179,-5.000984151278009,3264
4.536914713407248,-5.752230102457362,4152
3.909461841239211,-2.4675840076104163,3704
4.466267609816399,2.592598555330485,1615
