x-tsne,y-tsne,sample_index
7.845608339013461,-6.517333868863514,0
7.843422418771938,-6.51644126426665,1
7.842145847625892,-6.515944673092391,2
7.837504978446468,-6.514143024359322,3
7.90293884891012,-6.534320261397142,4
8.081977230416776,-6.596594267547022,5
7.837910315130604,-6.511861352059481,6
8.229005275298425,-6.654926064506547,7
7.867834620502781,-6.522458127092422,8
7.8214466693090845,-6.506786643632238,9
7.804661230426619,-6.501538072838528,10
7.798298013398576,-6.499066566604935,11
7.807146801034372,-6.5017698383816755,12
7.8018590218169415,-6.500144043465079,13
7.8458854259131305,-6.513722872366895,14
7.862035761340966,-6.518749631091136,15
7.820112951588839,-6.504630188975662,16
7.772665785211166,-6.488809205327061,17
7.845713336088445,-6.51266511635421,18
7.76141800621678,-6.4857556220024515,19
7.7624152660081664,-6.485033065961556,20
7.760552267593534,-6.483368135708814,21
7.762301218773029,-6.4835753761756765,22
7.74765875211268,-6.478688100650105,23
7.747704182418842,-6.4786171832836885,24
7.8079984758384775,-6.4982022800186305,25
7.836733004754832,-6.507484657681595,26
7.724178751559469,-6.469014085176582,27
7.719846032053872,-6.467218769906685,28
7.7737075379921645,-6.485484429193853,29
7.711533976324351,-6.463717184371415,30
7.824679171783815,-6.502034375713735,31
7.6967735786026426,-6.457716430608304,32
7.702556205113106,-6.459253778169854,33
7.68862090053252,-6.454232563555533,34
7.686469865181972,-6.4527626113166265,35
7.670562007235527,-6.448635341133982,36
7.670691771123715,-6.446751454701803,37
7.669221981908872,-6.446018607750278,38
7.660913920316582,-6.442585590791813,39
7.699214457402855,-6.472947260156978,40
7.714211882788651,-6.460606268451219,41
7.75494479242939,-6.474960174621171,42
7.642948747453784,-6.434864498384175,43
7.61237830055557,-6.427141666305548,44
7.629036061432191,-6.428330616946515,45
7.6201174054033105,-6.4245755588708535,46
7.634375261695637,-6.429402155540052,47
7.6180967167617295,-6.424306779164192,48
7.584271343898507,-6.411922645583639,49
7.625090699573594,-6.424977519385043,50
7.579518048693623,-6.408586626989829,51
7.570032629905503,-6.404469317777664,52
7.557796582150189,-6.399756334598638,53
7.565231337306124,-6.401448261224593,54
7.546987377248526,-6.394164940060087,55
7.538593475490576,-6.39171276207128,56
7.755135645966181,-6.466079531750725,57
7.680301230507691,-6.441638983959274,58
7.689662798026395,-6.444072264804855,59
7.507011586750095,-6.3766482390304375,60
7.486704445253436,-6.37123103904931,61
7.495838066744806,-6.371207806981473,62
7.528603375922659,-6.383717820155525,63
7.484312882776974,-6.365549360542162,64
7.489902626914097,-6.3671398046059,65
7.457637787054934,-6.354647497259954,66
7.4665027534256385,-6.357045514961051,67
7.4422048936677845,-6.347648312837378,68
7.422171396736432,-6.341584073579177,69
7.424643225304101,-6.33988244525617,70
7.391636771413941,-6.33724043297592,71
7.370925372076789,-6.3261582145459885,72
7.374309668573249,-6.322811424572736,73
7.396928697248098,-6.326558926880745,74
7.526841951023806,-6.375607518981775,75
7.377354872527442,-6.317778774780377,76
7.370344195787315,-6.314353975861581,77
7.323390069365448,-6.300901334228185,78
7.3145905710029675,-6.294867848207285,79
7.331768902998216,-6.296824441381094,80
7.318661327311396,-6.290972566054438,81
7.2858369503918725,-6.279192973506933,82
7.286286324537214,-6.277412934055976,83
7.376626452276409,-6.3115938324245064,84
7.277839592834504,-6.271236465072082,85
7.267522025279294,-6.266473331289129,86
7.250852961573464,-6.259514654412586,87
7.242581796000336,-6.256900917743655,88
7.406270678838289,-6.321072807088417,89
7.401791538494956,-6.318813896657672,90
7.161228178280614,-6.235180088665344,91
7.2468084165637325,-6.263855368912721,92
7.155964039295583,-6.223120890972292,93
7.1755382892002055,-6.222515007703895,94
7.358508290477232,-6.295544894321123,95
7.225459523114448,-6.240949415326843,96
7.150154230591303,-6.210486222403816,97
7.088984527740438,-6.192387942812541,98
7.16878672866784,-6.220016264640669,99
7.101805895855662,-6.186835490155953,100
7.0708313382864825,-6.177103561973398,101
7.060861887025725,-6.172362442973344,102
7.101112354085139,-6.189134272061881,103
7.047246222106566,-6.16016850392512,104
7.0400804644199155,-6.155701457920195,105
7.11444593224802,-6.186033796766332,106
7.014117349664287,-6.142785959007076,107
7.0034258878847915,-6.137236236844435,108
6.981119234488289,-6.127409544464611,109
6.996107347064277,-6.1318921597934075,110
6.928301307182501,-6.116825006525494,111
6.9107612617449865,-6.1138648595541625,112
6.900937205125383,-6.108715813870697,113
6.888126731168587,-6.1004231708822925,114
6.902508940105649,-6.087923395212139,115
6.884542715194896,-6.080589983505177,116
6.966743379597255,-6.1182050423755125,117
6.862802453779787,-6.066057574760018,118
6.941260242227949,-6.100024593236365,119
6.834774023227579,-6.051300058338593,120
6.821567893139341,-6.045208988261512,121
6.798862395419022,-6.037011184177779,122
6.795333344840066,-6.031524783650175,123
6.769273111126122,-6.027555970098063,124
6.752016546282164,-6.020350273219595,125
6.741085753113084,-6.008517793679198,126
6.734223125712803,-5.998160889654058,127
6.745612298066448,-6.001161907337836,128
6.7315235006661664,-5.994972348250692,129
6.6922502768612935,-5.977752894541695,130
